data,at1,at2,at3,at4,at5
0,-0.043,-0.939,0.438,-0.221,0.031
1,1.405,-0.581,2.501,0.671,-0.574
2,0.527,-0.187,0.357,1.024,-0.667
3,-0.426,0.144,-0.254,0.201,0.253
4,-0.302,-1.491,-0.461,-0.71,0.108
5,-1.474,0.302,0.674,1.427,0.954
6,0.121,1.437,-0.347,-0.276,0.73
7,-0.284,-1.447,0.509,0.706,0.421
8,-0.926,1.316,0.283,0.186,-0.233
9,0.564,0.944,2.486,-2.634,-1.402
10,0.447,0.39,-0.715,0.841,-1.059
11,0.063,0.371,-0.283,1.14,-0.833
12,-0.588,-0.912,0.008,-0.02,2.648
13,-0.437,-0.446,0.524,0.499,0.303
14,-2.079,-1.414,-0.98,-0.936,0.044
15,1.582,2.059,-0.839,2.48,-0.444
16,1.484,1.408,-0.396,1.702,1.031
17,-0.559,-2.053,-1.026,0.401,0.4
18,0.532,1.57,-0.048,0.947,1.861
19,2.436,1.173,0.494,0.33,-0.108
20,-0.488,-0.301,1.108,-0.713,-1.951
21,-0.855,0.898,0.415,0.688,-0.595
22,-0.491,1.131,1.436,0.056,0.035
23,0.821,0.332,1.02,-0.773,0.812
24,0.287,-0.687,-0.459,0.035,-0.806
25,-0.234,0.509,-2.298,-0.691,-0.284
26,-0.755,-0.579,-2.262,1.306,1.952
27,0.132,-0.153,1.039,-0.418,-0.487
28,-0.498,2.366,-2.393,1.495,-1.32
29,-0.847,0.419,0.356,0.175,0.834
30,-0.914,1.257,0.719,0.357,0.866
31,-0.046,-1.653,0.375,0.065,-0.276
32,-0.479,-0.515,-0.582,-0.32,-0.483
33,0.266,-0.335,0.389,0.718,-0.383
34,0.093,0.103,-0.938,0.632,0.32
35,-1.128,0.289,0.028,0.201,-1.399
36,-0.776,-0.855,0.605,1.605,-0.864
37,-1.316,-2.706,0.998,0.038,1.687
38,0.347,0.241,-2.347,-0.383,0.347
39,0.576,0.303,0.186,0.718,-0.144
40,0.093,0.35,0.633,-0.27,-2.387
41,0.788,1.124,-0.755,0.258,1.409
42,0.675,2.109,-0.481,-0.22,1.605
43,-0.361,0.714,1.021,0.494,0.335
44,1.712,-0.666,-1.028,1.067,1.087
45,2.22,0.72,-0.351,0.157,0.561
46,-0.361,-0.566,-1.174,0.119,-1.592
47,-0.307,0.917,0.979,0.04,-0.228
48,-0.489,-0.637,-0.319,0.229,1.0
49,0.545,0.591,0.387,1.415,0.976
50,0.669,1.643,0.253,0.218,1.677
51,-0.914,-2.641,-1.036,-0.835,1.828
52,-0.685,0.71,0.077,0.049,1.831
53,0.423,0.308,0.182,-1.214,0.105
54,1.45,2.371,-0.479,1.142,0.891
55,1.093,-1.126,0.73,2.18,1.038
56,0.664,1.324,0.565,-0.646,0.127
57,-0.427,-0.594,0.014,0.65,0.044
58,-0.489,-0.445,-1.579,0.636,-0.105
59,-0.688,1.108,-0.749,-0.588,1.132
60,0.521,2.113,1.866,-0.598,1.058
61,-1.626,1.044,0.57,-0.033,-0.225
62,-0.02,-0.258,-0.653,-0.41,-0.727
63,0.256,-1.19,-0.838,-1.429,0.506
64,0.838,0.483,-0.816,-1.432,0.432
65,-0.263,0.387,1.995,1.345,-0.07
66,0.89,-0.758,-0.932,-0.552,0.946
67,0.214,-1.238,0.122,-0.4,-0.905
68,-1.692,1.435,-1.027,-1.789,0.362
69,-0.768,-0.237,0.95,0.632,-0.516
70,-0.933,0.285,0.04,-0.395,-1.218
71,0.199,0.949,-0.094,0.315,-0.076
72,-0.561,-1.201,-0.201,0.815,0.255
73,-0.632,0.306,-0.069,0.878,-0.332
74,-0.191,-2.811,0.571,0.39,-0.208
75,0.574,-2.343,-0.112,-0.102,0.428
76,-0.281,-0.006,-0.81,0.665,0.525
77,-1.974,-0.356,0.884,-1.801,-0.043
78,0.568,-0.132,1.053,0.322,0.44
79,-1.277,0.152,-0.52,-0.998,-1.168
80,0.535,1.257,0.614,-0.106,0.93
81,1.161,-0.728,-0.642,-0.852,1.225
82,-1.313,0.148,-1.113,0.374,1.277
83,2.586,-0.46,1.099,-0.147,-0.188
84,0.763,-0.762,0.347,0.691,0.291
85,0.881,0.11,1.032,1.444,0.208
86,0.059,-1.051,-0.864,-0.707,1.007
87,0.159,0.024,-0.491,1.275,-3.671
88,-0.13,-1.148,-0.159,-0.259,-0.99
89,0.804,-1.693,-0.518,-1.445,-0.47
90,0.847,-0.814,-1.719,-0.083,0.596
91,-0.633,-1.034,0.975,1.005,-0.536
92,-1.075,1.391,-0.081,-0.056,0.876
93,-0.196,-0.053,-0.778,0.041,-0.151
94,-1.513,0.264,2.064,-1.38,1.628
95,0.411,-0.103,0.271,-1.748,-0.601
96,0.792,1.14,-0.769,-1.238,2.225
97,-0.466,0.004,0.401,-2.38,-0.324
98,0.356,2.02,0.996,1.042,1.611
99,-0.983,-0.18,-1.198,1.991,0.121
100,-1.189,-0.56,0.154,0.082,0.14
101,-0.949,-0.597,-0.557,-2.308,0.808
102,-0.609,0.454,-0.203,0.592,-0.451
103,-0.336,0.933,-0.255,-0.156,0.481
104,0.691,-0.879,0.064,0.293,-0.201
105,-0.14,-0.213,0.672,0.353,-0.364
106,-0.189,0.297,2.365,1.548,1.108
107,0.113,1.665,0.893,0.493,-1.085
108,1.346,1.518,0.979,-0.257,-0.047
109,0.761,-0.059,0.699,-0.68,0.884
110,-1.629,2.127,2.35,0.806,-0.537
111,-1.066,0.27,-1.461,-0.222,0.921
112,-0.677,1.574,-0.203,0.247,-1.538
113,-2.196,0.101,0.656,0.72,0.387
114,-1.123,-0.631,0.963,-0.312,0.525
115,0.576,-0.449,-1.203,0.721,1.833
116,0.141,-0.834,-1.192,1.423,0.826
117,-0.302,-1.312,-0.471,0.541,-0.935
118,-0.277,-0.148,-0.621,-1.436,1.222
119,-1.905,1.51,0.637,-2.417,-0.992
120,-0.922,-0.489,-0.015,-1.039,0.286
121,0.22,0.638,0.07,0.199,0.09
122,-0.554,-0.815,-1.295,-0.265,1.101
123,0.753,-2.04,-1.079,-0.362,0.442
124,-0.946,0.496,0.016,0.771,1.63
125,-1.376,0.32,2.224,-2.259,-0.23
126,2.403,0.714,0.939,-0.275,0.565
127,0.894,-0.297,0.882,-1.102,-0.284
128,-0.073,-1.14,-2.108,-0.561,1.058
129,-0.831,-0.876,0.074,-1.058,0.903
130,-0.698,-0.081,-0.597,-2.002,-1.309
131,1.816,-0.113,0.021,1.012,-1.617
132,1.162,0.839,1.057,-0.282,-0.16
133,-0.889,0.55,1.149,-1.583,0.764
134,-0.54,-1.163,-0.818,0.297,-1.364
135,0.617,1.202,1.31,-1.537,0.464
136,0.668,-0.573,-0.625,0.348,-0.366
137,1.197,-0.153,-0.563,0.444,0.951
138,-2.037,0.073,-1.18,-0.018,-0.719
139,1.683,-0.712,-0.031,-0.084,0.537
140,1.131,-0.312,-0.463,-1.07,1.286
141,0.869,0.64,-1.392,-0.087,0.273
142,-0.369,-0.686,-0.625,0.408,-1.602
143,-0.479,-0.087,2.162,-0.057,0.244
144,1.674,-2.632,-1.271,-1.004,-0.409
145,1.048,-0.606,-0.79,0.509,0.148
146,1.571,-0.567,0.97,0.739,0.315
147,0.477,1.793,0.999,0.354,0.701
148,-0.3,-0.734,-2.131,-2.119,1.188
149,1.622,0.654,-0.893,-0.589,-0.215
150,-1.383,0.813,1.731,0.16,0.247
151,-0.539,0.752,1.183,1.737,0.245
152,1.529,0.694,-0.223,1.306,-0.226
153,-0.64,-0.17,-0.813,-0.635,0.636
154,-0.692,0.742,1.11,-2.166,1.231
155,0.838,1.499,-2.407,-0.597,1.242
156,0.703,1.584,-0.17,-2.153,-0.503
157,0.93,1.708,0.733,-0.281,0.39
158,-0.833,-0.731,2.131,0.396,-0.273
159,0.844,1.79,0.567,-1.409,1.273
160,-0.415,-1.848,-0.315,0.712,-0.424
161,0.682,-0.677,0.211,0.73,0.362
162,-1.002,1.332,-0.189,-0.943,-1.025
163,-0.736,0.478,0.225,0.03,-0.805
164,-0.294,0.288,-1.335,-1.851,2.953
165,0.666,-0.278,0.261,0.298,-2.639
166,0.324,1.444,0.335,1.315,-0.605
167,-0.44,-0.598,0.197,-0.208,1.265
168,1.447,-0.412,1.052,-1.422,1.582
169,0.827,0.819,-0.237,0.043,-1.205
170,-2.109,-0.904,0.238,-0.631,-0.54
171,1.311,0.561,1.104,-1.091,0.089
172,0.216,0.81,-0.6,1.994,-2.158
173,0.573,0.338,1.54,-1.345,2.226
174,0.353,-0.149,-2.699,1.241,0.295
175,1.924,-0.058,0.886,0.227,0.861
176,-1.949,0.384,0.269,0.129,1.121
177,0.369,-2.737,0.915,-0.226,-0.417
178,1.79,-0.431,0.349,-1.015,-0.194
179,0.861,0.16,-1.203,0.032,-1.29
180,0.973,2.864,0.027,-0.197,1.587
181,-0.685,0.293,0.311,-0.238,0.999
182,0.378,-0.142,1.054,-0.114,-0.574
183,-0.486,0.701,0.068,1.777,0.85
184,1.109,-0.789,-1.416,0.106,0.081
185,0.439,-0.084,0.229,0.823,0.572
186,-0.622,0.413,1.939,0.799,1.419
187,-0.176,1.126,0.858,1.401,1.692
188,-0.386,1.202,-0.338,0.698,0.505
189,-0.626,0.212,1.683,0.824,1.146
190,0.351,0.779,-0.024,-0.217,0.852
191,-1.907,0.614,-0.714,-0.705,0.074
192,-0.744,-0.566,-0.191,0.035,0.763
193,-1.307,-2.767,-1.617,-0.732,-1.704
194,0.189,-0.121,0.774,-0.665,2.121
195,0.407,-0.157,1.986,-0.102,0.395
196,0.955,-1.578,-1.575,-1.758,-0.032
197,0.024,0.309,-0.299,-0.756,-0.568
198,0.763,-0.497,-0.504,0.005,-1.544
199,0.73,0.435,-0.991,-0.358,1.698
200,-1.851,0.051,-0.619,-0.359,1.188
201,1.428,-1.189,0.636,0.802,-0.822
202,0.251,1.006,0.952,-0.002,0.145
203,0.715,-1.552,-0.09,-1.015,-0.378
204,-1.831,0.239,-1.004,0.904,1.067
205,1.407,0.933,-0.331,-2.03,-0.153
206,0.557,-1.076,-1.857,1.92,0.289
207,-0.553,-0.204,0.081,0.678,-0.627
208,0.018,-2.245,0.805,1.015,1.677
209,-1.623,0.628,1.11,0.117,0.52
210,-0.023,0.044,-1.88,0.102,0.892
211,0.773,-0.437,-0.033,0.067,-0.337
212,-0.454,1.631,-0.164,-0.912,1.501
213,-0.579,0.866,-0.357,0.455,1.307
214,-0.205,-1.07,0.487,-1.146,0.195
215,1.239,-0.463,0.17,1.265,-0.753
216,-0.868,0.636,-1.38,0.019,0.941
217,0.311,0.342,-0.088,0.274,-0.69
218,0.428,0.91,0.43,-1.282,-0.048
219,-1.266,0.965,-2.815,0.509,-0.189
220,0.211,0.654,-0.213,-1.022,-2.217
221,1.198,0.781,1.314,-1.098,-1.662
222,-0.446,-1.907,0.257,-0.806,1.094
223,-0.619,-2.909,0.301,1.276,0.231
224,0.728,-1.168,0.202,-0.077,-0.253
225,0.951,0.81,-0.232,0.484,-0.659
226,0.484,-1.274,0.073,-0.941,-0.356
227,1.189,-1.174,0.975,-1.735,-0.504
228,-0.391,-0.386,-0.722,-0.883,0.594
229,-0.03,1.54,2.081,-0.142,0.604
230,-0.32,0.578,-0.056,-1.248,-0.115
231,-0.24,0.56,1.874,0.992,-0.964
232,2.698,-1.007,0.823,-0.133,0.537
233,-1.384,-0.381,0.116,0.442,-1.707
234,0.22,-0.712,-0.45,0.449,0.089
235,-0.115,1.765,-0.51,0.109,-0.339
236,0.24,0.314,0.321,0.841,-1.237
237,-0.045,-1.318,-0.961,0.641,1.084
238,1.053,-0.781,0.429,0.003,0.573
239,0.994,-0.126,0.604,0.422,0.702
240,1.658,-0.303,-1.354,0.496,0.126
241,0.829,-1.589,0.258,0.547,1.141
242,0.852,-0.057,1.621,-0.151,0.295
243,-1.018,0.918,1.119,0.938,0.855
244,0.044,0.177,-0.353,-0.834,0.491
245,0.557,0.311,-1.42,0.614,0.222
246,-0.213,-1.103,0.139,-0.242,-1.041
247,-0.019,1.98,0.092,1.311,-0.947
248,0.369,0.079,0.889,-0.272,1.179
249,1.295,0.494,0.184,-0.147,0.679
250,0.911,0.637,0.61,-1.421,0.263
251,-2.327,-0.124,0.214,0.226,-0.763
252,0.676,0.215,-2.401,-1.033,1.013
253,0.822,-0.294,0.377,-0.407,-1.711
254,0.392,0.4,1.268,-0.398,0.52
255,0.766,-0.364,-0.52,-1.132,-1.254
256,-1.902,1.647,0.951,-1.603,0.888
257,-0.242,-1.319,1.421,1.029,0.093
258,1.319,-0.086,0.202,-2.318,0.033
259,-2.019,-1.449,0.5,-0.959,-0.344
260,1.131,0.139,-2.415,-2.617,0.926
261,-0.054,-0.818,-0.233,-0.888,-0.974
262,-0.252,-1.098,1.516,1.167,-0.479
263,0.689,-1.322,-1.144,2.196,-0.488
264,-1.894,-0.375,0.173,0.727,0.591
265,0.716,-1.529,-0.283,0.05,2.169
266,0.617,1.598,-0.53,0.125,-0.649
267,0.262,-0.411,0.224,-0.204,0.337
268,-0.669,-1.958,0.745,-0.171,-0.617
269,0.072,-1.94,-0.009,1.172,0.312
270,0.229,0.683,-0.512,0.096,1.026
271,0.439,-1.639,-1.297,1.488,1.01
272,1.858,0.225,0.113,-0.863,-0.702
273,0.675,-1.093,0.578,-1.323,-0.357
274,0.554,-0.239,-0.221,0.199,0.292
275,0.337,0.132,2.612,2.154,0.85
276,2.281,-1.868,1.101,1.222,1.511
277,-2.036,-0.649,0.739,1.152,0.411
278,-0.928,-0.574,1.361,-0.875,-1.848
