data,at1,at2,at3,at4,at5
0,-0.349,0.026,-1.319,0.027,-0.295
1,-2.341,0.709,-0.947,0.66,0.404
2,0.833,-0.651,0.148,1.07,0.827
3,0.366,-1.581,0.292,-0.909,0.572
4,0.021,-0.943,0.814,-1.112,0.469
5,0.353,-0.656,-0.704,0.93,0.369
6,0.201,1.995,-1.104,-0.096,2.333
7,1.211,-1.186,1.333,-1.222,0.958
8,0.639,-0.628,-0.952,-0.732,-0.148
9,1.708,-0.561,-0.834,-0.541,1.166
10,0.552,-0.918,0.181,-2.467,-0.076
11,0.199,0.98,1.145,-3.481,2.812
12,-0.05,-1.562,-1.22,-1.304,-0.235
13,0.937,1.707,-0.65,-0.703,0.791
14,-0.272,1.606,0.241,-0.307,-0.368
15,-0.454,-0.173,0.117,-0.145,-0.863
16,-0.943,0.059,-1.272,-1.563,-1.003
17,-1.131,0.873,0.531,1.264,0.183
18,-1.084,-0.099,0.027,-0.445,-0.186
19,-1.231,1.824,-0.837,-0.925,-0.641
20,0.856,-1.027,-0.915,-1.407,0.522
21,-1.483,-2.78,0.59,1.664,-0.22
22,1.494,-0.851,-2.578,1.001,-1.647
23,1.116,0.164,-0.599,0.19,1.751
24,0.889,-0.188,0.19,-0.645,0.312
25,-0.917,0.47,0.347,2.399,0.622
26,2.576,0.199,0.404,0.594,-0.214
27,0.548,0.965,-0.956,1.199,-1.864
28,-1.008,0.971,0.564,-1.801,0.244
29,-1.607,-0.078,2.045,-0.726,0.022
30,-0.365,1.124,0.236,0.309,0.962
31,0.003,-1.228,0.448,1.706,0.729
32,-0.091,-1.181,-0.299,-0.643,0.874
33,0.242,0.224,-0.64,0.397,1.224
34,1.187,0.068,0.88,0.07,-0.095
35,-1.587,0.633,-0.341,-0.459,1.48
36,0.736,-0.32,-0.674,-0.084,-1.199
37,0.101,1.09,-0.592,0.821,-0.458
38,1.207,-2.754,0.073,-0.2,0.405
39,-1.296,-0.869,0.669,-0.154,0.279
40,-1.326,-1.51,1.517,-1.989,-0.388
41,-0.592,-0.043,-0.114,0.773,-0.249
42,-1.716,-2.501,1.634,-0.968,0.933
43,0.8,-1.135,-0.124,1.191,-0.786
44,-0.653,2.364,0.493,-1.183,1.063
45,-0.502,1.15,-1.111,-0.351,-0.12
46,1.099,-0.025,-0.997,0.327,-1.052
47,1.091,1.089,0.796,0.469,0.306
48,-0.222,-1.087,-0.547,-1.031,-0.036
49,-0.868,-1.072,-0.803,0.674,-1.257
50,2.191,1.792,-0.118,1.284,0.078
51,-0.755,-0.537,0.688,-0.807,0.217
52,-0.121,-0.904,-0.348,1.52,-0.82
53,0.62,-0.863,1.053,-0.361,-0.576
54,0.185,-0.34,-1.427,-0.728,0.521
55,0.113,1.628,1.933,-0.382,0.404
56,0.346,-1.118,0.098,-1.821,0.572
57,1.355,-0.779,-0.309,0.092,0.493
58,1.626,1.334,0.952,1.341,-0.484
59,-0.039,0.606,0.844,-0.508,-0.345
60,1.494,1.224,-0.127,0.265,0.183
61,-0.841,0.447,0.278,0.876,-1.641
62,-0.084,-2.335,0.142,1.19,-0.372
63,2.112,0.125,1.208,-0.515,0.041
64,0.157,0.22,0.883,1.176,-0.411
65,-0.08,-1.576,-0.618,0.292,-2.326
66,1.065,-0.999,0.721,-1.186,-0.679
67,0.852,-2.22,1.563,-0.038,-0.758
68,-1.739,0.738,0.44,-0.691,-0.834
69,0.567,1.433,-0.7,0.863,-0.931
70,0.915,-0.216,0.088,0.034,-0.909
71,-1.407,0.448,0.199,-0.542,2.583
72,-0.011,1.493,-0.069,-0.442,-0.782
73,1.602,-0.203,-1.674,-0.294,-2.769
74,0.196,-0.077,-2.156,-1.523,1.365
75,-0.33,-1.285,-0.196,-1.183,-0.212
76,-0.759,-0.884,0.839,-0.265,1.065
77,0.168,0.326,-0.07,1.204,-0.654
78,-1.012,-0.388,0.606,-1.38,0.486
79,0.965,0.621,0.061,-0.447,1.014
80,0.026,0.876,-0.614,1.01,-0.219
81,1.081,-1.044,-0.271,0.339,1.103
82,0.223,0.75,-1.619,-0.121,0.258
83,0.936,-1.993,-0.662,-0.576,-0.527
84,-0.303,-0.295,-1.237,-0.219,0.828
85,0.09,0.781,0.233,-0.888,-0.919
86,1.807,0.139,0.924,-1.281,0.832
87,-0.01,-1.157,-0.85,-0.667,-0.044
88,-1.2,1.034,0.916,0.759,0.811
89,0.597,0.642,-2.634,0.397,1.829
90,0.105,-0.358,1.434,-0.319,-0.411
91,0.208,-0.337,1.502,-1.1,-0.832
92,-1.759,1.582,-1.009,-0.488,1.655
93,-0.733,0.331,-0.982,-0.229,-0.861
94,0.426,0.678,-1.833,-0.231,-1.49
95,-0.957,-1.084,0.332,0.248,-2.29
96,-0.174,0.435,0.112,-0.739,0.101
97,-2.222,-0.402,0.438,-1.821,-0.896
98,-0.276,-0.289,0.002,2.03,0.659
99,-0.992,0.25,-0.041,0.151,1.924
100,1.111,0.811,0.27,1.103,0.703
101,0.126,-1.094,0.249,0.762,-0.079
102,-0.658,-0.794,1.623,1.734,1.966
103,-0.212,-0.885,0.833,-0.596,-0.266
104,-1.809,1.333,2.33,1.532,-0.21
105,0.787,-0.301,-0.873,0.193,-0.287
106,0.027,-0.358,-1.217,0.94,-0.039
107,-0.559,0.25,-0.172,-0.32,-0.447
108,1.145,-0.847,-1.3,0.524,1.645
109,-1.99,-1.591,-0.107,-0.96,-0.721
110,-0.4,1.719,0.94,-1.792,0.468
111,-0.78,-0.455,0.044,-1.085,0.137
112,-0.465,-0.05,0.155,-0.658,0.037
113,-0.876,0.124,-0.763,0.249,-0.647
114,-0.266,-0.304,0.557,-2.271,0.701
115,-0.964,-0.605,-1.992,-0.412,-0.957
116,-0.543,-0.706,-0.245,-2.162,-1.856
117,-0.527,-0.499,-0.794,0.805,-0.945
118,-0.594,-1.502,-0.89,0.053,-0.526
119,2.911,-0.236,0.729,-0.621,0.397
120,0.828,-0.021,0.491,-0.437,0.901
121,-0.027,-0.552,-1.58,0.999,1.059
122,-1.23,-0.039,-0.623,0.696,-0.719
123,0.452,-0.619,0.212,0.533,0.893
124,0.723,-2.151,-0.666,-0.234,-0.142
125,0.275,0.228,0.051,-0.93,-0.62
126,-1.725,1.21,0.084,-0.382,-0.504
127,-0.531,0.193,-0.638,-0.057,-0.123
128,0.435,-0.516,0.953,-1.156,-1.806
129,0.593,-0.398,-0.749,-0.948,-0.379
130,-0.367,1.491,0.255,-0.272,-2.09
131,-0.241,0.834,0.181,-0.567,-0.448
132,-0.328,-0.203,1.936,1.266,-3.047
133,-0.572,-0.233,1.683,1.32,0.248
134,0.152,1.775,-0.579,1.379,0.825
135,-1.359,1.217,0.324,-0.946,0.186
136,1.023,0.006,-1.753,-0.821,0.714
137,0.413,-0.439,-0.561,1.403,-0.065
138,-0.596,-0.046,2.014,0.204,1.331
139,-1.5,-2.116,0.231,1.444,-1.097
140,-2.03,-0.76,0.056,1.165,1.199
141,0.27,0.015,0.994,-0.925,-0.061
142,0.079,-0.268,-0.99,-1.313,0.559
143,-0.103,0.564,0.66,-1.994,-0.38
144,0.398,-0.021,1.942,-0.815,-0.071
145,0.607,-1.713,-1.069,1.875,0.158
146,-0.504,-0.362,-0.921,0.4,-1.211
147,0.154,0.046,-1.708,-1.088,-0.629
148,0.344,0.338,-0.709,-0.668,-0.143
149,0.362,0.541,-0.961,-0.627,-1.674
150,1.691,-1.096,-1.615,2.296,1.147
151,-0.392,-0.157,0.382,-1.195,-0.263
152,-0.516,-0.259,-0.881,0.493,-0.554
153,-0.093,-0.55,-1.195,-1.061,0.57
154,0.45,1.154,0.885,-0.333,-0.796
155,1.026,1.48,0.427,0.759,-0.761
156,1.587,-0.151,0.765,1.238,-0.917
157,-1.321,-0.58,-0.239,0.062,-1.954
158,0.181,-1.49,-1.034,-1.704,-0.502
159,-0.435,-0.102,-1.244,0.265,-1.1
160,-0.533,0.896,-0.096,0.62,-0.076
161,0.367,0.056,-0.324,0.696,0.743
162,1.2,-0.641,1.299,0.701,-0.437
163,0.206,0.051,0.338,0.263,0.273
164,1.376,-2.032,1.131,0.919,0.581
165,-1.347,1.659,0.904,0.462,0.416
166,1.058,1.076,-0.335,2.14,-0.19
167,0.516,0.138,0.419,0.196,0.058
168,1.247,-1.015,-2.478,-0.44,-0.602
169,-1.011,-0.124,-0.638,0.096,1.449
170,0.795,-0.109,1.279,0.342,0.638
171,-0.813,0.53,1.865,-0.546,0.39
172,-0.275,0.315,-0.859,0.235,-1.7
173,-0.102,0.776,-0.503,0.6,1.102
174,-0.568,0.589,-0.911,0.981,-0.313
175,-0.073,-0.83,-0.882,1.794,-0.446
176,-0.725,0.958,0.826,-1.253,-0.757
177,-1.312,-0.927,1.537,-0.043,2.454
178,0.937,0.013,-0.67,0.067,-1.392
179,0.522,0.656,-1.377,-0.841,-0.312
180,0.718,0.877,0.777,0.604,0.086
181,-3.77,0.625,-2.073,1.52,-1.707
182,0.16,-0.034,1.2,0.445,0.15
183,-1.574,1.801,-0.543,1.105,-0.231
184,1.243,-0.265,-0.28,-0.102,-0.081
185,-0.041,0.852,-1.489,-0.625,-1.962
186,-0.608,-0.279,0.546,0.407,1.224
187,-0.341,0.99,-0.35,0.62,-0.52
188,1.04,0.15,-0.323,0.79,0.965
189,-0.831,0.368,-0.56,-1.015,0.02
190,-1.381,2.372,0.25,-0.921,1.107
191,0.848,-1.316,-0.204,0.008,2.046
192,-1.073,-0.851,1.398,0.555,1.438
193,0.336,0.414,-2.208,0.191,0.66
194,-0.726,-0.27,-0.412,-1.745,-0.356
195,0.547,0.809,0.306,1.274,-0.16
196,-0.144,-0.221,1.357,-0.185,-2.478
197,-0.089,0.117,-1.424,0.244,1.969
198,0.383,-0.612,0.914,-0.86,-1.685
199,1.401,0.802,-1.927,0.725,-1.013
200,-0.817,2.131,-0.798,1.006,-1.275
201,-1.126,0.941,-0.366,-1.739,1.573
202,0.713,0.074,0.199,-0.806,3.245
203,1.144,0.248,-0.769,0.752,0.039
204,0.453,-0.138,-1.173,-0.773,0.35
205,-0.494,0.561,1.754,0.591,1.173
206,0.544,-0.939,-0.955,-0.656,-0.198
207,-0.034,0.575,-0.986,0.253,-0.128
208,0.336,0.307,0.789,0.623,0.299
209,-0.594,-0.983,-2.497,-1.379,-1.464
