data,at1,at2,at3,at4,at5
0,0.856,1.104,-0.782,2.244,-0.655
1,-0.048,-1.625,1.299,0.185,-0.831
2,-0.284,-0.019,-0.817,1.145,-0.005
3,-0.278,0.75,-0.631,0.004,1.261
4,-0.56,0.223,-1.331,-0.731,0.726
5,-2.331,0.839,-0.491,-1.102,-0.954
6,0.06,0.465,1.227,0.554,-0.878
7,0.432,-1.017,0.03,-0.185,1.305
8,-0.254,0.822,-0.228,2.132,-0.062
9,0.264,-1.229,0.146,1.933,0.216
10,0.746,2.149,0.245,0.41,-0.49
11,2.637,0.894,0.845,0.903,-0.24
12,-1.624,-0.703,1.127,0.679,-1.266
13,-0.581,-0.434,1.232,-0.071,-0.715
14,-0.657,-0.274,-0.147,-0.86,-0.778
15,-0.003,-1.542,-0.382,0.387,0.227
16,0.491,0.509,1.44,-0.621,1.06
17,-0.683,-1.306,1.32,0.056,-1.567
18,0.653,0.455,-0.091,-0.567,1.095
19,-0.089,0.698,-0.727,0.744,0.956
20,-0.377,-0.264,0.157,-0.755,-0.561
21,-1.37,-1.296,-1.398,1.488,-0.921
22,-0.68,0.3,0.616,2.457,0.456
23,-0.726,-1.656,-0.314,-2.149,-0.187
24,2.274,1.413,0.817,0.874,-0.466
25,0.957,0.718,-0.751,2.047,2.336
26,-0.271,-0.787,0.337,-0.366,-1.105
27,1.693,-0.951,0.808,0.689,-0.358
28,-0.026,0.802,-2.386,-0.583,-0.86
29,-1.147,0.262,-0.639,0.251,-1.026
30,-1.18,1.161,1.258,-1.259,0.558
31,1.604,0.588,-2.558,1.513,-1.042
32,0.338,0.268,0.109,1.044,0.865
33,-0.206,0.529,0.291,-1.792,0.333
34,0.226,-0.09,-1.578,-0.881,-1.309
35,-0.644,0.502,0.77,0.751,1.582
36,-0.759,1.374,0.12,-1.654,-0.989
37,-0.226,1.688,0.413,2.931,-0.31
38,0.152,-0.468,0.634,1.9,0.949
39,0.289,0.661,0.511,1.226,0.806
40,0.46,-0.289,0.357,0.554,-0.151
41,0.677,0.446,-0.504,-0.476,0.467
42,0.058,-0.167,-0.244,-0.379,0.748
43,1.465,-0.691,-1.033,-1.547,-0.154
44,1.543,2.123,-0.429,1.283,-0.021
45,0.533,0.029,1.222,0.285,-1.496
46,-1.87,0.799,1.436,1.168,0.707
47,-0.235,-1.693,1.33,0.588,0.4
48,1.917,-1.141,1.129,1.212,-0.306
49,1.197,0.589,0.766,0.696,1.63
50,-1.844,-0.196,1.003,0.027,0.964
51,1.198,-0.316,-0.225,1.875,1.21
52,0.657,0.13,0.867,-1.825,0.524
53,0.556,0.653,0.811,-0.393,-1.561
54,-1.955,0.45,1.481,-0.096,-0.548
55,-0.967,0.858,-1.367,-0.477,0.819
56,-0.749,-2.573,0.166,-1.563,-1.027
57,0.62,0.013,-0.404,-1.379,-2.783
58,-1.453,1.025,-1.301,0.242,-0.767
59,1.624,0.44,-0.211,-1.3,-0.152
60,1.24,0.977,0.543,-1.754,1.434
61,-0.363,0.891,-0.632,-0.469,-0.248
62,0.086,-0.12,-0.517,1.111,1.979
63,-0.178,0.496,1.23,1.536,-1.447
64,1.321,-0.421,0.304,-0.0,2.769
65,-0.269,-0.598,0.849,0.866,-0.551
66,0.717,-0.03,-0.172,-0.487,0.611
67,-0.102,1.397,0.306,0.434,0.567
68,0.312,-0.344,0.38,1.083,-0.592
69,1.961,-1.189,0.907,1.202,1.312
70,0.833,0.304,-0.999,-0.4,-1.041
71,0.874,-0.11,0.445,-0.077,1.386
72,0.96,-0.008,0.249,0.929,0.296
73,-1.47,1.248,-0.055,-0.507,0.24
74,-1.033,-0.356,-1.099,-0.136,0.149
75,-0.029,0.603,0.36,0.112,1.29
76,-1.064,0.359,-0.59,-1.271,-1.228
77,-0.215,-0.14,1.058,-0.643,0.015
78,-0.372,-0.563,-0.404,-0.733,0.557
79,-0.032,-1.324,-0.235,-1.072,1.0
80,-0.513,-1.907,-0.184,-0.394,-0.735
81,-0.121,0.516,-1.692,1.213,-0.641
82,-0.263,0.663,0.656,-0.739,0.433
83,1.255,-0.982,2.005,-0.984,0.125
84,1.757,-1.102,-1.334,1.778,-0.157
85,0.847,0.345,-0.946,0.904,-0.883
86,0.051,-0.276,-0.84,1.705,-1.222
87,-0.364,-1.276,-0.831,-0.107,-0.44
88,-0.848,-0.586,0.364,-0.022,-0.942
89,0.1,1.546,-0.582,-0.126,0.211
90,0.625,-1.755,-2.248,-1.621,-3.017
91,-0.603,0.72,1.264,-0.563,0.356
92,0.171,1.165,-1.093,0.801,2.508
93,0.546,2.811,0.434,0.512,0.377
94,0.56,-0.618,-0.769,0.132,-0.178
95,1.272,3.092,0.831,1.646,0.395
96,0.238,1.22,0.886,0.878,0.757
97,0.696,0.659,-0.851,1.001,-0.461
98,0.165,-1.326,-0.61,0.27,-0.206
99,-0.511,-0.204,-1.013,2.272,-0.673
100,-0.083,-0.588,2.197,1.17,-0.244
101,-0.757,2.496,-0.887,1.676,-1.815
102,0.505,-0.104,-0.237,0.431,0.421
103,-0.313,-1.196,0.387,-1.332,-0.408
104,-0.31,-0.24,-1.539,-0.654,-0.096
105,-0.164,1.084,-0.425,-1.664,-1.008
106,-1.843,0.312,-1.474,-1.159,0.997
107,-1.281,0.542,-0.592,-1.013,1.198
108,0.668,0.072,0.777,-0.589,-0.162
109,0.896,0.612,0.324,-0.67,-1.318
110,-0.58,2.041,-2.038,-0.179,-1.589
111,0.223,1.412,0.697,0.228,2.017
112,0.695,-1.275,0.454,-0.587,0.999
113,1.047,-0.091,0.184,0.076,0.545
114,-1.769,-1.238,0.048,2.003,-1.098
115,-0.363,0.186,0.471,-0.401,-0.793
116,0.954,-0.221,-0.585,1.036,-0.894
117,-0.963,-2.66,1.068,-0.327,0.507
118,0.65,0.011,1.234,-0.635,-0.311
119,2.212,-0.655,0.445,-0.286,-1.365
120,-1.052,1.676,-0.271,1.721,0.639
121,-1.033,-1.089,-0.581,0.665,0.377
122,0.262,0.987,0.292,-0.75,0.511
123,0.559,-0.468,1.066,0.423,1.008
