data,at1,at2,at3,at4,at5
0,-0.018,0.158,0.776,-0.982,0.033
1,0.325,-0.448,-1.349,0.066,-1.758
2,0.58,0.27,-0.61,1.142,0.195
3,0.391,0.048,2.434,-0.069,-1.535
4,0.743,0.714,-1.996,-0.342,0.994
5,0.108,3.078,0.232,-0.383,-1.241
6,0.612,-0.234,0.767,-0.616,0.232
7,1.291,1.433,-0.719,-0.418,0.323
8,-0.888,-0.935,-0.314,-1.05,0.62
9,-0.012,0.726,-1.333,-1.552,-0.235
10,-0.325,2.081,0.72,-0.842,-0.728
11,-0.394,0.029,0.503,0.509,-1.466
12,-0.692,-0.294,-1.301,-2.696,0.59
13,-0.24,-1.117,0.005,0.083,0.276
14,0.163,-0.206,-1.281,0.411,1.105
15,-0.37,-1.388,-0.041,-0.582,-0.379
16,0.479,1.37,-0.412,0.236,0.08
17,1.084,-0.729,1.921,-1.157,-2.934
18,0.208,0.52,-0.272,0.908,0.886
19,-0.549,-0.967,0.309,1.067,1.077
20,-0.185,-1.724,1.158,-0.747,1.285
21,-0.658,-0.682,0.361,0.536,0.626
22,-0.76,-0.573,0.025,-0.662,-0.895
23,-0.254,0.813,-0.952,-1.736,-1.083
24,-0.068,-0.981,2.135,1.823,-0.555
25,-0.542,0.376,-0.749,0.847,0.965
26,-1.199,-0.616,1.683,-0.499,-0.452
27,-0.273,-0.93,1.233,-1.285,-3.158
28,-0.774,0.874,0.702,-0.661,1.275
29,0.53,-0.822,1.824,1.485,-0.386
30,-2.031,0.23,1.283,-0.542,-0.721
31,1.334,0.335,-0.086,0.12,-1.814
32,-0.634,1.871,0.335,-0.638,-0.338
33,-1.227,1.534,-0.125,0.439,-0.916
34,-0.317,-0.094,1.402,0.121,-0.47
35,2.624,-0.703,-1.459,-1.43,-0.153
36,-1.798,-0.821,-0.592,1.454,-0.365
37,-0.079,0.659,-0.597,1.188,1.479
38,-0.708,-1.52,0.227,-0.374,-0.266
39,-0.35,1.668,-1.213,-0.564,0.347
40,-0.502,-1.167,-0.156,-0.748,-0.75
41,-0.314,1.724,1.577,0.844,-1.373
42,0.354,0.181,0.065,1.31,-0.292
43,-0.761,-0.337,-0.055,-2.32,-0.193
44,1.554,2.193,-0.061,0.928,1.607
45,0.146,0.968,-0.365,-0.997,-0.221
46,-0.388,-0.895,0.613,0.653,-0.39
47,0.726,-1.358,1.23,1.601,-0.598
48,-0.472,-0.315,0.525,-0.623,0.472
49,1.68,-2.261,0.162,-1.02,0.726
50,0.091,-0.532,0.552,2.279,-0.055
51,-0.262,-1.4,-0.634,-0.821,-1.889
52,1.093,0.206,0.062,2.059,-0.462
53,0.18,-1.041,0.131,-1.565,0.234
54,-0.085,-1.493,0.498,-1.004,0.904
55,-0.996,-0.361,1.123,-1.105,-1.451
56,1.52,0.135,1.126,0.607,0.222
57,1.002,-0.489,-0.603,1.286,-0.061
58,-0.659,-0.608,0.562,2.052,-1.824
59,1.294,-1.028,-0.123,-0.543,1.379
60,0.743,1.984,-1.085,-0.968,1.057
61,-0.457,-0.827,-0.474,-0.526,-1.78
62,-0.718,0.783,0.814,-0.693,-0.977
63,0.387,-0.761,0.503,-0.124,-0.104
64,1.009,1.042,-0.331,1.346,0.868
65,0.07,0.053,0.98,-0.89,2.287
66,-0.084,0.774,0.246,-0.988,-0.452
67,0.355,-0.088,0.691,-1.375,0.32
68,-1.045,1.122,0.721,-1.513,0.445
69,-1.11,-1.353,0.019,-1.011,-0.629
70,-0.599,-0.537,0.522,1.528,-0.337
71,-1.723,-0.653,1.046,0.781,-0.377
72,0.076,0.522,1.442,-0.65,-0.57
73,-1.944,0.414,1.214,-0.079,0.979
74,0.761,0.398,-0.04,-0.415,-0.6
75,-0.165,1.73,0.497,-0.388,0.47
76,0.44,1.076,0.189,0.693,1.797
77,2.176,0.644,-0.992,-0.354,0.283
78,0.97,0.726,-0.605,0.745,0.719
79,-1.464,-0.99,0.913,-0.15,0.688
80,-1.506,-0.35,-0.12,-0.048,-1.679
81,-1.529,-0.9,0.666,1.949,1.476
82,-0.95,-0.287,-1.546,0.801,1.86
83,-0.681,-0.439,2.054,-0.546,-0.756
84,-0.79,-0.285,-0.183,-1.34,0.408
85,1.486,-1.473,0.271,-0.78,0.962
86,1.4,-0.928,-0.025,2.112,1.693
87,1.014,0.057,-0.151,1.741,-0.55
88,0.099,2.29,0.616,0.699,-1.159
89,-1.701,0.663,0.989,-0.945,0.154
90,-0.772,-0.622,0.111,-0.176,-1.628
91,1.819,0.269,0.274,0.666,-1.54
92,0.626,1.137,0.586,0.225,0.127
93,2.173,-0.22,2.092,-0.732,1.831
94,-1.174,-0.187,0.636,-0.76,1.472
95,2.382,1.469,0.217,0.476,-0.246
96,-0.593,-0.665,1.194,-0.554,-1.077
97,-0.116,0.358,-0.652,1.723,-0.797
98,-0.836,-1.055,-1.527,-0.767,-1.131
99,-1.006,1.85,0.095,-0.745,-1.9
100,-0.395,-0.274,0.846,0.009,1.08
101,0.948,0.854,-0.804,0.083,-0.789
