data,at1,at2,at3,at4,at5
0,1.454,0.674,-0.014,-1.906,0.939
1,-1.412,-0.491,0.042,-0.946,-1.008
2,-0.112,0.233,-0.058,-0.41,0.074
3,1.6,0.462,-0.153,0.59,0.591
4,1.771,0.726,-0.079,0.7,0.44
5,1.758,-0.165,0.685,-0.021,1.997
6,0.276,-0.568,-1.054,1.251,-0.324
7,0.038,-0.115,-1.653,0.213,-0.122
8,-0.134,-0.685,1.535,-2.265,1.15
9,0.863,-0.795,-0.221,0.148,1.807
10,-2.724,0.367,-0.376,1.184,0.367
11,-0.858,-0.812,-0.078,2.038,-1.179
12,-2.347,-0.926,1.048,1.968,-2.185
13,-0.82,0.637,-1.473,-1.321,0.256
14,-0.021,-2.255,-0.24,-0.239,1.83
15,0.084,-0.398,-2.425,-0.847,-0.066
16,0.382,-0.679,1.187,-1.368,-1.827
17,-1.404,-0.573,0.459,-1.165,-0.126
18,2.019,1.318,1.37,-1.631,-0.112
19,-0.403,1.198,-1.267,-0.719,-1.172
20,0.159,0.653,-0.07,0.164,0.627
21,1.111,0.621,-0.573,1.07,1.019
22,-0.618,0.136,0.42,1.427,-1.294
23,-0.318,0.849,-0.074,0.417,-0.437
24,0.365,0.699,-0.836,-0.389,0.539
25,-0.566,-1.022,-0.207,0.703,-0.387
26,0.344,-1.637,-0.417,-0.379,0.094
27,0.776,-0.594,-0.251,0.247,-1.391
28,0.394,-0.303,1.494,-0.466,1.828
29,-1.344,0.537,0.479,-0.449,0.38
30,-1.242,-1.218,-0.62,2.119,1.715
31,-0.013,1.697,-1.972,-0.708,0.391
32,1.689,0.392,-0.877,0.618,0.278
33,-0.797,-0.703,0.69,1.136,0.173
34,-1.291,0.702,0.927,1.032,-0.649
35,1.157,1.123,1.179,0.116,0.218
36,-0.663,0.236,-0.654,-0.397,-0.119
37,-1.347,-0.774,0.065,-0.872,0.961
38,-0.113,-1.884,0.762,-2.219,0.586
39,-0.416,-1.065,-1.198,0.444,-2.023
40,-2.505,-0.095,0.138,-0.789,-0.75
41,0.93,-1.31,-1.125,-0.707,-1.668
42,0.654,0.321,-1.045,0.863,-2.554
43,0.295,-0.267,-0.456,-0.971,0.064
44,1.848,0.717,-0.495,1.295,0.096
45,0.214,-0.196,0.785,0.539,1.054
46,0.354,-0.786,-0.052,1.107,1.322
47,-1.142,-0.31,0.579,-1.822,0.967
48,0.235,0.404,0.67,-0.472,0.086
49,-0.833,0.623,-0.109,0.299,-0.194
50,-0.871,-0.502,1.237,2.661,-0.053
51,-0.5,-0.898,0.056,0.074,0.153
52,-0.705,1.724,-1.477,0.055,-0.199
53,1.498,-0.077,-1.536,0.418,-0.689
54,1.67,-0.395,0.269,-0.727,0.437
55,-0.964,0.101,0.268,0.487,0.032
56,0.116,-1.656,-0.064,0.254,1.384
57,-0.112,-1.131,1.452,-0.648,-0.321
58,0.252,-1.511,-0.666,0.484,0.209
59,0.056,-1.678,-0.274,0.713,1.403
60,1.391,1.355,1.566,0.992,-0.339
61,0.203,0.171,-0.197,0.1,0.661
62,1.272,-1.192,0.429,1.794,-0.376
63,1.274,0.778,-1.597,1.514,-1.18
64,-1.847,-0.493,-0.123,0.397,1.288
65,0.243,-1.146,0.002,0.224,-0.538
66,-0.474,0.464,1.676,-1.259,0.422
67,-0.705,0.755,-0.347,-0.142,0.208
68,-0.602,0.928,1.055,-0.061,0.284
69,-0.088,0.93,1.013,1.343,-0.827
70,0.553,0.629,1.117,0.259,0.578
71,0.931,0.806,-1.52,-0.592,-1.919
72,1.52,0.982,-0.273,-0.679,0.369
73,0.21,-1.283,-1.849,1.276,-0.021
74,1.094,1.78,0.052,-1.737,-0.286
75,-0.54,0.689,-0.526,-0.066,0.778
76,-0.404,-0.407,-0.806,0.815,-0.663
77,-1.095,0.207,0.447,-0.008,-1.105
78,-0.307,-1.286,0.061,-0.15,0.139
79,0.78,0.394,1.894,2.034,-0.655
80,0.966,1.715,1.782,-1.76,0.276
81,-0.069,0.951,1.32,0.001,0.854
82,-0.296,0.353,-0.831,0.655,0.695
83,0.026,-0.952,1.327,0.396,-1.368
84,0.288,-0.649,-0.469,-2.466,-1.861
85,-0.312,2.032,1.435,0.057,1.035
86,0.956,-0.693,0.016,-0.246,-0.629
87,-1.496,-0.733,1.514,-1.684,0.339
88,0.445,0.365,-0.925,-1.185,-0.349
89,-1.03,-1.256,-0.265,-0.281,-1.149
90,0.633,-0.513,-1.82,0.575,-0.755
91,0.071,-1.127,-0.326,0.194,0.262
92,-0.651,1.201,0.558,-2.027,-0.544
93,1.393,-0.69,0.405,-0.543,-0.371
94,0.487,0.159,0.291,-1.173,0.31
95,1.171,-0.724,-1.285,-0.235,0.651
96,-1.486,0.162,0.65,0.716,-0.509
97,0.279,0.11,0.043,-0.545,-1.548
98,0.336,2.565,-0.62,0.698,0.264
99,1.396,-0.342,-0.366,0.208,0.969
