data,node_init,node_term,c,
0,0,1,112.99584
0,0,5,112.31994
0,1,2,20.14279
0,1,6,82.0
0,2,3,43.37841
0,2,7,165.84204
0,3,4,42.31886
0,3,8,42.64048
0,4,9,42.31886
0,5,6,97.54611
0,5,10,20.14279
0,6,7,62.43472
0,6,11,42.31886
0,7,8,62.86766
0,7,12,28.36353
0,8,9,82.0
0,8,13,52.19345
0,9,14,42.31886
0,10,11,42.31886
0,10,15,95.57785
0,11,12,51.4444
0,11,16,42.31886
0,12,13,62.86766
0,12,17,95.57785
0,13,14,19.96334
0,13,18,62.86766
0,14,19,43.37841
0,15,16,96.94147
0,15,20,165.84204
0,16,17,68.87566
0,16,21,25.3505
0,17,18,42.31886
0,17,22,82.0
0,18,19,164.93865
0,18,23,51.4444
0,19,24,19.96334
0,20,21,28.36353
0,21,22,82.5326
0,22,23,112.99584
0,23,24,191.03499
1,0,1,28.68598
1,0,5,3.8731
1,1,2,32.09301
1,1,6,82.0
1,2,3,31.69452
1,2,7,50.10359
1,3,4,17.50779
1,3,8,4.60062
1,4,9,17.50779
1,5,6,17.02962
1,5,10,32.09301
1,6,7,28.29938
1,6,11,17.50779
1,7,8,8.36944
1,7,12,19.84981
1,8,9,82.0
1,8,13,17.27463
1,9,14,17.50779
1,10,11,17.50779
1,10,15,8.64527
1,11,12,8.4983
1,11,16,17.50779
1,12,13,8.36944
1,12,17,8.64527
1,13,14,4.51719
1,13,18,8.36944
1,14,19,31.69452
1,15,16,49.50902
1,15,20,50.10359
1,16,17,9.97419
1,16,21,17.01529
1,17,18,17.50779
1,17,22,82.0
1,18,19,8.50641
1,18,23,8.4983
1,19,24,4.51719
1,20,21,19.84981
1,21,22,32.11657
1,22,23,28.68598
1,23,24,28.32075
2,0,1,59.61891
2,0,5,26.67072
2,1,2,44.54912
2,1,6,82.0
2,2,3,70.92904
2,2,7,72.36753
2,3,4,22.80926
2,3,8,10.9483
2,4,9,22.80926
2,5,6,62.31705
2,5,10,44.54912
2,6,7,86.83805
2,6,11,22.80926
2,7,8,50.97203
2,7,12,17.28913
2,8,9,82.0
2,8,13,38.54866
2,9,14,22.80926
2,10,11,22.80926
2,10,15,19.27394
2,11,12,31.20756
