data,at1,at2,at3,at4,at5
0,0.235,0.22,1.386,-1.398,0.337
1,-0.485,0.926,0.269,-0.678,-0.925
2,1.86,-1.084,2.114,0.739,-0.556
3,-0.925,-0.433,-0.483,0.275,-1.133
4,0.851,-0.733,-1.081,-0.621,0.929
5,0.399,0.28,-0.086,0.582,0.252
6,0.18,-0.334,-1.043,-1.606,-0.306
7,0.249,0.519,1.567,-0.643,0.491
8,0.38,-1.023,0.295,-0.51,-0.623
9,1.892,-0.009,-0.408,1.649,-2.301
10,-0.066,0.905,-0.703,0.234,-0.344
11,-0.072,1.131,-0.233,0.993,-0.668
12,-1.094,-0.681,-0.283,0.464,2.219
13,0.652,-0.027,-1.242,-0.048,1.084
14,-0.576,1.403,0.912,-1.283,1.095
15,-0.857,-0.981,3.072,0.033,1.01
16,0.251,-1.036,-0.225,1.367,1.619
17,0.289,0.105,-1.437,-1.251,-0.196
18,0.643,-2.378,-0.383,-0.703,0.315
19,1.307,-2.421,0.344,-1.185,0.338
20,0.068,1.003,-0.035,-0.749,-0.628
21,-0.601,0.715,0.558,-1.106,2.745
22,0.937,0.291,-0.601,1.311,0.758
23,0.277,1.376,0.3,0.881,-0.256
24,1.144,1.303,-0.879,1.182,-0.935
25,-1.656,-0.156,1.394,0.558,0.249
26,0.069,-0.65,-1.364,-0.432,0.649
27,0.467,0.479,1.099,0.785,1.121
28,-1.798,1.504,-0.885,-0.22,0.809
29,0.387,-0.851,-0.248,0.839,0.718
30,0.58,-1.8,-0.378,-0.338,0.752
31,-1.537,0.583,-1.449,0.122,-1.011
32,-0.891,2.104,-0.65,-1.196,1.789
33,-0.424,0.03,-0.327,-0.403,0.971
34,2.276,-0.516,-0.294,-1.315,-0.381
35,-0.702,-0.137,0.677,-0.665,1.367
36,0.645,-0.508,0.47,-0.489,-0.319
37,-1.329,2.066,-1.769,0.386,1.234
38,0.581,-0.055,1.932,1.608,0.325
39,0.185,-0.047,0.992,-0.413,0.469
40,-0.897,1.114,-0.191,0.695,-0.809
41,-0.383,1.452,-0.385,1.011,0.792
42,-0.849,0.017,-0.182,0.364,-0.396
43,-1.588,-0.023,0.975,-0.95,-0.01
44,1.131,0.647,-1.343,0.672,-0.584
45,-0.078,0.211,-0.273,1.082,-0.988
46,-0.667,-1.791,0.057,1.731,-0.304
47,-0.866,-0.184,0.274,-2.35,0.185
48,0.671,1.972,-0.178,-1.632,0.606
49,-1.24,-0.901,0.123,-0.454,-0.045
50,-1.433,-0.21,0.641,0.48,-0.182
51,0.002,0.481,0.699,2.291,0.499
52,-0.874,1.173,-1.727,0.219,0.32
53,0.411,0.98,-0.141,0.997,-2.033
54,-0.561,1.553,0.526,0.878,-1.74
55,-0.603,0.694,-0.185,0.04,0.408
56,0.802,1.795,-0.195,-0.433,0.169
57,-0.581,-1.011,0.889,0.877,-1.415
58,1.132,0.048,-1.272,0.756,-0.618
59,-1.792,-0.11,-0.109,1.607,0.36
60,0.915,-2.448,0.641,1.625,0.041
61,0.191,-1.083,-0.091,0.488,0.805
62,0.163,0.361,0.477,0.676,-0.471
63,0.717,-0.741,-1.084,-0.087,0.099
64,0.778,-0.49,1.238,1.114,-0.837
65,0.766,2.151,0.574,-0.025,0.821
66,-0.305,-1.36,1.716,-0.881,-0.184
67,-2.146,-0.715,1.459,-0.929,0.047
68,0.283,1.685,-1.305,0.18,-0.607
69,1.937,-0.05,-0.352,-2.681,1.874
70,0.863,-0.097,0.338,0.431,0.792
71,-0.323,-0.897,0.347,-0.849,-0.508
72,-0.941,0.069,0.891,-1.929,-0.903
73,0.79,-0.557,0.977,0.038,0.324
74,0.275,0.7,-0.146,-0.503,0.201
75,-0.21,0.316,1.045,0.382,-0.259
76,1.554,-1.95,0.211,2.033,-0.432
77,-0.517,0.201,0.034,-0.781,-0.653
78,-1.005,-0.834,1.57,0.325,-0.704
79,0.416,0.551,-0.256,-0.818,-1.504
80,0.806,0.474,-1.133,-0.676,-1.416
81,0.445,1.015,-2.548,-1.829,-0.287
82,1.062,-1.807,0.444,0.108,-1.041
83,0.854,0.567,1.527,-0.01,-1.754
84,-1.18,-0.31,-0.36,1.346,0.935
85,-1.569,0.128,0.812,-0.028,0.524
86,0.11,-1.068,-0.123,0.583,-0.418
87,-0.045,-2.745,0.336,-0.088,-0.009
88,2.088,0.411,1.497,-0.178,0.216
89,0.074,0.138,-0.5,-1.707,-1.02
90,0.437,0.292,0.449,0.724,-1.234
91,1.433,2.228,-0.5,0.215,-1.597
92,-0.366,-0.888,1.083,0.544,2.051
93,0.452,-0.809,1.557,0.48,0.803
94,0.815,-0.519,-1.305,-0.959,0.412
95,-1.27,0.66,-0.794,0.446,-0.069
96,0.292,0.02,-0.213,-0.954,-0.272
97,0.49,0.618,0.834,0.84,-0.012
98,-1.51,0.436,0.937,1.061,-0.083
99,0.615,-0.244,0.635,-0.692,1.702
100,0.657,-0.875,0.086,-0.383,1.106
101,0.326,0.081,1.57,-1.034,-0.339
102,-0.585,0.651,0.872,-1.055,1.019
103,-1.945,-0.071,-0.066,1.72,2.382
104,1.203,0.519,-0.075,-0.487,1.259
105,-0.73,0.547,-0.988,-1.498,0.021
106,-0.296,0.469,0.578,-0.341,0.15
107,-0.754,0.557,-0.773,0.381,0.158
108,0.483,-1.208,-0.688,-0.357,1.118
109,-0.351,-1.073,-0.652,1.371,0.085
110,-0.946,3.359,-0.506,0.654,1.041
111,-0.55,-0.516,-0.061,1.366,-0.905
112,-0.478,0.33,-0.509,0.683,-0.263
113,0.43,-0.081,0.903,-0.374,-0.198
114,-2.358,-0.397,0.03,-1.835,-0.265
115,0.565,-0.002,-0.528,0.743,-0.497
116,1.668,-0.071,0.302,0.438,1.256
117,1.366,-0.595,-0.594,0.844,-0.777
118,0.777,-0.035,-1.222,-0.905,-2.481
119,0.33,-0.676,0.745,1.987,-0.896
120,-0.233,-0.954,-0.848,0.951,0.789
121,-0.108,0.216,0.41,-1.466,0.375
122,-0.41,0.98,0.128,1.639,0.926
123,-0.466,0.101,0.187,-1.481,0.134
124,0.618,0.503,-0.848,1.195,0.536
125,-0.838,0.729,-1.254,1.187,-1.753
126,1.129,-0.561,0.233,-0.073,-0.361
127,-0.067,0.536,-0.135,-0.45,-1.933
128,-0.687,0.828,1.181,1.007,-0.468
129,-0.245,-2.675,0.561,-1.728,1.205
130,-2.312,-1.007,0.796,0.578,0.291
131,-0.135,-2.496,-1.334,-0.365,-0.078
132,-1.626,0.597,0.177,0.1,0.36
133,0.412,-0.781,-0.651,-0.888,1.047
134,0.572,-0.14,0.49,0.602,1.268
135,0.068,-0.982,-0.757,0.209,-1.356
136,-1.142,-0.09,1.613,0.83,-0.668
137,1.763,1.262,0.414,-0.103,1.401
138,-0.385,1.118,-1.305,0.743,0.079
139,1.908,-0.133,0.876,-0.566,-0.671
140,1.022,0.465,-0.185,-1.176,-0.503
141,0.478,1.488,2.172,-0.458,1.546
