data,at1,at2,at3,at4,at5
0,0.383,-1.699,-1.795,-0.336,-0.124
1,0.989,0.202,-0.248,0.784,0.222
2,-1.249,1.0,-0.142,1.385,-0.074
3,-0.579,1.196,-1.206,0.486,0.335
4,-0.096,1.87,-1.026,1.002,-0.343
5,1.072,-1.211,-0.084,1.242,0.793
6,-1.019,0.805,-0.822,-0.3,-0.419
7,-0.06,-0.519,-0.439,-0.822,0.954
8,2.451,-0.236,-0.011,0.554,0.068
9,1.312,0.628,0.78,0.946,-2.273
10,1.158,2.074,-0.57,-1.085,1.403
11,-0.954,-1.248,-1.625,0.833,-0.708
12,-1.014,-0.466,0.13,0.785,1.156
13,0.056,1.198,-0.828,-0.994,-0.658
14,-2.625,0.225,1.456,-1.022,-0.765
15,-0.462,0.131,-0.646,-1.402,-2.07
16,-0.31,-0.095,-0.776,0.451,-0.362
17,-0.468,-0.023,-1.864,-1.907,1.422
18,-0.304,2.312,0.699,-0.369,-0.971
19,0.781,0.663,-0.831,0.033,1.095
20,0.614,-0.171,0.03,-0.44,-0.459
21,-0.329,-1.617,0.553,0.793,-0.572
22,-1.33,-1.538,1.019,-0.888,0.433
23,-1.31,-0.774,0.806,0.294,-1.277
24,0.34,-0.125,-1.594,1.042,-0.176
25,-1.13,0.305,-1.367,0.894,1.185
26,-0.218,-0.442,-0.138,0.151,-0.005
27,1.822,-0.052,0.325,-0.669,-0.482
28,-0.233,0.116,-0.202,-0.569,-0.66
29,-0.472,-0.254,-0.841,-1.044,0.721
30,-1.579,-0.627,0.046,0.137,0.811
31,1.849,0.541,-1.382,0.577,0.722
32,0.203,0.546,-0.72,1.143,-0.404
33,-0.968,0.107,-1.092,0.477,-1.969
34,0.329,-0.248,3.026,0.628,-1.409
35,-0.102,-0.919,-1.721,-0.868,0.429
36,-0.134,0.758,-1.883,0.45,-1.153
37,0.389,-1.119,0.986,-0.015,-0.88
38,0.729,1.266,0.651,-1.423,1.695
39,1.878,-0.361,0.419,1.363,0.847
40,-0.57,1.102,-0.387,0.437,0.28
41,-0.044,-0.634,0.369,0.515,0.639
42,1.621,0.844,-0.82,0.031,-0.768
43,-2.654,0.709,1.451,1.354,0.889
44,1.677,0.042,0.067,0.388,1.331
45,-0.736,1.797,-0.299,0.376,-0.883
46,-1.866,0.867,0.713,0.184,-0.777
47,-0.314,-0.19,-1.384,-0.993,-1.835
48,1.422,0.615,-0.523,0.743,1.466
49,-0.778,1.73,-2.184,-1.656,1.324
50,-1.682,-0.044,0.689,0.146,0.038
51,-1.171,0.852,-1.401,0.759,0.869
52,-0.601,1.524,0.342,-0.558,0.982
53,0.04,-0.751,-0.087,-2.186,2.522
54,-1.441,-0.384,-0.778,-0.403,-1.489
55,-0.301,-0.991,-1.157,0.317,0.507
56,-1.665,-1.063,-0.59,-1.111,-0.041
57,-0.365,0.807,0.21,0.191,-0.693
58,-0.932,0.292,1.681,-0.107,-0.832
59,0.138,-0.164,-1.527,-1.529,0.353
60,0.766,-0.39,0.064,0.764,-1.001
61,1.778,0.786,-0.403,-0.227,1.284
62,-1.216,0.964,-0.81,3.058,-0.119
63,-1.144,-1.739,-1.982,0.058,-0.209
64,1.435,-0.144,0.181,1.611,-0.22
65,1.11,-1.154,0.927,0.901,-0.457
66,-0.96,0.826,-0.451,0.957,-1.011
67,0.715,0.656,0.444,-1.687,0.935
68,-1.157,-1.338,-0.133,-0.417,-1.113
69,-0.657,0.088,-0.753,-1.598,0.478
70,-1.644,0.798,1.656,0.637,-1.062
71,0.431,2.315,-0.282,0.88,1.164
72,-0.959,-1.18,0.548,-0.993,0.931
73,1.023,0.139,0.658,-2.163,1.314
74,-0.504,-1.125,0.777,0.691,0.79
75,0.144,1.287,-1.203,0.406,0.074
76,0.43,-1.104,-0.64,-0.59,0.098
77,0.925,-0.213,-1.618,0.474,2.078
78,1.262,1.362,-0.318,1.062,0.855
79,0.226,-1.257,0.391,0.36,-0.706
80,-0.834,-1.452,0.876,0.958,-0.068
81,-0.834,0.513,0.623,0.313,-0.103
82,0.418,0.999,0.789,-0.335,-3.117
83,-0.346,0.675,-0.249,-1.356,0.196
84,-0.641,-1.157,-0.589,0.312,1.488
85,-1.309,-0.969,-1.374,-1.335,-0.416
86,-1.447,0.176,1.039,-0.815,0.5
87,0.66,1.308,-0.289,-2.416,0.968
88,-0.795,-0.257,0.916,-0.29,-0.726
89,0.616,0.471,2.555,-0.265,-0.357
90,1.075,-1.182,0.738,-0.151,1.435
91,0.612,-2.299,0.385,-0.297,0.878
92,0.684,2.048,-0.962,-0.65,-0.585
93,0.767,-1.299,1.774,-1.642,1.478
94,0.08,0.582,1.89,0.612,-0.306
95,-0.261,0.557,-0.291,-1.269,1.23
96,-0.464,0.189,0.788,1.155,1.556
97,1.043,-0.691,1.222,1.627,2.459
98,1.46,0.825,-0.654,-0.111,0.63
99,-0.91,-1.765,-1.456,0.628,-0.257
