data,at1,at2,at3,at4,at5
0,-0.978,0.599,-1.39,0.937,-1.349
1,0.906,0.583,0.77,-0.149,-0.519
2,-0.286,-0.036,-1.897,-0.058,0.373
3,0.435,1.626,0.242,1.303,-0.509
4,-0.109,0.938,-0.077,-0.435,0.667
5,1.721,-1.403,0.997,0.955,-0.781
6,0.494,-0.258,0.826,-1.787,0.556
7,-1.224,-0.816,-0.41,-0.85,-0.054
8,-0.953,-1.922,-1.391,0.351,0.53
9,0.477,0.824,0.123,0.184,0.426
10,-0.139,1.604,1.012,0.205,-1.024
11,1.138,0.402,0.686,-0.511,-0.357
12,-1.456,1.714,-1.073,1.603,-0.159
13,-1.489,0.371,-0.404,0.236,0.793
14,1.714,-1.799,0.383,0.965,-1.664
15,1.298,-1.35,1.06,-0.215,1.275
16,-0.486,3.204,1.04,1.25,-0.119
17,1.487,-0.8,1.537,1.186,-0.383
18,0.778,0.228,0.397,-2.244,0.884
19,-0.116,0.489,-1.362,-0.705,-0.06
20,-1.459,0.185,1.777,1.727,-0.135
21,-0.356,-0.475,-0.721,0.943,-0.449
22,0.822,-0.718,0.528,1.109,-0.204
23,-1.25,0.69,-0.483,-1.65,0.88
24,-2.714,-0.893,-1.692,-0.077,-0.583
25,1.076,-0.501,-0.089,-2.868,-0.024
26,1.991,-0.719,1.662,1.293,0.435
27,-1.008,-1.246,0.068,-1.339,-0.162
28,-0.122,0.424,-1.382,-0.3,1.295
29,0.433,0.65,0.253,0.643,1.202
30,-0.608,-0.997,-0.517,0.556,0.736
31,-1.666,-1.53,-0.323,-0.247,-1.503
32,1.007,0.589,-0.663,-0.028,0.657
33,1.065,-0.756,-1.805,0.018,0.586
34,-1.246,0.715,0.221,-0.982,-1.217
35,1.126,0.17,-1.358,-0.757,-0.186
36,-0.629,0.415,-1.802,1.949,-0.348
37,0.175,-1.128,-0.811,-1.146,-0.344
38,-1.046,-0.327,0.051,-1.589,1.205
39,0.047,-0.314,-2.323,-0.078,-0.153
40,-0.133,-0.767,-1.13,-0.371,0.684
