data,at1,at2,at3,at4,at5
0,-0.524,0.933,1.658,0.048,0.577
1,-0.542,0.657,-1.301,1.077,0.066
2,-1.864,-0.924,-1.206,0.407,-1.731
3,0.533,0.041,0.781,0.336,1.107
4,0.159,-0.731,0.089,-0.249,1.309
5,-1.755,-0.207,-0.623,0.399,-0.962
6,-1.266,0.424,-0.569,1.001,0.721
7,-0.8,-0.473,-1.525,-1.922,-1.363
8,1.129,0.386,0.568,-0.007,-0.755
9,-1.36,-2.569,-2.847,-0.052,0.581
10,0.283,2.085,-1.173,-0.746,-0.115
11,0.841,1.278,-0.804,0.953,0.369
12,-1.153,-0.29,-0.655,-0.315,-0.455
13,0.175,-1.241,0.191,0.135,-0.068
14,0.03,1.243,-0.656,-0.951,1.118
15,1.969,0.401,-0.095,-0.744,0.419
16,0.187,-0.322,0.84,-0.211,-0.899
17,0.808,-0.331,0.054,0.244,-1.415
18,-0.574,0.111,-1.729,-0.291,3.355
19,-1.268,1.118,0.2,0.793,-1.203
20,0.255,0.557,-0.142,-0.638,-1.424
21,0.099,0.213,-0.211,-0.442,2.047
22,1.356,1.716,0.682,-0.644,1.599
23,0.025,1.119,0.312,0.784,0.342
24,-0.963,0.936,1.911,-0.097,1.669
25,0.03,0.955,0.07,0.226,-1.939
26,-0.851,-0.681,-0.291,0.513,-0.099
27,1.559,-0.334,1.643,1.395,-0.172
28,-1.083,0.554,-0.095,0.892,0.323
29,-2.265,0.524,-0.318,-1.127,-1.765
30,-1.842,1.593,0.058,-1.424,0.308
31,0.884,0.072,-0.288,0.429,0.619
32,-0.141,0.438,-2.237,0.652,0.475
33,-0.107,0.983,-0.545,0.313,-0.967
34,-0.784,-0.989,0.347,-0.648,0.183
35,-0.84,1.027,-1.102,1.014,0.607
36,1.77,-0.692,-0.634,-1.906,2.003
37,0.236,0.476,-0.282,-0.112,1.302
38,1.242,0.121,2.216,0.402,0.587
39,0.378,0.896,-1.045,-1.215,-0.06
40,0.302,-1.061,-0.974,1.532,0.66
41,2.065,-0.092,-1.103,-1.686,-0.022
42,1.229,0.465,1.707,-1.655,0.042
43,-1.93,0.825,-1.114,0.338,1.29
44,1.187,0.076,-1.379,-2.21,-0.712
45,-1.292,1.984,0.946,-2.025,0.253
46,0.354,0.443,-0.842,-0.706,0.299
47,-0.14,-0.525,0.352,0.664,0.4
48,-1.051,-0.912,-0.677,-0.463,-1.584
49,0.675,-0.011,-1.422,0.203,1.124
50,-0.117,1.36,0.308,-0.532,-0.315
51,-0.849,0.212,-0.418,0.246,-0.459
52,1.286,-0.487,0.264,-0.359,0.542
53,-0.519,1.158,0.072,-0.423,-0.627
54,2.149,-1.375,0.405,1.151,0.845
55,1.423,-0.936,0.35,0.118,0.478
56,1.199,-0.301,-0.42,0.863,-0.271
57,-0.609,-0.223,-0.342,-0.203,-0.455
58,1.254,-0.312,-0.384,-0.981,-0.351
59,-0.871,-0.084,-0.227,-0.512,-0.349
60,-0.41,-0.377,0.8,-0.021,1.554
61,-0.519,0.127,0.935,0.577,-0.025
62,-0.889,-0.439,-2.471,-0.704,-0.263
63,-0.297,1.494,-0.424,1.079,-1.242
64,1.296,-1.968,1.479,-0.345,0.416
65,-0.746,0.175,-0.486,-1.281,-0.275
66,2.025,-0.37,0.654,-0.024,0.968
67,2.139,-0.662,0.336,-1.129,1.247
68,0.278,3.899,-1.554,0.61,-0.226
69,-0.132,1.001,-1.257,0.181,-0.279
70,1.04,-0.088,-0.618,-0.787,-1.052
71,0.469,0.137,-0.477,2.478,0.054
72,-0.187,-0.053,-0.672,-0.324,-2.04
73,-0.255,-1.92,1.348,0.231,0.496
74,-1.315,0.876,0.352,0.151,1.261
75,-1.337,-1.122,-0.747,0.655,1.383
76,-0.272,-0.58,-0.397,0.727,-0.453
77,-0.11,0.511,-0.514,-0.292,0.049
78,-1.292,0.017,1.316,-0.909,1.271
79,0.59,1.228,0.665,-0.467,0.694
80,0.994,-3.532,1.264,0.433,-0.428
81,-1.99,-0.388,0.216,0.611,0.185
82,-0.335,-0.515,-1.521,0.076,-1.395
83,-0.481,-1.766,-1.394,1.37,1.939
84,-1.499,-0.036,0.056,-0.725,-0.041
85,0.536,-0.414,0.625,1.781,0.47
86,0.205,-0.784,-0.688,-1.069,-0.248
87,0.647,-0.992,-0.933,-0.899,0.342
88,0.347,-1.08,0.289,-0.288,-1.448
89,0.847,0.705,1.14,-0.964,0.238
90,0.958,0.277,-0.318,0.416,-0.133
91,0.04,-1.996,-1.051,-0.892,0.155
92,-0.073,0.213,0.549,0.078,-0.816
93,0.155,-1.736,-1.078,-1.397,0.709
94,1.082,0.106,0.467,-0.499,0.052
95,-1.457,-1.503,0.596,-2.203,-0.555
96,-1.074,0.65,0.354,-1.616,1.543
97,-0.261,-0.728,-0.096,0.69,1.359
98,-0.712,-0.929,-0.481,1.783,0.634
99,0.085,1.071,0.714,-1.199,1.057
100,-1.594,1.128,0.361,-1.044,-1.843
101,1.698,-0.406,0.334,-0.087,0.108
102,0.105,-0.337,-0.383,0.221,0.495
103,-0.536,1.451,0.94,-0.262,-0.697
104,1.2,-1.456,-1.035,0.158,-0.674
105,-0.512,2.12,0.216,0.12,1.193
106,1.639,0.042,0.346,0.337,2.141
107,2.786,-0.471,-1.537,-0.611,0.251
108,0.313,-1.245,2.027,1.377,-0.106
109,-0.952,0.375,-0.821,-1.438,-1.715
110,-1.958,1.382,-1.545,0.786,-0.463
111,-0.906,0.783,-1.978,0.896,-0.484
112,-1.03,1.456,-1.513,-0.619,-0.995
113,-1.079,0.374,-1.706,0.832,-2.011
114,2.064,0.17,1.136,-0.869,-0.543
115,-0.038,1.156,-0.486,0.615,-1.563
116,0.366,-0.446,0.994,0.329,0.162
117,0.392,-0.341,-0.278,0.327,-0.969
118,-0.133,-1.236,-0.591,-0.063,-0.789
119,-0.941,0.632,-0.228,-0.059,0.68
120,0.001,-0.104,-1.364,0.431,-0.013
121,0.939,-0.294,-0.372,-0.676,-0.708
122,-1.088,1.612,-1.079,2.25,1.035
123,-0.134,1.277,-1.39,-0.968,-1.339
124,-0.864,-0.371,0.611,-2.466,-1.407
125,-0.875,0.687,-0.362,-2.851,-0.701
126,0.239,2.232,0.215,0.6,0.738
127,-1.171,-0.332,-2.132,0.914,-0.757
128,-0.329,-0.018,-1.567,-0.503,0.526
129,0.204,0.909,0.839,0.674,0.203
130,0.448,1.978,-0.713,-0.591,0.951
131,-1.867,-0.117,-0.132,2.609,-0.839
132,0.752,1.515,1.168,0.748,-0.989
133,0.085,1.307,1.189,-0.056,-0.579
134,-0.514,-0.743,-0.365,0.493,2.232
135,0.948,1.209,1.071,0.638,-0.923
136,0.973,1.362,0.233,-0.226,0.915
137,2.16,0.853,0.243,1.094,0.077
138,-0.152,-0.647,-0.599,-0.04,-0.758
139,2.139,-0.857,0.094,0.226,2.092
140,2.046,-0.689,0.596,0.831,-0.984
141,-0.932,-0.073,-0.368,-1.111,-3.217
142,0.35,0.574,-0.015,0.723,0.548
143,0.512,0.411,-0.868,0.123,0.919
144,-0.279,-0.504,0.555,0.087,-0.276
145,-0.288,-0.633,-1.054,0.254,-0.677
146,0.55,0.108,-0.18,-0.077,0.54
147,0.939,-0.34,0.073,0.991,0.588
148,1.265,0.037,0.336,1.383,-1.265
149,0.16,0.881,-2.024,-0.492,2.02
150,0.335,0.233,0.398,0.878,0.224
151,0.898,1.042,-1.291,-1.055,0.522
152,-0.823,1.586,-1.902,-1.081,0.536
153,-0.598,-0.299,0.061,0.226,1.567
