data,node_init,node_term,c,
0,0,1,4.91142
0,0,10,4.44274
0,1,2,4.68379
0,1,11,4.57422
0,2,3,4.75937
0,2,12,4.55678
0,3,4,4.13461
0,3,13,4.33317
0,4,5,4.75534
0,4,14,4.3372
0,5,6,4.60329
0,5,15,4.44274
0,6,7,4.44274
0,6,16,4.44274
0,7,8,4.57825
0,7,17,4.30813
0,8,9,4.75937
0,8,18,4.29069
0,9,19,4.57422
0,10,11,4.7303
0,10,20,4.52771
0,11,12,4.37566
0,11,21,4.28666
0,12,13,4.26162
0,12,22,4.28666
0,13,14,4.18112
0,13,23,4.13461
0,14,15,4.13461
0,14,24,4.33317
0,15,16,4.52771
0,15,25,4.68379
0,16,17,4.15205
0,16,26,4.68379
0,17,18,4.52771
0,17,27,4.10957
0,18,19,4.10957
0,18,28,4.53174
0,19,29,4.10554
0,20,21,4.71286
0,20,30,4.70883
0,21,22,4.33317
0,21,31,4.15608
0,22,23,4.44274
0,22,32,4.7303
0,23,24,4.15608
0,23,33,4.70883
0,24,25,4.37566
0,24,34,4.15608
0,25,26,4.33317
0,25,35,4.13461
0,26,27,4.13461
0,26,36,4.57422
0,27,28,4.91142
0,27,37,4.7303
0,28,29,4.15608
0,28,38,4.52771
0,29,39,4.33317
0,30,31,4.28666
0,30,40,4.15608
0,31,32,4.7303
0,31,41,4.7303
0,32,33,4.52771
0,32,42,4.55678
0,33,34,4.37566
0,33,43,4.15205
0,34,35,4.44274
0,34,44,4.48925
0,35,36,4.28666
0,35,45,4.86491
0,36,37,4.75534
0,36,46,4.10554
0,37,38,4.52771
0,37,47,4.55678
0,38,39,4.15608
0,38,48,4.26162
0,39,49,3.95349
0,40,41,4.30813
0,40,50,4.71286
0,41,42,4.10554
0,41,51,4.53174
0,42,43,4.53174
0,42,52,4.7303
0,43,44,4.29069
0,43,53,4.75534
0,44,45,4.3372
0,44,54,4.44274
0,45,46,4.68379
0,45,55,4.18112
0,46,47,4.26162
0,46,56,4.10957
0,47,48,4.68379
0,47,57,4.13461
0,48,49,4.13461
0,48,58,4.48925
0,49,59,4.42217
0,50,51,4.26162
0,50,60,4.44274
0,51,52,4.75534
0,51,61,4.13461
0,52,53,4.29069
0,52,62,4.10554
0,53,54,4.0
0,53,63,4.28666
0,54,55,4.18112
0,54,64,4.29069
0,55,56,4.55678
0,55,65,4.0
0,56,57,4.71286
0,56,66,4.71286
0,57,58,4.71286
0,57,67,4.18112
0,58,59,4.3372
0,58,68,4.30813
0,59,69,4.37566
0,60,61,4.48925
0,60,70,4.70883
0,61,62,4.7303
0,61,71,4.29069
0,62,63,4.42217
0,62,72,4.68379
0,63,64,4.13461
0,63,73,4.15205
0,64,65,4.70883
0,64,74,4.37566
0,65,66,4.44274
0,65,75,4.37566
0,66,67,4.30813
0,66,76,4.30813
0,67,68,4.68379
0,67,77,4.13461
0,68,69,4.10957
0,68,78,3.95349
0,69,79,4.52771
0,70,71,4.33317
0,70,80,4.91142
0,71,72,4.28666
0,71,81,4.57422
0,72,73,4.13461
0,72,82,4.10554
0,73,74,4.33317
0,73,83,4.7303
0,74,75,4.29069
0,74,84,4.29069
0,75,76,4.91142
0,75,85,4.13461
0,76,77,3.95349
0,76,86,4.70883
0,77,78,4.91142
0,77,87,4.42217
0,78,79,4.29069
