data,at1,at2,at3,at4,at5
0,-1.246,0.927,-0.005,-0.424,0.39
1,-1.088,-1.086,-0.362,2.553,0.199
2,0.35,0.47,0.861,-1.07,-0.947
3,1.709,-0.759,0.205,-0.64,-0.907
4,0.087,-2.15,0.283,-1.062,-0.224
5,1.138,1.112,-0.641,1.515,-1.526
6,-0.844,0.776,1.651,0.589,-1.17
7,-0.773,-0.935,1.206,-0.074,0.368
8,0.315,1.374,-0.406,-1.234,0.776
9,0.848,0.939,0.001,-0.253,-1.474
10,-1.013,-1.497,2.769,-2.632,-0.5
11,1.512,-0.054,-0.389,0.355,1.485
12,0.201,-0.979,-0.106,1.173,2.22
13,-0.006,1.084,0.339,1.318,-0.854
14,0.051,0.27,0.953,0.488,-0.394
15,-0.603,-0.245,-0.198,0.546,0.693
16,-1.079,0.272,-0.424,1.577,2.14
17,1.193,-0.84,0.836,1.087,1.125
18,1.056,0.607,-0.298,-0.392,-0.882
19,1.811,1.315,0.237,-0.629,0.611
20,0.218,-0.077,-1.061,0.573,-1.313
21,0.281,0.258,-0.036,0.318,-1.264
22,0.242,0.769,-0.27,1.373,-0.193
23,-0.866,0.618,-0.334,-0.582,-0.301
24,1.496,0.998,-0.55,1.453,-2.346
25,0.943,-1.347,1.314,0.406,0.439
26,0.012,0.883,0.212,-0.41,-0.303
27,0.245,0.724,1.55,1.879,-1.774
28,-0.778,-1.717,1.284,-0.818,-0.2
29,0.229,-0.518,-1.166,1.332,-1.586
30,-1.418,0.222,0.497,0.197,-0.719
31,-1.1,1.616,0.281,0.937,-2.201
32,0.135,0.117,0.628,0.023,0.185
33,0.086,0.459,-0.139,-0.328,-1.18
34,-1.219,0.318,-0.395,-1.6,0.353
35,0.488,-0.497,-0.709,-0.238,-0.077
36,0.853,-0.694,-0.457,-0.64,-1.79
37,1.68,1.686,-0.185,-0.086,-0.337
38,-1.923,1.699,-0.492,-1.594,-2.049
39,-0.24,-0.217,-0.571,0.074,1.325
40,0.894,0.119,1.387,-0.032,1.236
41,-0.592,2.678,-1.3,0.245,-0.052
42,0.693,-2.212,1.645,-0.813,-0.722
43,0.319,1.321,-1.238,0.375,0.071
44,0.674,-1.124,1.878,-0.355,-0.61
45,1.018,2.028,-0.02,-0.096,-1.312
46,-0.272,-0.046,-0.902,-0.259,1.688
47,-0.976,-0.531,-0.515,0.959,-0.132
48,0.666,-1.055,-0.987,0.351,0.399
49,-0.899,0.023,0.114,0.11,1.623
50,0.702,-1.388,0.625,0.824,0.998
51,0.608,0.317,-0.864,-2.953,1.04
52,-0.284,2.417,-0.354,0.838,0.308
53,-0.005,-1.863,-1.547,-1.535,0.0
54,0.212,0.096,0.39,0.586,0.697
55,-1.568,-1.072,2.127,1.41,1.292
56,0.281,0.635,1.601,1.066,-0.391
57,0.299,0.671,-0.76,-0.662,1.224
58,-0.948,0.331,0.353,-0.254,0.145
59,0.443,0.281,-0.302,-0.734,-0.325
60,-0.724,-1.027,0.604,0.984,-0.531
61,-0.481,0.525,0.396,0.96,-1.215
62,-1.106,1.273,1.454,0.688,-0.857
63,0.601,-1.995,-0.576,0.594,-1.314
64,0.55,1.44,0.396,1.526,1.391
65,1.198,0.242,0.184,1.607,-0.779
66,-0.492,-1.308,-0.332,-0.107,1.477
67,0.966,0.499,0.679,-1.004,-0.212
68,0.092,0.706,2.051,-0.125,-0.041
69,0.021,-0.316,-1.589,0.284,-0.737
70,0.034,0.153,-0.156,-1.248,-1.647
71,-0.282,-2.853,-0.41,-0.156,0.3
72,0.522,-0.091,-1.32,0.545,0.702
73,-1.165,0.983,-0.728,0.593,0.143
74,0.838,0.337,-1.25,0.276,0.216
75,0.617,0.731,-0.008,0.56,0.826
76,-0.492,-0.443,0.432,-1.29,0.569
77,-0.99,-2.198,-1.403,-0.878,0.228
78,-0.638,0.187,-1.137,0.196,0.901
79,1.561,0.542,-0.448,0.627,-0.044
80,-1.661,1.795,-0.385,0.292,-0.011
81,-0.547,0.962,1.096,-1.69,-0.973
82,0.295,0.325,0.085,-0.161,2.2
83,0.336,-0.339,0.193,0.123,0.057
84,0.977,0.427,2.201,0.559,0.923
85,-0.109,-0.241,-1.069,0.44,-0.145
86,0.58,0.812,-1.266,0.324,0.788
87,-0.751,2.98,0.153,1.387,-1.434
88,0.311,1.286,-1.24,0.312,0.282
89,1.61,0.431,-0.732,1.793,-1.703
90,0.405,0.73,0.041,-1.019,-1.303
91,0.309,-0.949,-0.179,-1.512,0.842
92,0.094,0.615,-0.713,0.129,0.308
93,1.597,-0.27,-0.011,-0.431,0.472
94,0.447,-0.856,1.769,-0.434,0.536
95,1.282,0.585,0.378,0.843,-1.008
96,0.412,-0.397,0.191,0.616,0.328
97,-1.938,0.093,-0.884,1.278,0.373
98,-1.119,0.441,0.412,0.825,0.48
99,0.402,-0.808,-0.898,-0.224,0.328
