data,node_init,node_term,c,
0,0,1,39.5837
0,0,15,59.60898
0,1,2,21.21493
0,1,16,21.6166
0,2,3,152.60326
0,2,17,31.65688
0,3,4,72.06866
0,3,18,102.05685
0,4,5,40.66168
0,4,19,52.68244
0,5,6,63.17843
0,5,20,86.8875
0,6,7,83.83428
0,6,21,27.21663
0,7,8,55.04749
0,7,22,57.45427
0,8,9,50.48988
0,8,23,58.91142
0,9,10,123.18144
0,9,24,63.66768
0,10,11,64.8086
0,10,25,45.34044
0,11,12,27.50133
0,11,26,150.82378
0,12,13,44.0616
0,12,27,48.39258
0,13,14,26.18372
0,13,28,30.56172
0,14,29,29.52323
0,15,16,7.40033
0,15,30,120.76847
0,16,17,215.11096
0,16,31,134.15786
0,17,18,104.43056
0,17,32,56.35122
0,18,19,28.75079
0,18,33,128.75367
0,19,20,144.08223
0,19,34,25.11583
0,20,21,24.40138
0,20,35,95.12358
0,21,22,129.32474
0,21,36,140.57094
0,22,23,32.71682
0,22,37,23.63275
0,23,24,33.6517
0,23,38,41.03216
0,24,25,24.29826
0,24,39,31.79816
0,25,26,19.10231
0,25,40,13.59455
0,26,27,86.77776
0,26,41,88.4766
0,27,28,34.2629
0,27,42,170.61597
0,28,29,25.18695
0,28,43,92.85488
0,29,44,120.46532
0,30,31,141.18555
0,30,45,83.38301
0,31,32,31.35692
0,31,46,82.05639
0,32,33,69.58426
0,32,47,42.4486
0,33,34,93.9077
0,33,48,46.44784
0,34,35,39.10962
0,34,49,75.55998
0,35,36,44.18635
0,35,50,14.07125
0,36,37,61.90805
0,36,51,116.5225
0,37,38,72.04642
0,37,52,155.03512
0,38,39,67.23542
0,38,53,101.97608
0,39,40,81.04184
0,39,54,73.20349
0,40,41,52.60273
0,40,55,166.19556
0,41,42,33.9023
0,41,56,130.04566
0,42,43,66.45057
0,42,57,57.55096
0,43,44,59.35465
0,43,58,34.31433
0,44,59,27.99917
0,45,46,68.56358
0,45,60,111.97504
0,46,47,25.65358
0,46,61,102.76498
0,47,48,45.03525
0,47,62,31.99441
0,48,49,30.25015
0,48,63,57.39377
0,49,50,21.74266
0,49,64,31.95373
0,50,51,34.63405
0,50,65,71.11622
0,51,52,18.5528
0,51,66,52.27023
0,52,53,104.117
0,52,67,18.35141
0,53,54,14.5897
0,53,68,41.05633
0,54,55,70.36761
0,54,69,68.08726
0,55,56,18.97759
0,55,70,17.8313
0,56,57,70.60519
0,56,71,33.58999
0,57,58,99.53772
0,57,72,206.96234
0,58,59,7.42267
0,58,73,18.88766
0,59,74,185.59805
0,60,61,27.41502
0,60,75,23.74426
0,61,62,10.17103
0,61,76,94.32076
0,62,63,30.18998
0,62,77,26.21856
0,63,64,37.41623
0,63,78,67.15202
0,64,65,81.64027
0,64,79,31.6162
0,65,66,54.68544
0,65,80,41.64198
0,66,67,12.43967
0,66,81,28.34159
0,67,68,90.15339
0,67,82,31.19644
0,68,69,63.47171
0,68,83,41.72061
0,69,70,152.36828
0,69,84,48.85408
0,70,71,30.32626
0,70,85,13.37182
0,71,72,126.54117
0,71,86,100.3723
0,72,73,35.13549
0,72,87,55.09566
0,73,74,36.05269
0,73,88,42.63052
0,74,89,96.604
0,75,76,111.55617
0,75,90,28.24449
0,76,77,81.05571
0,76,91,21.58154
0,77,78,46.80901
0,77,92,177.14038
0,78,79,170.86471
0,78,93,123.53166
0,79,80,167.77862
0,79,94,63.92492
0,80,81,65.30326
0,80,95,67.78597
0,81,82,110.49297
0,81,96,89.57593
0,82,83,112.95028
0,82,97,39.30587
0,83,84,122.31795
0,83,98,202.39711
0,84,85,126.24161
0,84,99,49.97924
0,85,86,24.68446
0,85,100,38.14383
0,86,87,27.64761
0,86,101,66.02799
0,87,88,15.32009
0,87,102,17.30603
0,88,89,83.9965
