data,at1,at2,at3,at4,at5
0,-0.713,0.014,0.527,0.674,1.399
1,0.81,-0.299,0.437,-2.478,-0.503
2,1.388,0.118,1.416,-0.401,0.502
3,-0.135,-0.95,-0.015,-0.522,0.783
4,0.79,-1.331,-0.859,-0.496,-0.224
5,-1.379,1.729,-1.649,1.07,-0.683
6,-0.12,0.927,-0.313,1.297,-0.837
7,1.058,0.82,-0.884,-1.052,0.135
8,-1.61,1.401,-0.221,-0.37,1.01
9,-1.441,-1.174,-0.055,-0.979,2.524
10,-0.084,0.661,1.218,0.928,0.233
11,-0.162,0.996,-0.194,0.095,-0.348
12,1.158,-1.095,-0.456,1.19,0.518
13,0.576,-0.829,-0.196,-0.596,-0.631
14,-0.869,-1.293,0.004,-1.355,0.57
15,-0.395,0.009,0.123,0.916,-0.373
16,0.78,0.322,1.511,-0.787,-0.777
17,0.332,-0.982,0.201,-1.103,1.456
18,-0.227,0.833,0.993,0.333,1.079
19,0.906,0.249,0.405,0.068,1.296
20,-0.244,-0.686,-1.451,0.058,1.841
21,-0.347,1.052,-0.932,-0.721,0.137
22,0.786,0.196,2.024,0.305,0.802
23,0.874,-1.095,1.43,-0.082,0.354
24,-0.053,-1.548,-1.413,1.506,-0.156
25,0.43,0.593,-1.221,0.299,2.227
26,-0.608,-0.391,-0.327,0.653,-1.82
27,0.282,0.461,-0.068,-0.244,-0.942
28,1.427,-0.393,-0.184,-2.034,0.972
29,0.71,-0.86,-1.313,0.598,-0.845
30,0.192,-2.375,1.676,1.058,0.682
31,0.508,-2.259,-0.438,-1.29,0.42
32,-0.657,-0.239,-0.194,-2.471,0.896
33,0.354,0.919,0.221,-0.631,1.246
34,-2.156,1.116,-0.59,-0.521,-0.367
35,-0.727,-0.7,-0.649,0.579,-0.99
36,-0.874,0.282,0.639,0.119,-1.121
37,-0.953,-2.666,0.016,-0.621,-0.307
38,1.944,-0.238,-0.584,-0.932,0.001
39,2.444,1.089,2.797,0.337,-0.193
40,-0.217,-0.216,-0.463,-1.154,-1.547
41,1.044,-0.546,0.868,0.62,1.038
42,0.802,-0.307,0.501,0.744,1.505
43,0.901,-1.025,-0.387,-0.176,-0.438
44,-1.277,0.321,1.364,-0.448,0.48
45,-0.188,0.3,0.612,0.181,0.228
46,-0.132,-1.527,-0.604,0.237,-0.253
47,-1.923,1.269,0.148,1.008,0.892
48,-1.135,0.753,-1.607,-0.347,0.454
49,-0.411,1.542,-0.016,-0.753,-0.128
50,-0.666,0.732,0.391,1.229,-0.494
51,-0.909,0.169,-1.15,0.247,0.167
52,0.001,-0.809,0.573,0.639,-0.551
53,0.801,0.882,-0.877,-1.052,-0.457
54,-1.559,0.376,0.692,-0.405,-0.358
55,2.151,0.738,0.762,0.512,1.402
56,-0.525,-0.826,0.096,1.108,-1.054
57,-0.324,-0.113,-0.846,0.796,0.47
58,-0.08,-0.371,-0.088,2.64,-0.02
59,0.401,0.618,-0.971,-0.968,0.587
60,-0.932,-1.013,-1.52,-0.394,0.815
61,1.021,-0.667,-1.362,-1.033,1.652
62,-0.807,-1.578,0.233,0.001,-0.458
63,-1.287,-0.299,1.362,-0.784,-0.45
64,0.097,-1.255,0.144,0.132,-0.79
65,1.45,-0.796,0.388,1.015,2.256
66,-1.004,-0.413,1.788,1.005,-0.994
67,-0.557,-0.512,0.836,2.192,1.542
68,-0.048,-1.608,0.364,-2.652,-0.3
69,0.463,-0.269,-0.143,1.615,-1.437
70,-0.088,-0.746,1.108,0.613,0.626
71,-0.996,0.136,-1.481,-0.909,-0.863
72,0.823,-0.646,-0.358,-0.174,0.408
73,-0.958,2.053,0.742,-0.537,1.668
74,-1.602,-0.483,0.156,0.657,-0.711
75,1.398,0.066,-0.697,0.051,-0.644
76,-1.846,0.905,-0.614,0.561,1.615
77,-0.21,-0.34,0.677,0.645,-0.319
78,0.034,-0.134,1.19,0.893,-0.386
79,0.729,0.125,0.553,-1.289,0.47
80,-0.863,0.308,-1.224,1.239,0.321
81,0.8,-0.021,-0.558,0.532,1.4
82,0.428,0.835,1.13,0.102,0.792
83,-0.079,0.674,0.294,0.072,0.73
84,0.311,1.422,-0.654,0.128,0.815
85,-0.389,0.058,-0.461,2.098,-0.156
86,0.722,-0.479,-1.121,0.812,-1.263
87,-0.699,0.84,2.325,1.166,-0.61
88,-0.038,-3.038,0.016,0.099,0.46
89,-1.497,0.697,0.803,-0.705,-0.033
90,-1.505,1.815,0.348,-0.424,-0.389
