data,at1,at2,at3,at4,at5
0,0.266,0.211,-0.102,0.126,-1.093
1,-0.881,-0.859,-0.091,-0.48,-2.366
2,-0.246,0.134,-0.755,0.11,1.16
3,2.185,-0.878,-1.62,-0.804,0.71
4,-1.803,0.24,1.407,0.099,0.743
5,0.303,1.136,-0.188,0.107,0.854
6,2.441,1.211,0.684,-1.351,-0.325
7,0.055,0.481,-0.853,-2.85,0.007
8,0.624,1.069,-0.349,1.812,-1.534
9,0.595,0.566,-0.377,0.225,-0.691
10,-1.673,0.391,0.907,-1.116,0.106
11,-3.685,-0.709,0.687,-0.375,-1.194
12,0.544,-0.934,1.008,-1.135,-0.531
13,1.195,0.029,-1.523,-0.563,-0.706
14,0.262,0.026,-1.221,-0.479,-0.164
15,1.665,-0.374,-0.218,-0.515,-0.421
16,0.273,-0.879,0.7,-0.739,1.404
17,-0.179,-0.205,1.924,0.483,1.752
18,-1.078,-0.487,-1.28,-0.989,2.221
19,-0.443,2.142,0.388,-0.942,0.308
20,0.509,-0.562,-0.311,1.012,-0.757
21,0.172,-0.67,-1.361,0.326,-0.269
22,1.291,1.163,1.33,1.298,-0.532
23,-1.729,0.577,1.163,1.613,-0.684
24,2.071,-0.37,-0.046,0.278,0.308
25,-0.948,0.238,-0.902,0.436,0.657
26,-1.294,0.764,-0.073,0.357,-1.838
27,-0.969,-0.237,-1.659,0.469,-0.781
28,0.901,1.596,2.225,-1.565,0.195
29,0.778,0.407,2.299,-0.669,-0.548
30,-2.988,0.49,-0.835,-0.861,0.107
31,-1.437,0.4,-0.124,-0.018,1.237
32,-0.541,0.875,-1.254,-0.583,-0.527
33,0.63,-0.583,-1.574,1.692,-1.472
34,-0.942,-0.349,-0.47,-1.478,-0.127
35,-0.551,0.781,-0.108,2.356,1.053
36,0.719,0.837,1.307,0.162,-0.416
37,-0.354,1.505,-1.41,1.011,-0.938
38,-0.012,0.438,-0.172,0.515,-1.061
39,0.416,1.511,-0.29,-0.764,-2.641
40,0.888,-1.278,0.322,0.489,0.411
41,-1.599,-0.911,1.819,1.001,0.506
42,0.368,-0.984,-0.888,-0.057,-0.634
43,-1.356,-0.544,0.137,-1.145,1.611
44,0.787,0.142,0.07,0.649,-3.788
45,-1.914,-0.065,-0.176,0.044,0.259
46,-0.524,0.965,-0.584,-1.414,0.235
47,0.562,-0.048,-1.19,0.08,2.192
48,-0.611,0.961,-0.315,0.665,1.805
49,0.407,1.9,-1.534,0.911,-1.204
50,-0.073,0.405,0.011,-0.468,0.515
51,0.926,-1.619,0.122,0.009,-1.072
52,-0.196,-1.293,0.074,-0.247,-1.09
