data,at1,at2,at3,at4,at5
0,0.4,-0.286,0.788,0.014,0.581
1,1.206,-1.854,-1.687,-0.896,-0.322
2,-1.412,-0.118,0.521,0.904,-0.138
3,0.278,1.063,-0.06,0.561,-1.648
4,0.561,-0.563,2.193,-0.823,1.033
5,-1.712,0.11,-0.246,0.666,0.468
6,1.319,0.514,-1.221,1.12,-0.871
7,-0.127,0.699,0.286,-0.043,0.986
8,-1.204,1.566,-0.939,-0.11,1.64
9,0.345,2.208,-0.091,0.887,-0.776
10,0.168,0.989,1.07,0.995,-1.514
11,0.161,-1.112,-0.875,-0.765,-0.658
12,0.673,1.014,1.33,-0.465,-0.79
13,0.385,0.732,-1.74,-2.222,-0.442
14,0.241,1.859,-0.293,-0.62,0.872
15,-0.134,-0.353,0.566,-0.408,-1.051
16,1.372,-0.285,0.66,-0.907,0.277
17,0.244,-0.794,-1.245,-0.269,0.129
18,-0.223,0.195,1.053,1.265,-0.012
19,0.51,0.047,0.164,-0.127,-0.582
20,0.295,-0.144,0.585,-0.353,-0.648
21,0.088,0.599,-0.78,-0.896,0.679
22,-1.23,0.098,-1.083,1.277,0.346
23,-0.805,1.785,-1.495,0.173,0.553
24,-0.268,-0.472,0.12,-1.058,-0.186
25,0.881,-1.845,0.116,-0.934,-1.851
26,0.617,-1.631,0.563,0.333,0.648
27,-0.123,1.084,1.289,0.495,-1.835
28,0.546,0.405,0.064,-0.352,1.821
29,-0.145,-1.503,-1.91,1.13,-1.187
30,-0.474,0.829,0.227,1.116,1.07
31,-1.063,-0.209,-0.232,-1.286,-1.594
32,1.603,0.618,-0.283,-0.848,-0.083
33,-0.337,0.346,-0.642,-1.512,-0.216
34,0.15,-0.904,-0.473,-1.459,-1.327
35,-1.205,-0.537,-0.436,-0.279,-1.48
36,-1.425,-0.674,-1.502,-0.158,-0.373
37,0.537,0.735,0.451,-1.663,3.247
38,-1.366,0.558,-1.204,1.082,0.15
39,-0.211,-0.576,1.102,1.523,-1.163
40,-0.171,0.206,0.07,-0.505,-0.198
41,-0.216,0.26,1.124,-1.062,-0.678
42,-0.843,1.638,-1.147,0.491,0.189
43,-0.625,0.101,0.43,0.045,-0.552
