data,at1,at2,at3,at4,at5
0,0.545,-0.603,1.09,0.201,0.696
1,-0.118,-1.155,-0.706,1.083,-1.563
2,0.179,0.026,-0.331,-0.127,-2.086
3,-1.145,0.526,0.287,-1.336,-0.62
4,0.081,1.622,0.1,-0.762,-0.605
5,-1.049,0.104,-0.28,-1.72,-0.38
6,2.375,-0.497,-0.207,0.805,1.677
7,0.127,0.427,-0.996,-1.445,0.078
8,0.247,0.2,-0.557,-1.203,1.201
9,0.394,-0.409,-0.73,-1.063,-0.337
10,0.91,0.186,-0.614,-1.135,-0.244
11,-0.307,0.161,0.405,0.142,-0.293
12,-0.815,0.023,-0.967,-1.109,-0.19
13,0.63,2.355,2.106,2.509,0.213
14,-0.737,-0.667,0.49,-0.282,-1.442
15,-0.386,-0.28,-0.947,-0.33,2.534
16,0.785,0.275,0.091,-0.432,0.404
17,-0.815,0.318,1.886,1.322,-0.058
18,0.241,0.802,0.978,-0.239,-0.762
19,-2.282,-1.224,0.251,-0.825,-0.016
20,-0.853,0.275,-0.216,0.302,-0.932
21,-0.41,1.19,-1.637,-0.681,-0.578
22,1.649,-0.136,2.048,-0.83,-0.91
23,0.596,0.059,-0.134,-0.959,-0.875
24,-0.125,-1.314,-1.013,-1.062,-0.218
25,0.829,1.012,-1.168,0.897,0.208
26,0.073,1.07,0.832,-0.033,1.564
27,-2.252,-0.951,1.744,-0.448,0.38
28,-0.031,-1.409,0.252,-1.553,1.7
29,0.078,0.018,0.714,1.758,-1.825
30,1.231,0.351,1.257,1.443,-0.228
31,-1.506,0.054,1.48,-1.837,1.025
32,-2.165,1.616,-0.104,0.837,-0.544
33,-1.309,0.07,-0.022,-0.272,-1.047
34,-1.569,-0.715,-0.315,-0.903,-0.747
35,0.211,0.895,-2.05,0.044,0.437
36,-0.397,0.792,-0.716,1.009,-1.068
37,-1.128,0.516,0.612,1.228,0.157
38,0.674,-0.342,1.13,-1.56,-1.296
39,-0.749,0.448,-0.522,-1.281,-0.874
40,1.72,-0.657,1.867,-0.096,0.265
41,-0.843,-0.616,0.134,0.093,-0.585
42,0.084,-0.881,-0.474,0.135,0.165
43,-0.513,1.005,-0.436,-2.891,0.507
44,-0.324,-0.234,-0.138,-0.08,-1.846
45,1.06,-0.751,0.558,1.553,-1.603
46,0.701,-0.337,-0.069,1.011,-1.266
47,0.804,-1.324,-1.612,-0.769,0.245
48,0.09,-0.782,0.061,-0.376,1.825
49,0.38,-0.506,0.555,-0.326,0.019
50,0.904,0.981,1.09,-0.832,-0.399
51,1.857,0.225,1.187,-1.134,-0.059
52,0.531,-0.71,-0.51,-0.188,-0.949
53,-1.672,0.116,-0.437,-0.832,0.503
54,1.06,-0.793,-0.214,-0.688,0.903
55,0.32,0.866,-1.314,0.746,0.175
56,0.555,0.616,0.498,-0.783,0.291
57,-2.216,-0.174,-0.096,0.623,1.772
58,0.577,1.001,-0.494,-0.694,-0.571
59,1.382,0.23,-0.391,0.118,0.662
60,0.331,0.857,-2.331,-1.383,-1.392
61,0.471,-0.098,1.972,-1.036,-1.688
62,-1.095,-0.279,1.76,0.021,0.062
63,1.04,1.609,-1.057,-1.712,0.583
64,-0.425,-0.92,0.139,-2.516,-0.38
65,0.529,-0.635,0.463,0.216,-0.383
66,0.331,-1.369,1.124,0.923,-0.883
67,0.462,0.512,-0.829,-0.669,-0.717
68,0.572,0.252,-0.43,-2.046,1.639
69,0.533,-0.624,-0.016,1.364,-1.596
70,-1.062,-0.232,-0.804,0.13,1.065
71,1.311,-1.292,0.173,0.828,-1.146
72,1.6,1.588,-0.845,1.884,-0.52
73,0.584,-1.069,-0.442,-0.694,-0.812
74,-1.241,0.75,-0.013,1.321,0.317
75,0.308,-0.303,-0.026,-1.051,-0.159
76,-0.021,-0.705,1.0,-1.106,1.179
77,-1.451,-0.168,-0.894,0.992,-2.017
78,-0.235,-1.646,0.69,0.383,0.233
79,1.408,1.443,0.169,-0.022,-0.356
80,1.476,-0.669,0.04,-0.586,-0.014
81,1.014,1.101,-1.361,-0.919,0.118
82,2.399,-1.347,-2.253,2.243,-0.778
83,-0.541,1.419,0.166,1.145,1.43
84,0.494,0.604,-0.75,0.579,1.584
85,-0.563,0.583,0.057,1.463,0.056
86,-0.195,-0.715,0.535,0.623,-0.041
87,0.181,-2.588,0.437,-0.223,2.018
88,0.98,1.786,-0.542,-0.013,-0.474
89,0.645,-0.602,0.09,0.915,1.902
90,1.73,-1.286,-1.314,1.606,-1.529
91,2.069,2.003,-0.086,-0.929,-0.526
92,-0.878,2.313,-0.0,0.755,-0.17
93,-0.235,-1.179,-1.058,0.66,0.159
94,-0.148,0.506,0.759,0.639,-0.479
95,-0.52,-0.758,0.623,0.369,1.319
96,-0.413,0.685,-1.467,0.932,0.724
97,0.306,0.386,0.033,-1.302,-0.502
98,-0.148,-0.381,0.102,-0.458,-1.24
99,0.338,0.979,-0.128,-0.144,-0.105
100,-0.994,-0.235,-1.213,-1.139,-0.294
101,0.71,2.179,-1.691,-0.389,-0.032
102,-0.002,0.521,1.264,0.18,-1.414
103,-1.275,-1.032,-0.459,-0.162,0.667
104,-1.191,0.227,0.766,-1.083,0.562
105,0.15,-0.211,0.239,-0.436,0.207
106,-0.336,-0.712,0.249,1.312,-0.454
107,0.836,0.144,0.244,2.306,-0.422
108,0.26,-1.604,-0.374,-0.106,-0.123
109,0.818,1.056,0.347,1.979,0.555
110,-0.202,1.821,0.375,-0.897,0.082
111,0.379,0.212,0.383,-0.243,-1.448
112,0.354,0.305,0.669,-1.78,-0.279
113,1.231,1.427,0.712,0.303,2.52
114,-0.074,-0.703,2.129,1.85,0.898
115,0.77,0.53,0.578,-1.294,0.159
116,1.586,-0.89,0.376,1.013,-0.628
117,1.015,0.483,-1.6,-0.718,-0.449
118,-2.376,-1.092,1.208,-0.031,0.111
