data,at1,at2,at3,at4,at5
0,-0.185,1.691,-0.415,0.245,-0.737
1,0.074,-0.502,-0.26,1.884,0.201
2,0.251,0.511,-0.806,-0.255,-0.13
3,0.745,-0.139,0.415,-1.085,-1.669
4,2.24,-0.324,-0.965,0.986,-0.843
5,-0.045,-1.427,0.113,-1.643,0.402
6,1.012,-0.179,0.983,-0.476,0.857
7,1.058,1.418,-2.074,-0.604,0.903
8,-0.434,0.503,0.979,1.577,-0.342
9,-0.441,-0.068,0.605,-1.204,-1.349
10,0.334,-0.674,0.585,-1.387,-0.308
11,0.6,0.102,-0.509,-1.019,0.108
12,1.629,1.117,1.208,2.236,-0.058
13,0.51,1.778,0.126,-0.751,0.654
14,1.079,0.84,0.047,0.759,-0.972
15,-1.287,-0.867,-0.8,-1.9,-0.928
16,1.39,-0.485,0.931,-0.572,0.62
17,0.313,-0.066,-0.806,-0.101,1.639
18,1.435,-0.234,0.706,-0.121,0.699
19,-0.454,-1.041,0.301,-0.281,0.083
20,0.441,-1.882,0.445,-1.939,0.403
21,0.837,0.659,0.305,-1.235,-1.619
22,0.172,0.385,0.252,0.138,-0.764
23,0.273,-0.549,1.44,1.293,-1.863
24,-0.003,0.544,0.851,0.097,1.77
25,0.688,1.713,2.244,-0.84,2.006
26,-1.117,0.388,2.057,-1.372,0.638
27,-0.632,0.095,-0.172,-1.006,0.026
28,0.834,-0.601,1.287,-1.094,0.561
29,-0.187,0.317,-0.426,-0.297,-0.255
30,1.014,-1.59,2.094,0.597,-0.248
31,-0.094,-0.909,0.074,-0.19,2.092
32,-0.387,-0.635,-0.54,0.184,-1.788
33,-0.95,-0.062,1.53,1.086,2.576
34,-0.047,0.159,-0.025,-0.664,-0.547
35,0.243,1.137,0.441,0.582,0.164
36,-0.143,0.008,1.257,1.139,-0.427
37,-1.413,0.549,-0.071,3.122,-1.739
38,-0.273,0.369,0.999,-0.757,2.287
39,-0.073,-0.101,-0.146,0.976,-0.251
40,-0.253,-0.235,0.545,-0.345,-0.465
41,2.313,-0.403,0.421,-0.201,1.197
42,-1.145,1.616,-0.093,-0.825,1.349
43,-1.874,-0.939,0.313,1.043,-0.566
44,-0.057,-0.181,-0.346,-0.241,0.327
45,-0.543,-1.302,0.192,-0.057,-0.578
46,0.12,-1.226,-1.608,-0.486,-1.992
47,-0.655,-2.456,0.887,-0.576,-0.988
48,-0.348,0.123,-0.244,-1.011,0.697
