data,at1,at2,at3,at4,at5
0,0.534,-1.466,1.92,0.397,-0.603
1,-0.725,1.891,-1.758,1.075,-0.446
2,0.937,1.565,-0.631,-0.643,-0.029
3,-0.472,1.883,0.033,0.082,-0.209
4,-0.556,-0.499,0.159,0.475,1.464
5,-0.657,0.451,0.136,1.336,-2.555
6,0.026,0.244,-1.009,2.356,0.023
7,-0.624,0.394,-0.209,0.597,0.894
8,-0.767,-0.701,-1.016,0.36,0.786
9,0.241,-0.69,0.282,-0.635,1.217
10,-0.074,1.346,-0.42,0.578,0.042
11,1.924,1.613,0.797,0.662,-0.058
12,-0.099,-1.405,1.121,-1.76,-0.07
13,0.99,-0.812,-0.3,0.527,2.484
14,1.174,-0.625,-1.496,0.302,-0.467
15,0.584,-1.3,0.615,0.636,-0.125
16,0.365,0.283,-0.346,-0.128,0.291
17,0.812,-0.506,-0.102,-0.705,-0.87
18,-2.186,-0.803,-0.629,0.727,0.284
19,0.499,-1.025,-0.785,0.186,-0.475
20,-0.509,0.357,-0.976,-1.245,0.133
21,2.251,-1.5,0.751,1.536,0.134
22,0.011,0.426,-0.026,-1.0,-0.164
23,-0.592,-1.513,0.237,-0.384,-1.594
24,1.09,0.48,-0.251,-1.482,-0.482
25,-0.166,1.046,0.499,0.748,1.626
26,-0.894,-0.873,0.809,0.079,-0.204
27,-0.277,-0.606,-0.387,0.386,-0.479
28,0.101,-0.402,0.124,-1.715,1.124
29,2.303,-0.579,-1.551,0.134,0.509
30,0.921,-0.427,-0.943,-1.563,-0.38
31,-2.332,1.281,1.963,1.528,2.017
32,1.259,-0.612,1.294,0.442,1.481
33,1.477,-0.296,1.519,0.64,-1.013
34,-0.592,-1.237,0.36,1.228,0.342
35,-0.099,-0.452,-1.16,1.357,-0.875
36,-0.139,-0.752,1.458,-0.997,-1.068
37,-0.034,-0.476,0.204,1.276,0.616
38,-0.272,-0.802,-0.883,-1.481,-0.151
39,0.519,0.967,-1.847,-0.42,-1.122
40,0.328,0.194,-0.279,0.362,-0.641
41,-2.029,1.743,0.361,-0.992,1.868
42,1.539,1.945,1.11,1.357,0.955
43,0.536,1.096,-0.801,1.507,0.652
44,1.508,-0.877,-1.581,0.882,-0.694
45,-0.798,-0.376,0.745,0.82,-2.337
46,0.919,0.931,0.019,-0.085,-0.49
47,-1.237,0.519,-0.709,0.565,-0.721
48,-0.221,0.661,0.48,0.713,0.864
49,0.052,1.672,0.13,-1.276,-0.433
50,1.687,-1.698,-0.243,-1.894,0.743
51,0.693,0.226,0.714,0.89,-0.183
52,-0.601,0.635,0.941,1.324,-0.542
53,-0.257,0.382,1.849,-1.235,1.502
54,1.107,1.296,0.522,-0.125,-0.398
55,0.548,0.536,1.556,-0.774,-0.545
56,-1.218,1.857,-0.284,0.103,-1.947
57,0.839,-0.22,-1.096,-0.377,0.28
58,-1.411,0.463,0.422,0.868,0.965
59,0.736,1.453,1.171,0.819,0.468
60,0.68,1.276,0.948,-1.142,0.917
61,-0.518,-0.402,-1.136,-0.956,-0.016
62,0.748,-0.225,0.279,2.017,0.334
63,0.355,-0.393,-0.105,-0.674,0.547
64,2.218,-0.091,-0.318,1.707,1.009
65,1.091,0.808,-2.601,-0.151,0.518
66,-0.142,-1.609,-0.876,-0.391,0.685
67,1.449,1.76,0.563,-0.535,0.15
68,0.279,0.35,-0.809,1.155,0.175
69,0.668,-1.321,0.913,1.579,-0.976
70,-0.29,0.202,-0.255,-0.309,-0.385
71,1.659,0.047,1.501,-0.218,1.305
72,-1.795,-0.649,0.005,0.939,-1.869
73,0.395,1.05,-0.609,-0.092,1.07
