data,at1,at2,at3,at4,at5
0,0.248,-1.243,-0.366,0.204,1.363
1,0.066,0.598,0.4,-0.646,-0.081
2,-0.211,-0.171,-0.14,-0.105,0.412
3,-1.858,-0.751,0.877,0.766,2.852
4,0.897,-0.521,-0.383,-1.086,-0.084
5,-0.574,-1.235,0.222,0.848,-0.419
6,0.081,-0.576,-0.452,-0.167,0.669
7,-0.059,-1.091,-1.736,-0.489,-0.186
8,-0.145,0.636,-1.14,0.541,-1.034
9,1.747,-0.17,0.892,0.881,1.466
10,0.576,-0.923,-0.507,0.143,-0.219
11,1.27,-0.698,0.546,0.635,1.303
12,0.67,0.943,-1.403,-0.312,1.172
13,-1.246,-0.144,-0.86,0.472,0.044
14,0.816,0.501,-1.583,-0.775,1.021
15,-0.542,0.157,-0.529,0.288,-0.504
16,-1.434,0.09,1.641,-0.382,-0.184
17,-1.329,-0.243,-1.095,1.123,0.655
18,-2.196,1.473,1.493,-0.651,1.555
19,1.735,1.386,-0.566,-0.467,-1.679
20,1.035,-1.108,0.043,0.274,1.086
21,-0.261,-1.493,-1.222,0.378,1.036
22,1.869,-0.561,1.012,0.95,1.857
23,1.172,0.476,-0.203,-0.286,-0.92
24,-0.056,0.345,1.277,-0.525,-1.342
25,0.214,-0.331,-0.409,0.174,0.588
26,-0.123,-0.34,-0.038,0.055,-0.316
27,-1.729,-0.359,0.649,0.971,1.012
28,0.265,0.315,-0.58,0.097,0.787
29,0.11,1.135,0.407,-0.934,0.216
30,-1.267,-0.409,0.444,-0.914,-0.2
31,0.184,0.86,0.561,-0.381,-1.055
32,0.678,-0.017,1.543,-0.423,-1.019
33,0.526,1.082,-0.043,0.37,1.351
34,2.007,-0.56,-1.632,1.92,-0.371
35,1.581,0.069,1.691,1.312,-0.661
36,-1.036,-2.068,-0.868,0.041,-1.726
37,-1.408,-0.28,2.06,-0.385,0.408
38,0.247,0.088,-1.377,-1.414,0.452
39,1.656,-1.249,0.315,1.52,-0.695
40,-0.583,-1.963,0.427,-0.687,-0.194
41,-0.891,-0.496,-1.735,-0.162,-0.299
42,-0.436,-0.183,-1.434,1.028,1.154
43,-0.309,-0.006,-1.297,0.922,-1.016
44,0.415,1.03,0.523,0.271,1.442
45,1.181,0.156,1.012,-1.1,0.604
46,1.341,-0.235,-0.551,-0.541,0.927
47,-1.627,-0.357,-0.137,-0.757,-0.428
48,-1.537,-1.083,0.39,0.164,0.884
49,1.486,0.692,-0.087,2.212,0.622
50,1.81,-0.438,0.671,-1.734,-0.532
51,-0.464,-0.119,-1.367,-1.994,1.294
52,0.582,1.313,0.761,0.146,-1.27
53,0.978,-0.224,-0.207,-0.353,-0.706
54,1.509,3.25,1.148,0.062,0.311
55,0.395,-0.65,0.258,1.705,1.519
56,0.011,0.446,-2.44,0.027,0.247
57,-0.476,0.451,1.505,-1.58,0.29
58,0.913,-0.048,0.054,-0.314,0.523
59,-1.395,1.474,0.387,0.178,-0.448
60,0.113,-1.848,-0.389,0.629,1.318
61,0.559,-1.253,-0.481,-0.938,1.231
62,0.81,-0.772,0.062,-0.866,0.839
63,0.276,-0.449,1.285,0.961,-0.862
64,-0.009,-1.495,0.027,1.945,-0.086
65,-1.39,0.463,-0.885,0.672,-0.3
66,0.017,1.639,-0.349,-0.117,1.743
67,-0.919,-1.063,-0.078,-0.352,0.324
68,1.284,0.288,0.185,-0.001,-0.389
69,-0.553,0.686,-1.033,1.099,-1.797
70,-0.086,-0.508,0.713,-0.991,0.734
71,-1.071,-0.582,0.522,0.498,-0.478
72,1.238,0.591,0.395,-0.656,-0.564
73,0.425,-0.252,1.225,1.012,0.403
74,-0.104,1.415,-0.318,0.069,0.971
75,-0.293,0.276,-0.212,0.072,0.555
76,2.305,0.404,0.355,-0.484,-0.343
77,-1.177,0.138,1.284,1.533,0.55
78,0.037,-0.583,0.212,-2.233,0.837
79,0.303,2.01,0.014,-0.522,0.149
80,0.916,-1.9,0.058,0.55,-0.723
81,-0.787,0.475,-1.049,-0.369,-1.224
82,-0.603,-1.79,-0.177,-0.514,1.221
83,0.889,-1.139,0.208,1.296,-0.806
84,-1.017,-1.7,-1.292,0.453,0.29
85,0.593,1.359,-1.077,0.991,0.079
86,-1.06,0.874,-1.089,0.727,-0.734
87,-0.421,-1.398,-1.928,0.961,0.766
88,-2.02,0.943,-0.437,0.773,0.247
89,1.106,-1.519,-0.107,-2.298,1.321
90,0.602,-1.142,-0.732,-0.968,0.755
91,0.325,-0.496,0.042,1.286,-0.466
92,-0.035,-1.112,0.975,1.043,0.112
93,0.337,-0.673,-0.496,0.703,-0.274
94,-0.791,-0.255,-0.38,0.441,-0.437
95,0.332,-0.402,1.638,0.388,1.291
96,-0.035,-0.441,-1.396,1.114,0.928
97,0.188,-0.516,-1.401,1.121,0.715
98,1.153,1.642,-0.108,0.892,-0.364
99,1.95,-0.835,-0.313,-1.45,-0.171
