data,at1,at2,at3,at4,at5
0,-1.994,0.749,1.66,-2.244,0.174
1,1.097,0.666,-0.847,-0.033,-0.786
2,-0.917,-0.045,-1.614,-0.821,-0.498
3,-1.472,1.375,0.222,0.014,0.295
4,-1.073,0.782,0.171,-0.794,1.636
5,0.737,-0.396,-0.651,-0.462,-1.467
6,0.501,0.349,0.486,-0.178,-1.577
7,0.976,-0.457,-0.924,0.577,1.799
8,0.023,-1.203,-0.121,0.339,0.198
9,-0.651,0.364,-0.127,-0.391,0.979
10,-0.5,1.564,-1.035,0.512,1.575
11,-0.177,-2.771,-0.25,-0.565,-0.136
12,0.286,-0.049,0.591,1.028,1.942
13,0.881,-0.347,0.272,-0.317,-1.78
14,0.765,-0.083,0.22,0.268,1.095
15,1.151,-1.537,-0.351,1.839,0.396
16,-0.218,-0.002,-0.299,1.655,1.216
17,0.517,0.59,-0.176,0.099,1.165
18,-1.178,0.973,0.143,-1.66,0.65
19,-0.364,0.658,-0.963,3.076,1.632
20,1.53,0.081,-1.257,0.788,0.666
21,-0.363,-0.656,-1.041,0.202,-0.782
22,-1.531,-0.222,-1.201,1.64,0.629
23,0.092,-0.345,0.434,-0.327,0.768
24,-0.065,-0.926,-0.866,0.714,1.279
25,-1.623,0.53,0.467,-1.35,-1.158
26,-0.047,-0.185,-0.041,0.014,0.518
27,0.089,-0.826,-0.854,0.386,0.094
28,1.463,0.383,-0.251,0.164,2.323
29,-0.136,0.876,-1.275,0.161,-1.596
30,-0.831,-0.417,0.625,0.273,-1.76
31,-0.291,0.453,0.112,1.879,-0.61
32,-0.128,0.287,-0.221,-0.698,-1.281
33,-0.521,0.733,-0.237,-0.854,-0.825
34,0.289,-0.611,1.36,-0.086,0.18
35,0.794,0.318,1.402,-1.11,0.124
36,-0.796,-0.168,0.699,0.62,-0.745
37,0.465,0.13,-1.577,0.388,-0.399
38,-0.912,1.419,-0.112,-0.987,0.098
39,0.036,-0.209,-0.5,0.679,0.169
40,-2.612,-0.934,0.795,-1.881,-0.295
41,0.506,-2.583,0.031,-1.57,0.207
42,0.953,-0.409,-0.041,-0.612,0.422
43,-0.931,-0.501,1.155,-0.358,-0.235
44,1.571,-0.231,-0.841,-1.135,-0.712
45,-1.638,-0.906,-1.217,-0.431,-0.82
46,0.324,-0.291,-0.282,2.014,-2.488
47,1.36,-0.601,-0.062,-1.401,0.031
48,-0.894,0.613,-1.339,0.994,0.709
49,0.526,1.281,2.184,-0.825,1.095
50,-1.674,-1.956,0.408,-0.012,0.763
51,-0.178,1.185,0.17,1.606,-0.104
52,0.7,-0.666,0.008,0.503,0.872
53,0.171,0.179,1.007,-0.854,-0.69
54,1.987,-0.262,-0.086,0.459,1.516
55,-0.501,0.962,-1.049,0.264,1.346
56,2.377,0.269,-0.165,-0.804,-0.149
57,0.784,-0.282,-0.552,-0.59,0.25
58,0.903,0.497,-2.993,-0.521,-0.362
59,-0.148,0.508,-0.611,0.615,0.057
60,-0.361,-0.032,-0.504,0.908,1.231
61,0.536,1.255,-1.935,-0.038,0.705
62,0.325,1.136,0.962,-1.323,0.486
63,-1.006,-1.247,0.155,0.609,0.316
64,-0.94,-1.238,1.182,-2.121,-0.21
65,-0.028,-1.517,-1.233,0.137,-0.084
66,-0.15,1.568,-0.836,0.027,-1.628
67,-1.372,-0.371,1.427,-0.36,-0.015
68,0.513,0.318,-1.471,0.621,-0.564
69,-2.133,0.667,1.468,0.919,0.292
70,0.091,1.441,-1.028,0.839,-0.662
71,-0.181,-0.605,1.295,-0.039,1.271
72,-0.511,-0.033,0.346,1.696,1.009
73,-0.639,-0.337,0.117,0.7,-0.174
74,-1.073,-0.355,-1.459,-1.345,-1.87
75,2.334,-1.111,0.14,0.183,-0.053
76,0.195,-0.062,-0.973,0.771,-0.504
77,0.267,0.028,0.419,-0.372,0.072
78,-2.544,1.113,0.099,1.624,1.073
79,1.079,-1.141,-0.252,-0.649,-1.536
80,1.027,1.275,-0.968,0.581,-0.0
81,-0.294,-1.607,-0.4,-0.19,-0.944
82,-0.215,-1.022,-1.45,1.116,-1.533
83,-0.768,-1.211,0.134,-0.533,-0.553
84,-0.943,0.562,2.044,0.941,0.271
85,-2.105,0.868,0.613,-0.765,-0.669
86,1.017,0.231,1.248,-1.086,-1.156
87,-0.224,0.608,-0.393,1.267,1.441
88,-0.9,-0.552,-0.838,0.373,1.318
89,0.059,0.174,-1.22,0.128,0.775
90,-0.441,0.075,0.246,-0.849,0.179
91,0.128,0.352,-0.048,-0.675,0.086
92,0.191,-0.703,-1.94,0.335,-0.15
