data,at1,at2,at3,at4,at5
0,-0.279,-2.368,-1.535,-0.711,-1.071
1,-0.248,1.607,0.639,0.332,1.738
2,0.745,1.192,1.175,0.229,-0.745
3,0.687,1.454,0.2,-0.171,0.33
4,-0.643,-0.066,-0.128,-0.548,1.302
5,-0.878,0.453,-0.878,-0.317,-0.98
6,0.123,0.308,-0.849,-0.028,-0.779
7,-0.478,2.722,-0.115,1.383,-1.303
8,1.374,-1.786,-0.91,-0.033,-0.325
9,-0.134,-0.841,0.462,-1.565,-0.16
10,1.051,-1.123,-0.802,0.074,-1.025
11,-2.4,1.024,0.38,0.266,0.7
12,2.115,-0.352,0.254,0.769,1.879
13,1.139,-0.631,0.625,-0.993,1.691
14,0.896,0.721,-1.021,1.865,-0.789
15,-0.091,-0.49,-1.09,-0.328,-0.083
16,0.693,-1.7,0.148,0.458,-0.865
17,1.092,-0.268,0.704,0.667,0.676
18,0.197,0.462,0.882,-1.145,-0.509
19,-0.539,-0.078,-1.185,1.559,-1.432
20,-1.04,0.169,0.839,-0.787,0.964
21,-0.899,-0.062,-0.471,-0.512,-1.798
22,0.369,0.072,-1.238,-0.609,-1.709
23,0.707,0.39,1.211,1.147,-0.431
24,-0.453,-0.876,0.638,-0.042,0.335
25,-0.958,1.168,1.702,-1.656,0.286
26,-0.252,0.758,-0.873,-2.535,0.238
27,-0.261,-0.767,-0.214,1.081,-1.241
28,-0.591,-0.529,0.906,0.916,1.754
29,0.302,-1.123,0.551,-0.624,-0.373
30,-0.709,-0.613,-0.108,1.287,-0.165
31,1.759,-0.311,0.329,-0.346,1.842
32,1.448,1.349,-1.463,-1.327,-0.57
33,-1.454,-0.309,0.496,-0.599,1.501
34,-2.357,0.421,-2.077,1.99,0.851
35,0.779,1.265,-1.602,1.317,1.644
36,0.453,-0.764,-1.851,-0.221,1.829
37,-0.923,-1.633,1.273,-2.019,0.17
38,-1.976,0.591,0.243,-0.311,-3.272
39,1.308,-0.487,0.375,-0.561,1.344
40,1.24,0.723,-0.296,0.874,-0.373
41,0.994,-0.617,-0.504,0.608,0.094
42,0.146,-1.141,-0.125,0.27,-0.577
43,0.013,1.02,-1.578,0.534,-2.089
44,-0.17,-0.85,-0.134,0.746,0.47
45,0.439,1.243,-2.39,-0.919,-0.44
46,0.018,0.478,1.498,-1.161,0.238
47,-0.363,-0.522,0.746,0.079,-0.661
48,-2.079,-0.889,0.07,-0.408,1.607
49,1.015,-0.548,-0.508,0.882,2.77
50,-1.138,0.753,-0.186,-0.947,0.885
51,2.399,0.459,0.854,-0.207,0.556
52,0.439,0.609,0.079,-1.32,1.112
53,-1.237,0.476,-0.403,0.962,-0.098
54,-0.496,-1.703,-1.543,-0.409,1.222
55,0.427,0.797,0.247,0.174,1.006
56,-0.791,1.031,0.229,-0.022,0.23
57,0.367,1.069,-0.826,-1.006,0.209
58,-0.26,-0.256,0.333,0.995,-0.37
59,-0.698,-0.697,-0.868,-1.29,1.114
60,-0.582,-0.408,-0.117,-0.552,1.218
61,1.017,-0.523,0.651,-0.388,0.679
62,1.871,-0.349,1.243,0.912,1.715
63,-1.849,-1.031,0.13,-0.822,1.106
64,0.775,0.653,1.629,-0.1,2.329
65,1.207,0.006,-0.193,1.296,-0.174
66,-1.343,0.71,1.45,-1.411,-0.265
67,-0.047,-0.655,0.342,-0.412,-1.438
68,1.453,0.485,-0.455,-0.909,1.748
69,-1.12,-0.315,-0.495,-1.25,0.769
70,-0.356,-0.932,-0.206,-2.362,-0.32
71,0.78,1.203,-0.319,-1.143,1.738
72,-0.823,0.997,-0.501,1.126,-0.004
73,-0.094,2.516,0.993,-0.548,-0.87
74,-0.466,-0.762,-0.536,-0.706,-0.874
75,-0.753,-1.098,-1.242,1.094,0.404
76,1.179,-1.434,-0.612,1.747,0.881
77,0.202,0.14,0.123,-0.751,-1.258
78,-0.795,-0.691,0.092,-0.882,-0.086
79,-0.137,0.489,-0.256,-2.306,-0.137
80,1.845,-1.243,0.144,0.102,0.299
81,0.251,-0.064,-0.211,0.236,0.933
82,1.509,1.239,0.495,-1.165,0.64
83,0.773,-0.453,0.452,-1.718,0.558
84,0.8,0.806,-0.684,0.219,-0.824
85,-1.743,0.738,0.799,-1.38,-0.195
86,-0.032,-0.655,-1.728,-0.731,-1.646
87,1.167,-0.933,-0.581,0.541,-2.481
88,-0.437,1.399,-0.725,0.139,-1.172
89,-0.09,0.745,0.442,-0.214,0.589
90,-0.036,-1.029,-0.085,-0.927,-1.38
91,1.493,-0.141,0.175,-0.181,-1.378
92,1.05,-0.478,-1.469,0.324,-1.872
93,-2.72,0.821,1.021,0.464,0.022
94,0.026,-0.423,-1.055,0.106,0.319
95,1.049,0.332,0.177,-0.647,0.314
96,-0.059,-1.505,-0.56,0.521,1.088
97,0.635,0.763,1.334,-0.268,-0.421
98,-0.445,0.205,0.752,-0.09,-1.278
99,1.25,-0.389,-0.126,-0.686,-0.183
100,0.7,-0.221,0.7,-0.137,0.321
101,0.613,0.733,0.781,0.259,-0.631
102,0.2,-0.151,-1.183,0.286,0.116
103,-0.967,0.406,0.388,0.926,2.065
104,1.212,-0.738,0.474,2.189,-0.933
105,-0.778,-0.933,0.784,0.158,-1.401
106,0.119,-0.504,0.212,-1.236,1.395
107,1.206,0.505,-0.671,1.225,-0.451
108,0.024,0.838,-0.124,1.323,-0.487
