data,at1,at2,at3,at4,at5
0,-1.067,-0.315,-0.088,0.16,-1.813
1,0.025,-2.228,1.538,0.355,0.188
2,0.17,-0.025,1.694,-2.386,-1.716
3,-1.978,-2.308,0.793,1.334,-1.724
4,0.808,-0.955,0.074,-0.975,0.458
5,0.099,-1.276,0.364,0.721,2.254
6,-0.977,-1.352,-1.434,2.148,0.199
7,0.959,-1.634,0.217,-1.017,-0.094
8,1.294,0.098,-1.085,0.049,0.469
9,-0.699,0.542,-1.079,-0.745,-0.476
10,-0.999,0.169,0.454,0.275,1.089
11,0.594,-2.454,-0.269,1.264,-1.483
12,-0.061,0.298,1.217,1.972,0.585
13,0.346,0.479,0.187,-0.357,0.082
14,1.946,-0.084,0.306,1.444,-0.578
15,1.754,-0.782,0.324,-0.519,1.632
16,1.062,0.957,0.826,-0.812,-0.082
17,1.513,0.763,-1.161,-0.197,-0.313
18,-1.219,0.102,1.25,0.958,1.243
19,-0.118,-0.262,0.676,1.053,-0.219
20,-3.129,0.516,0.33,-0.013,0.127
21,0.612,0.423,-0.249,-0.658,0.51
22,1.029,-1.113,0.036,0.151,1.118
23,-0.088,-0.069,-1.025,0.339,-0.893
24,-0.091,-0.966,0.415,0.011,-0.649
25,-0.45,1.524,0.128,0.149,-1.113
26,-1.193,1.412,-1.003,0.001,0.689
27,1.065,-0.043,1.347,0.683,-0.358
28,-1.109,0.121,-1.453,-1.384,0.662
29,-0.189,1.289,0.609,0.173,0.29
30,-0.479,0.429,0.308,-0.223,-0.668
31,0.286,-2.178,0.039,-0.631,0.309
32,0.051,-0.113,0.117,0.358,-0.959
33,0.858,0.953,-0.405,-0.037,0.51
34,1.082,0.872,-1.546,-0.007,1.951
35,-0.214,0.492,0.447,0.989,-1.104
36,0.48,0.769,-0.892,0.524,0.521
37,-2.496,-0.007,-0.963,1.128,0.793
38,-0.794,-0.494,-0.92,0.551,0.28
39,-1.436,-0.005,-1.042,0.363,-0.294
40,0.572,0.417,0.128,-1.633,1.444
41,2.247,-0.176,-1.472,0.038,-0.711
42,0.557,1.869,-0.076,-1.163,-0.513
43,-0.314,0.985,0.554,-0.326,-0.117
44,-0.133,-0.039,1.509,-1.286,1.327
45,0.766,0.62,-1.716,0.085,-2.048
46,-0.079,0.078,1.154,0.676,1.674
47,-1.435,-0.786,-1.769,0.101,-1.646
48,-0.104,0.084,0.595,1.47,-0.804
49,-2.3,0.691,-2.112,-0.675,0.858
50,0.796,-0.549,-1.097,-0.903,-1.966
51,0.628,-1.67,-0.679,-0.103,0.318
52,-1.189,0.575,-0.818,2.536,-0.671
53,0.907,-0.602,1.423,0.06,1.42
54,-1.356,0.168,0.638,0.839,0.481
55,1.048,0.772,0.783,0.086,-1.078
56,0.887,0.005,-0.438,-0.343,-0.083
57,-0.418,1.212,-1.266,0.123,-0.254
58,-0.995,0.515,-0.273,1.833,0.061
59,2.682,0.942,-0.577,-0.602,-1.098
60,-0.57,-0.686,-2.19,-1.592,0.262
61,0.089,0.303,0.345,-0.122,-1.719
62,-2.335,1.48,0.272,-0.219,-0.968
63,-0.588,0.658,0.221,0.061,-0.137
64,-0.793,0.04,-0.414,-0.282,-1.079
65,-1.603,-0.482,0.009,-1.311,1.1
66,0.973,0.628,-2.5,0.772,-1.519
67,0.918,0.415,-1.373,1.068,-0.399
68,0.351,-0.277,-0.187,-1.504,0.346
69,-1.351,0.619,-0.037,-0.959,-0.646
70,1.14,-1.365,0.43,0.301,1.049
71,-0.195,-0.773,-0.117,-0.515,-0.013
72,0.118,0.096,2.11,-1.067,-0.891
73,-0.508,0.189,1.635,-0.157,1.828
74,0.654,0.485,-1.979,-1.027,-1.999
75,-0.653,-0.345,1.814,-1.049,-1.56
76,-0.806,0.138,0.69,-1.552,0.616
77,-2.41,-0.807,-0.291,-1.249,-0.456
78,1.028,0.291,-1.398,-2.321,0.24
79,-1.583,0.096,-0.283,0.817,-1.005
80,-0.735,0.625,-0.384,0.48,1.092
81,-2.175,0.084,1.434,-0.575,-0.668
82,0.578,-0.031,-0.086,1.425,-0.531
83,0.377,-0.283,-0.721,0.05,-0.326
84,1.647,0.676,-0.02,-0.181,0.283
85,0.426,-1.703,-1.06,1.171,-1.232
86,-1.48,1.024,1.15,0.898,-1.534
87,0.354,0.02,1.954,0.868,-0.812
88,-1.274,-0.174,0.277,0.203,-0.586
89,-0.147,0.513,0.625,-0.404,-1.009
90,-0.34,0.4,-0.732,-0.7,-0.228
91,1.127,-0.238,2.314,-0.409,-2.049
92,-1.46,0.604,0.156,0.567,-0.428
93,0.792,-0.155,0.673,-0.597,0.831
94,0.094,1.008,0.871,-0.296,-0.253
95,1.368,-0.462,-0.65,-0.481,-0.982
96,-0.508,-0.105,-0.914,-0.628,0.428
97,1.21,-1.038,0.126,-2.172,0.349
98,-0.627,0.079,-1.108,2.435,-0.742
99,1.209,-0.321,-0.339,-0.125,-0.242
100,-0.327,0.444,1.794,0.812,-0.255
101,-2.065,0.08,-0.972,-0.424,-0.343
102,1.774,0.026,0.689,-0.67,1.186
103,0.133,-0.826,1.281,0.005,1.549
104,-1.431,-0.239,0.205,0.36,0.014
105,0.876,-0.13,1.459,-1.458,-0.798
106,-0.303,-0.018,0.089,-0.188,0.055
107,1.298,0.513,-0.594,0.647,-2.878
108,0.633,-0.141,-0.112,-0.657,-0.515
109,0.172,0.148,-0.725,-0.279,0.559
110,-0.229,-2.112,-0.732,0.36,-0.346
111,-1.453,-0.985,0.84,1.221,-0.051
112,0.576,1.675,-0.906,-0.744,0.66
113,-1.491,0.97,-1.155,0.457,0.199
114,-0.921,0.383,1.566,0.193,-1.352
115,0.308,-0.117,2.423,-1.237,1.234
116,-0.211,0.276,-1.355,-1.124,-1.81
117,-0.077,0.052,-0.495,-0.137,-2.317
118,-2.501,-0.501,0.088,0.682,0.996
119,1.246,-0.082,-1.22,-0.851,0.77
120,-0.495,1.319,-0.83,2.16,-1.217
121,1.659,0.855,2.134,-0.191,-1.4
122,-1.747,1.245,-1.206,0.757,-0.903
123,0.579,0.728,-0.291,2.909,0.932
124,-0.02,0.455,0.297,0.254,-0.554
125,0.854,0.386,1.197,0.971,1.816
126,-0.973,0.279,-0.432,-0.713,-0.177
127,-0.103,0.005,0.37,1.499,-0.989
128,-1.241,-0.231,2.505,2.037,0.279
129,0.761,-0.061,0.49,-0.875,-0.783
130,-0.245,0.974,0.366,-1.372,-0.574
131,-0.205,-0.316,0.332,0.067,-0.682
132,0.134,-0.33,1.054,-0.013,0.444
133,-0.036,0.544,0.154,-1.422,-0.338
134,-0.164,0.62,-0.876,-0.306,0.921
135,-1.697,-0.482,0.53,-0.103,0.492
136,-0.415,1.539,-0.104,-0.315,1.367
137,-0.643,-0.046,0.687,-1.535,-1.213
138,-0.515,-0.47,1.252,0.58,-0.858
139,-0.022,-2.573,0.826,2.107,-2.178
140,0.324,0.267,0.211,0.793,-0.871
141,-1.112,-0.95,-0.413,0.302,-0.249
142,0.886,1.232,-0.465,0.984,-1.831
143,0.662,-1.152,0.108,1.226,-1.2
144,-1.122,0.941,0.935,0.771,-0.809
145,-0.635,0.823,-1.774,1.243,-1.372
146,0.71,-0.381,-0.214,-0.644,-0.919
147,0.673,-1.151,0.236,0.612,0.454
148,-0.243,-1.392,0.671,0.315,-0.947
149,2.097,0.323,2.13,0.258,-0.19
150,0.176,-1.882,-0.053,-0.152,-0.045
151,-1.466,0.489,0.699,-1.104,2.181
152,2.08,-0.101,0.111,-0.652,0.015
153,0.35,0.389,-1.694,1.074,1.067
154,-0.208,-0.725,-1.712,0.984,1.653
155,0.567,-1.032,-1.667,-0.005,-0.516
156,0.723,2.529,1.04,-1.244,0.362
157,-1.463,0.163,-0.468,-0.071,-1.584
158,0.892,0.303,-0.955,2.059,-0.247
159,-0.349,1.862,-0.345,-0.868,-0.12
160,0.863,0.506,-0.445,-0.573,0.453
161,0.947,0.086,-0.434,0.2,-0.784
162,-1.956,-0.346,-1.36,-1.141,0.045
163,2.257,-0.685,-0.842,0.415,-0.17
164,-1.35,1.789,-1.72,1.934,0.819
165,-0.101,-0.923,1.356,0.322,0.339
166,-0.102,-0.864,-0.138,0.28,1.08
167,-0.009,0.567,0.445,1.329,-0.245
168,-0.023,0.156,-0.78,-0.475,2.335
169,0.153,1.919,0.679,3.014,-1.702
170,0.491,-0.4,-3.352,0.709,-1.432
171,0.484,0.42,-1.774,0.378,0.025
172,1.155,1.059,0.289,-0.897,-1.213
173,0.719,-1.714,-0.354,1.733,0.784
174,-1.131,1.43,-0.112,1.285,0.71
175,-0.854,-0.058,-0.234,1.205,0.255
176,-0.344,1.079,2.557,-1.105,0.418
177,-0.641,0.76,0.311,1.494,-0.405
178,1.405,0.155,-0.785,0.711,-0.842
179,-0.084,-1.451,-0.39,-1.475,-0.312
180,-1.22,1.204,0.518,0.016,-0.733
181,1.256,0.291,2.745,0.702,-0.294
182,-0.22,0.537,-1.489,1.087,0.389
183,-1.879,2.473,-0.166,1.569,1.169
184,-0.989,0.421,-0.983,-1.14,-1.463
185,0.855,-0.914,2.264,-0.2,-0.767
186,0.979,0.214,-0.52,-1.055,-0.581
187,-0.321,0.863,-0.723,1.459,-1.14
188,0.442,-0.488,1.416,-0.951,0.518
189,0.234,-0.002,0.844,1.118,0.315
190,-0.908,-0.125,0.148,1.295,1.038
191,1.748,-0.929,-1.013,1.931,0.302
192,0.788,0.198,0.746,-1.548,-1.324
193,-1.874,0.698,-0.467,0.119,0.17
194,1.405,1.342,3.191,0.133,-1.017
195,-0.482,-0.139,1.3,-0.661,-0.01
196,1.281,-0.944,-1.263,-0.976,-0.196
197,-0.359,0.966,-0.495,0.4,-0.894
198,-2.213,0.216,1.331,-1.774,2.388
199,-0.857,1.471,0.501,-0.195,1.033
200,1.291,1.686,-0.711,0.013,-3.182
201,2.616,0.176,-0.081,-0.892,0.462
202,0.38,0.641,0.592,0.393,1.309
203,-1.436,1.042,-0.297,-1.251,0.383
204,0.101,-0.763,-0.862,-0.297,0.224
205,0.977,-1.119,1.42,-1.47,-0.296
206,1.012,1.23,-0.592,-1.971,-0.364
207,0.05,-0.841,-0.879,1.877,1.067
208,-1.348,-1.248,0.242,0.806,-1.301
209,0.314,1.025,-0.993,0.401,-1.073
210,-0.398,-0.509,-0.603,0.1,1.198
211,0.598,0.141,-1.682,-1.248,2.251
212,0.851,0.514,-0.836,-0.974,0.498
213,0.594,-1.941,0.482,1.55,0.565
214,-2.203,-0.518,-0.193,-0.878,-0.176
215,0.605,0.276,-1.406,2.768,0.836
216,1.334,0.45,-1.156,0.843,-0.952
217,0.116,-0.11,-1.656,-1.134,-1.08
218,-1.403,-0.069,-1.278,1.182,0.816
219,1.668,0.167,-0.85,-0.206,1.157
220,0.253,-1.64,-0.665,-1.914,-0.591
221,-0.426,-0.694,-0.328,1.91,0.272
222,-0.621,-0.015,0.686,0.433,1.12
223,-0.776,-1.856,1.888,1.289,-0.596
224,0.929,0.913,0.172,-0.085,-0.805
225,0.217,-1.36,-0.384,-0.195,-0.714
226,-1.118,0.638,-0.143,-0.232,-0.308
227,0.701,1.671,0.62,-1.055,-0.256
228,0.438,1.446,-1.433,-0.602,1.861
229,-0.327,-0.547,0.126,0.587,-0.732
230,-0.03,-0.714,-0.04,-0.735,0.166
231,-1.127,-0.768,-1.045,1.484,-0.154
232,-0.137,0.533,-0.357,-0.61,-1.88
233,1.395,-1.374,-0.919,0.545,-0.464
234,1.678,0.512,-0.229,-0.284,-0.358
235,-1.463,-0.297,-1.354,2.021,-1.04
236,0.35,-1.271,1.201,0.926,0.776
237,0.152,-0.281,-0.423,1.265,1.225
238,0.973,-0.205,0.746,1.175,-0.208
239,0.682,-0.401,2.131,0.027,0.733
240,-0.44,0.258,1.721,-0.595,-0.308
241,0.068,1.132,1.156,-2.019,0.292
242,1.294,-0.107,1.248,0.486,-0.698
243,-0.424,0.004,0.469,1.242,1.144
244,-0.332,0.788,-2.272,-0.109,-0.354
245,3.114,1.014,0.326,0.765,0.486
246,0.478,-0.637,-1.286,-0.697,-0.78
247,-2.21,-1.393,1.186,-1.24,0.263
248,1.051,0.837,-0.191,0.782,2.008
249,-0.691,0.315,-0.881,0.743,-1.575
250,1.833,-1.085,0.618,0.141,0.335
251,-0.049,-0.164,-0.08,-0.748,0.648
252,-0.536,-2.935,-1.939,0.818,-0.578
253,0.724,-1.162,-0.903,-1.961,0.657
254,0.855,-2.593,0.409,-0.088,-0.111
255,-0.83,-0.213,-0.619,0.087,-0.299
256,0.421,-0.432,-0.445,-1.228,1.234
257,0.153,-0.567,0.879,0.687,1.253
258,0.381,-0.007,0.767,1.698,-0.15
259,-0.205,-0.503,-0.825,0.07,0.011
260,0.7,0.054,0.553,-1.594,0.896
261,0.44,1.247,1.684,-0.052,2.21
262,-0.17,0.224,1.477,-0.515,-0.892
263,-0.732,0.559,-0.926,-0.156,0.716
264,-0.187,0.566,-0.011,-0.379,0.102
265,-1.09,1.614,-0.004,-1.385,0.397
266,-0.556,0.875,-0.821,-0.06,-0.069
267,1.629,-0.632,-0.018,0.788,-1.925
268,-0.817,-1.131,0.421,-0.623,-0.305
269,-0.941,1.864,0.668,-0.248,-1.832
270,0.111,-0.189,0.483,1.543,-1.801
271,1.179,-0.16,-0.016,-0.272,1.571
272,-1.07,0.219,-0.422,-0.123,-1.546
273,0.309,1.892,-0.315,-0.66,1.016
274,-1.147,0.04,0.882,1.38,-0.633
275,0.103,1.178,-0.326,1.487,0.035
276,-2.338,0.067,0.358,-1.383,0.323
277,0.344,-1.456,-0.471,1.312,-1.175
278,-0.034,-0.331,1.971,-1.455,-0.62
279,-1.425,0.296,-0.773,0.494,1.07
280,0.746,0.33,0.433,-0.276,-0.644
281,-0.648,1.265,-1.342,0.798,1.134
282,-0.964,0.192,-0.286,1.227,-2.194
283,-0.936,-0.486,-2.28,-1.017,0.643
284,-0.491,-0.228,0.499,-0.474,-0.403
285,-0.239,-0.741,-0.296,-1.587,-0.544
286,-0.056,0.139,0.182,-0.41,1.468
287,0.199,-0.066,1.076,2.157,-0.361
288,-1.202,0.692,-1.296,1.06,-1.23
289,-0.439,-0.011,1.185,-0.517,1.211
290,0.568,0.162,-0.054,-0.447,0.36
291,-0.17,-0.967,0.43,-0.272,-0.451
292,0.178,-0.329,0.678,1.21,-1.45
293,0.252,-0.321,-0.371,-0.212,1.348
294,-2.399,0.284,-0.004,0.081,0.646
295,-0.879,-2.034,2.659,2.066,-1.669
296,-0.467,-0.107,-0.055,-1.12,-1.566
297,0.545,1.234,0.613,-1.53,1.133
298,1.146,-2.107,0.593,0.411,1.677
299,0.711,-2.052,0.536,-1.305,-0.487
300,-0.822,2.429,-1.126,1.782,0.599
301,-1.442,-0.593,2.043,-1.24,-0.845
302,-0.372,-1.348,1.678,0.031,0.565
303,0.599,-0.947,-0.139,-0.019,-0.208
304,-0.116,-0.309,0.084,1.727,2.389
305,-0.692,-0.512,-0.925,0.614,-0.01
306,-2.552,0.62,1.022,-0.948,0.783
307,-0.821,-0.981,-0.011,0.931,-0.91
308,-1.675,1.406,-0.212,-0.369,-1.443
309,-1.017,-2.436,-0.964,-2.015,1.27
310,0.201,-0.171,-1.173,-0.04,1.02
311,-0.059,0.572,-2.929,0.904,0.686
312,0.875,0.782,0.403,-1.474,0.85
313,-1.415,-0.261,0.544,-1.336,-0.014
314,2.002,0.577,0.72,2.303,-2.534
315,-0.815,1.364,0.083,0.139,-0.919
316,0.533,0.539,-0.537,-1.657,-0.898
317,-0.736,0.896,0.26,-1.662,-1.344
318,-1.442,0.749,1.157,-0.53,-0.138
319,-0.341,-1.202,0.372,1.424,3.147
320,1.001,-1.369,-0.244,-0.839,0.133
321,-0.588,1.708,0.915,-0.465,0.95
322,-0.107,-0.621,0.05,1.391,-1.559
323,0.689,0.503,0.117,0.673,-1.661
324,0.383,-0.224,-1.16,-1.537,0.924
325,2.035,-1.254,-0.431,-0.074,-0.77
326,-0.9,0.612,0.461,-0.208,0.543
327,-0.724,-1.404,-1.203,0.513,1.557
328,0.499,-0.855,-0.176,0.433,0.03
329,-0.116,0.567,-0.574,1.096,-0.906
330,0.326,1.586,0.574,0.899,-1.825
331,0.29,-1.308,-0.326,0.67,1.535
332,0.49,-1.086,1.998,-0.096,-1.891
333,1.191,0.673,-1.084,0.244,0.025
334,0.489,0.268,0.485,0.033,-0.288
335,-0.522,-0.742,-0.838,1.03,-0.072
336,1.053,-1.45,-0.638,0.349,0.498
337,-0.342,0.251,-1.628,0.457,-0.618
338,0.428,0.511,0.002,0.65,0.531
339,-0.623,0.085,-1.037,-0.712,0.569
340,0.852,-0.205,1.96,-0.707,-1.265
341,2.142,2.133,-0.089,-0.744,0.824
342,1.58,-1.187,-1.652,-0.068,-0.541
343,0.835,-3.384,-0.107,0.25,1.641
344,1.079,-0.016,0.874,0.816,0.374
345,0.833,0.459,0.907,0.695,-0.589
346,-0.208,0.851,-0.489,1.571,0.461
347,0.655,0.277,1.465,-0.898,-0.964
348,0.847,-0.1,0.564,0.206,-1.035
349,-0.503,-1.093,-2.104,0.315,0.049
350,0.959,-1.044,-0.381,1.926,0.225
351,0.134,-0.71,1.698,0.066,-0.643
352,-1.033,-1.37,0.177,0.93,0.196
353,-0.335,-0.618,-0.911,0.577,0.357
354,1.215,-0.296,1.825,0.619,-0.157
355,0.48,0.33,1.03,-0.122,-0.447
356,0.665,0.676,-1.452,-0.531,-0.681
357,-0.202,0.926,-0.621,1.716,1.514
358,0.343,0.717,0.207,-0.872,-1.206
359,-1.075,0.269,0.319,-0.066,0.732
360,1.349,-1.116,0.616,-1.922,-0.494
361,-0.153,-1.404,-0.668,-0.123,0.449
362,0.472,1.754,-0.926,-0.565,0.693
363,-0.512,0.937,-0.314,-0.686,-0.834
364,0.847,0.534,-0.086,-1.6,0.484
365,0.303,-0.311,-1.569,1.66,0.274
366,-1.337,0.475,0.066,0.188,-0.477
367,1.113,-0.163,2.005,-0.444,-0.74
368,2.172,-0.804,1.243,-0.154,-0.843
369,-0.132,0.853,-0.979,-0.159,1.291
370,0.329,0.098,0.277,-1.049,-0.345
371,1.718,1.059,-0.142,-0.6,-0.112
372,0.177,-1.474,-0.235,0.683,-0.095
373,0.414,-0.589,0.353,-0.899,0.242
374,0.929,0.216,-0.751,0.577,1.184
375,-0.329,-0.097,1.01,0.709,1.174
376,-0.537,2.132,0.055,0.052,1.654
377,0.562,-0.868,-1.061,-0.019,-0.301
378,-0.42,-0.897,-0.332,0.588,0.831
379,0.182,0.739,1.19,-1.444,-1.523
380,-2.062,-1.203,1.454,0.079,0.159
381,0.521,0.353,1.71,1.265,-1.876
382,-2.513,-2.194,-0.839,0.338,0.993
383,-1.181,0.308,-1.268,-0.291,0.082
384,-1.155,-0.136,-0.115,1.72,-1.376
385,0.613,0.607,0.459,2.832,0.156
386,-1.178,1.221,-0.459,-0.124,0.091
387,-0.557,-2.293,0.46,-1.362,1.504
388,-0.696,-0.007,0.714,0.865,0.84
389,-0.852,-0.557,0.376,0.411,-1.725
390,0.179,-0.756,-0.39,0.726,-1.07
391,-1.456,-1.206,-1.014,1.961,0.186
392,0.084,-1.016,0.479,-0.416,-2.389
393,0.361,-0.306,0.236,0.308,-0.178
394,-0.9,0.865,-0.461,0.134,-0.044
395,1.729,-0.149,0.332,0.158,0.866
396,-1.614,-0.231,-0.105,0.003,-0.818
397,0.823,-0.85,-1.343,-0.833,0.39
398,-0.398,-1.028,0.165,0.061,0.601
399,1.013,-0.274,-0.523,-0.207,-0.584
400,-0.349,-2.16,-0.302,0.488,-0.989
401,0.912,0.957,0.082,-0.733,0.705
402,-0.892,-1.154,-1.569,-1.016,0.177
403,0.057,-1.766,0.573,-1.02,2.476
404,-0.316,-0.71,0.097,0.165,-0.559
405,-3.15,1.829,1.093,0.891,-2.624
406,-0.802,-0.382,-1.146,0.007,0.158
407,0.157,-1.401,-1.077,0.796,1.254
408,-0.868,0.172,-0.846,-1.103,0.779
409,1.14,0.276,1.787,0.871,-0.537
410,1.222,0.216,-1.074,0.52,-1.799
411,0.109,-0.529,-0.064,-1.836,1.339
412,-0.487,-0.639,-1.005,0.703,1.954
413,0.288,-1.519,0.082,0.081,-0.429
414,0.924,2.17,-0.57,1.736,-0.004
415,1.503,-0.236,-1.224,-1.356,-0.228
416,2.002,-0.592,-0.983,-0.284,-0.768
417,1.039,0.415,1.067,-1.077,-0.964
418,0.216,0.253,1.225,-0.081,0.205
419,-0.925,0.276,0.965,0.151,1.287
420,0.775,-1.168,0.371,-1.101,-0.813
421,-1.814,-1.453,-2.634,0.918,-0.761
422,0.15,1.024,1.677,1.441,0.016
423,0.066,-0.634,0.333,0.628,0.976
424,-0.38,-1.295,0.164,-0.065,0.261
425,-0.875,0.304,1.951,-0.224,0.581
426,-0.189,1.575,0.866,1.462,-1.451
427,-0.655,-0.928,0.151,-0.88,-0.742
428,-0.237,0.187,-0.143,1.125,0.772
429,2.425,0.542,-1.188,-1.886,-2.782
430,-0.644,1.58,-0.338,0.376,-0.851
431,0.397,1.102,1.537,1.878,-1.43
432,1.462,-0.603,0.44,-1.952,-0.728
433,0.91,-0.594,0.782,0.339,0.395
434,-0.597,0.911,1.036,-0.434,0.068
435,-0.912,0.14,-0.883,-0.339,0.042
436,1.543,-0.179,0.749,0.556,0.7
437,-0.427,0.684,-1.551,0.755,0.172
438,-1.543,1.153,-0.6,-0.057,0.938
439,-2.014,-1.357,-0.057,0.001,2.493
440,-0.657,-0.99,-0.893,1.555,0.063
441,-1.347,-1.839,0.967,-2.362,1.414
442,2.037,-0.444,-0.059,-0.842,-1.105
443,-1.066,0.101,-0.725,0.468,0.388
444,-0.757,-0.001,0.875,0.473,1.555
445,1.009,-0.876,-0.544,1.266,1.761
446,-0.181,0.491,-0.459,0.468,-0.812
447,0.331,0.432,0.552,0.52,-1.522
448,-0.059,-1.442,0.115,-1.893,-3.173
449,-0.869,-0.999,-0.034,-0.88,1.84
450,-1.235,-1.078,0.428,-1.804,1.287
451,0.785,-1.283,-1.113,0.032,1.833
452,1.43,-1.814,-0.125,0.652,-0.419
453,0.582,1.467,-0.296,0.403,-1.622
454,0.233,0.014,-0.759,-0.659,0.586
455,-1.131,-0.503,0.492,0.242,0.001
456,-0.68,0.049,0.21,0.189,-0.085
457,-0.843,-1.945,-0.303,-1.084,-0.569
458,-1.694,1.114,-0.076,-0.24,1.106
459,-0.887,-1.699,-1.647,-0.159,0.836
460,-1.602,-0.35,1.556,-0.203,1.186
461,0.459,0.215,0.604,0.042,-0.92
462,1.445,-0.976,0.452,-0.994,-2.153
463,0.153,-1.072,1.183,0.146,0.064
464,1.205,0.477,-0.057,0.515,-1.811
465,1.347,0.778,1.15,-1.56,1.941
466,0.61,-0.625,-0.244,1.028,-0.277
467,1.906,-0.525,1.96,1.513,-1.334
468,0.413,-0.493,-0.406,0.37,-0.043
469,1.306,-0.058,-0.442,-1.257,0.19
470,0.762,-0.387,0.034,-0.567,0.27
471,-0.683,-0.098,-0.332,-0.32,-0.604
472,-0.486,0.76,-0.523,-1.262,0.749
473,0.225,-1.072,0.68,0.154,-0.169
474,0.206,1.672,1.159,-0.609,0.618
475,-0.858,0.267,0.43,2.01,-1.292
476,-0.136,0.163,-1.377,-0.148,0.217
477,-1.026,-0.405,1.392,1.834,0.719
478,-0.717,-0.537,0.058,1.3,1.107
479,0.291,0.385,-0.757,-2.286,-0.292
480,-0.116,0.549,-0.317,-0.486,1.376
481,0.25,0.805,0.012,-1.094,1.517
482,-0.588,0.757,0.177,-1.011,-0.624
483,-0.625,0.718,-0.364,0.937,0.613
484,0.483,-0.334,1.036,0.39,-0.622
485,-1.112,0.029,0.293,-0.962,-2.086
486,-1.86,0.146,0.293,-0.16,1.4
487,1.586,1.873,0.825,1.637,0.508
488,1.92,-0.71,-1.299,0.328,0.904
489,-0.595,-0.251,0.646,-0.207,0.592
490,-1.138,-0.853,-1.605,-0.864,0.285
491,-0.592,1.822,1.024,-0.805,-0.558
492,0.307,-0.988,-0.512,0.92,-0.656
493,-0.38,-2.267,0.738,-1.332,0.257
494,1.449,-0.131,-0.864,-0.241,0.283
495,0.611,-0.905,-0.253,-0.163,-1.218
496,0.493,-0.402,0.592,0.948,-0.221
497,-0.966,0.93,1.347,1.935,0.32
498,-0.186,-2.066,-0.192,-0.988,-1.346
499,0.614,-1.499,0.289,-1.818,-0.595
500,-1.091,-1.029,1.169,-0.775,0.011
501,1.261,-1.916,0.418,0.305,-0.711
502,-0.636,-1.067,0.686,0.304,0.565
503,-0.677,-0.579,0.291,0.095,-2.939
504,-0.913,-0.925,0.021,-1.589,0.183
505,-0.409,-0.753,-0.315,-0.654,0.029
506,0.016,1.33,-2.08,-0.435,0.419
507,-0.459,-0.272,-1.108,0.846,-0.108
508,0.001,-0.627,2.115,-0.08,-0.086
509,-0.026,0.263,-0.19,-0.841,-1.101
510,1.455,-0.038,0.07,-0.25,-1.364
