data,at1,at2,at3,at4,at5
0,0.087,-0.97,0.885,0.24,-0.28
1,0.408,0.472,-0.708,0.723,2.4
2,-0.488,-1.632,-0.012,0.265,-0.189
3,0.686,-0.06,-0.063,0.204,-0.445
4,0.317,-0.612,-0.777,0.833,-0.592
5,-0.117,0.274,-0.932,0.013,-0.935
6,-0.28,-0.99,-1.113,1.233,-0.289
7,0.565,-0.134,0.519,-0.377,0.138
8,-0.236,0.404,-0.313,-0.836,1.006
9,1.177,0.164,-0.904,0.664,0.366
10,-0.278,-1.127,2.107,0.149,-0.322
11,-2.05,-0.826,-0.584,0.46,-0.392
12,-0.726,-1.105,2.406,-1.819,0.097
13,0.788,-2.606,1.049,0.196,1.673
14,-0.611,0.578,-1.578,-1.238,0.589
15,-0.315,-0.559,1.288,-0.996,-0.52
16,0.502,0.681,0.414,-1.126,0.939
17,0.583,0.83,0.85,0.708,-0.849
18,1.153,-0.068,-1.35,-0.676,-0.185
19,0.707,0.635,-1.446,0.278,0.227
20,1.342,-0.293,-0.451,0.446,-0.667
21,-0.588,0.699,-0.821,1.676,0.495
22,-0.747,0.42,2.083,-0.775,2.839
23,0.858,-0.331,-0.371,-0.399,1.545
24,0.343,0.936,0.511,-0.959,-0.307
25,0.543,-0.802,1.178,0.012,0.065
26,1.224,1.571,-0.069,1.268,-1.09
27,-0.351,1.711,1.42,-1.661,0.503
28,-0.33,1.126,-0.893,-1.261,-0.416
29,0.423,-1.18,-0.02,2.375,0.863
30,-2.173,1.329,1.726,0.557,-0.356
31,0.115,0.414,0.35,0.702,0.996
32,0.006,0.559,-0.858,0.622,1.563
33,0.5,-0.509,1.815,-1.141,0.191
34,1.722,2.439,1.273,-0.64,0.373
35,0.118,-1.198,-0.197,-1.212,-0.799
36,-0.249,1.527,-1.543,0.488,0.778
37,0.209,0.046,0.589,-0.954,0.332
38,-1.886,0.534,-0.273,-0.026,1.985
39,-0.772,-0.262,0.7,0.124,1.155
40,-0.087,1.074,-0.783,0.312,2.787
41,1.63,-0.578,0.043,0.056,-1.244
42,1.564,-0.624,0.712,-1.735,0.363
43,-0.544,2.244,-0.923,-0.854,2.516
44,-0.086,0.91,1.367,-1.221,2.125
45,1.355,-0.67,-2.092,-1.448,-0.526
46,1.508,0.942,-0.489,-0.711,-0.94
47,1.268,-0.291,0.827,-0.392,0.837
48,0.716,-2.299,-0.337,0.154,0.249
49,-1.198,0.771,0.781,-1.168,0.966
50,0.449,0.291,1.742,-0.767,1.927
51,0.848,1.804,1.774,-0.223,1.649
52,-1.493,1.447,-0.016,-1.31,0.615
53,-1.576,-0.075,-1.247,-1.127,-0.596
54,-1.705,1.139,-1.508,0.452,-0.275
55,1.304,-0.163,-0.173,-0.828,1.525
56,-0.574,-0.606,-0.64,0.034,-1.116
57,-1.994,0.105,-0.018,1.572,1.504
58,0.093,0.875,0.736,-0.057,1.234
59,1.033,-0.459,1.551,1.174,-0.637
60,-1.172,-1.659,0.408,-0.212,-1.488
61,0.053,0.406,0.737,-1.647,0.745
62,-1.658,-2.77,1.837,-1.982,-1.849
63,0.746,-0.603,-0.743,0.152,0.669
64,-0.762,0.66,0.826,-0.545,0.359
65,1.031,0.137,-1.344,-0.275,0.157
66,2.08,-0.135,-0.114,0.865,0.804
67,0.986,1.488,-0.506,0.817,-0.671
68,0.059,-0.594,0.817,-0.48,-0.718
69,-0.938,1.726,-0.056,-0.852,0.687
70,-0.95,2.085,-0.928,-0.908,0.105
71,0.979,0.871,0.397,0.155,1.636
72,1.161,-1.192,0.02,0.355,-0.544
73,0.195,-0.066,0.424,-1.105,1.438
74,0.763,-1.196,-0.354,0.614,-0.816
75,1.924,1.512,-1.202,1.885,0.557
76,1.269,0.351,-0.995,1.013,0.218
77,-2.156,-0.24,-0.502,0.227,-0.848
78,0.803,-0.081,0.24,1.371,0.105
79,-0.641,-0.65,1.397,-1.212,0.703
80,-0.281,-0.404,-1.238,-0.429,0.681
81,-0.323,-0.21,-0.159,1.6,1.751
82,0.04,-0.516,-0.583,0.351,-0.911
83,-0.093,0.48,0.177,0.808,0.232
84,-0.517,-1.367,-0.539,0.574,-0.265
85,1.28,-1.362,-0.924,-3.25,-0.017
86,-1.989,-0.379,0.4,-0.523,0.57
87,-0.726,0.626,0.21,-0.176,2.874
