data,at1,at2,at3,at4,at5
0,-0.17,0.521,-0.425,0.951,1.346
1,-0.071,-0.299,-0.533,-0.694,-0.213
2,-0.699,0.499,-0.616,-1.792,-0.235
3,1.079,-0.465,-0.246,-0.752,-1.498
4,-0.685,-1.488,0.833,-1.31,0.965
5,0.445,0.28,-1.462,0.497,-0.075
6,-0.35,-0.34,-0.707,-0.297,-0.359
7,0.427,0.185,0.021,0.364,0.042
8,0.496,-0.286,-0.393,-2.195,0.758
9,-1.613,0.051,-0.578,0.449,1.621
10,0.324,-1.559,-1.175,0.623,-1.442
11,0.472,-1.61,2.117,1.23,2.627
12,-0.248,2.012,1.135,-0.58,0.151
13,-1.073,-0.225,-2.138,0.283,-0.434
14,0.624,1.191,0.19,0.134,0.186
15,2.075,-0.235,-0.196,-0.455,1.999
16,1.813,-0.045,-0.806,0.803,-0.04
17,-1.269,0.501,-0.118,0.32,0.821
18,-1.455,-1.132,0.35,-0.025,0.435
19,-0.289,-0.571,0.329,0.837,0.124
20,0.001,-0.457,0.453,0.716,-0.78
21,0.373,1.214,2.556,0.109,-1.175
22,-0.023,-1.155,0.841,-2.01,0.696
23,-0.704,0.055,0.572,-1.262,-0.698
24,-1.409,-0.854,-1.385,1.344,-1.274
25,1.734,0.103,0.231,-1.294,1.322
26,-0.42,0.951,-0.634,-0.563,1.837
27,0.802,-2.041,-1.657,1.798,-0.643
28,-0.928,-1.089,-0.478,-0.087,0.402
29,0.977,1.005,0.0,-0.093,-0.535
30,0.384,0.955,-0.68,-0.042,1.648
31,-1.016,-0.2,0.181,-1.638,1.225
32,0.532,-1.114,-0.36,-0.225,-0.025
33,0.186,1.599,1.983,1.02,0.745
34,0.198,0.853,-0.006,0.238,-0.307
35,1.186,-0.458,-0.88,-1.163,0.682
36,1.721,-1.577,-0.034,-0.541,0.049
37,2.07,-0.516,0.158,-0.226,0.823
38,-0.467,-0.928,0.505,-2.426,-1.678
39,0.317,0.199,-0.435,0.442,-0.399
40,-2.607,0.288,0.591,0.818,0.599
41,0.263,1.654,-0.908,-1.289,0.294
42,0.217,0.948,0.903,-0.194,-0.751
43,-1.116,-0.106,-1.275,0.13,0.793
44,1.326,-0.92,-0.302,0.644,-0.287
45,-0.118,-0.525,-0.059,0.406,2.238
46,0.121,-0.35,-0.484,-0.752,-0.469
47,-0.735,1.893,0.469,-0.392,-1.195
48,-2.14,-0.829,0.061,-0.578,1.721
49,-0.164,1.418,1.239,-1.69,1.081
50,-1.638,1.788,-0.147,1.762,-0.665
51,1.97,-0.104,-0.792,-0.994,0.426
52,0.074,2.506,-0.175,-1.7,-0.483
53,0.75,0.567,0.892,1.609,0.882
54,0.772,0.75,-0.159,-0.66,-1.453
55,0.7,0.686,-1.47,0.432,0.363
56,0.639,0.225,-0.339,-1.21,-0.942
57,-0.277,-3.032,-0.529,0.909,0.234
58,-1.291,0.435,3.041,-1.238,0.059
59,0.117,-0.33,0.397,0.127,-0.51
60,-0.202,0.606,-0.387,-0.558,-0.108
61,-0.709,-0.325,0.933,-0.117,-0.185
62,-0.372,-0.326,-0.406,-1.541,0.97
63,0.741,-1.937,-0.301,-1.827,1.291
64,0.397,0.388,0.33,-1.744,-0.914
65,0.735,0.631,-0.257,2.467,-0.816
66,1.502,-0.359,0.038,0.418,0.256
67,-1.738,0.076,-0.746,-2.432,0.27
68,0.407,-0.252,-0.507,0.389,-0.932
69,-0.123,0.705,-0.147,0.032,2.169
70,-2.242,0.906,0.441,0.684,-0.773
71,-0.305,-0.776,-0.221,0.624,0.313
72,-0.725,0.745,0.723,-0.107,1.872
73,-0.09,0.712,-0.869,-0.145,0.43
74,0.295,-2.04,0.476,-0.243,-1.177
75,1.074,0.172,-0.766,0.882,0.016
76,-0.308,-0.661,-1.105,0.527,2.289
77,0.293,0.676,-1.901,1.137,1.214
78,-2.075,-0.033,0.649,1.703,-0.408
79,0.873,2.591,1.291,-1.047,0.143
80,-0.04,1.591,-0.694,-1.442,1.972
81,1.411,-2.007,-1.85,-0.617,2.762
82,0.256,-0.629,-1.049,-0.311,-1.551
83,-1.001,-0.525,0.792,-1.138,-0.621
84,0.174,0.67,0.649,-1.629,1.624
85,0.354,1.382,-0.987,2.5,-0.767
86,-2.55,-0.165,-0.291,-0.021,-0.449
87,-0.064,0.117,-1.113,0.486,-0.271
88,-0.769,1.237,-0.681,0.302,-0.258
89,0.363,-1.529,2.286,-0.09,-0.915
90,0.221,-0.223,-0.401,-1.818,0.038
91,0.004,0.261,1.36,-1.392,1.289
92,-1.179,-0.868,-1.516,-1.247,1.019
93,-1.838,0.664,-0.952,-1.554,2.461
94,-1.4,0.819,-1.652,0.41,-0.271
95,-0.026,-0.093,0.593,0.76,-2.438
96,-0.117,0.679,0.56,0.526,0.877
97,0.406,-0.267,0.138,2.08,-0.006
98,0.669,0.282,-0.237,0.484,-1.227
99,-2.708,1.523,0.483,-0.037,1.166
