data,at1,at2,at3,at4,at5
0,0.184,1.461,-0.274,-0.647,0.312
1,0.41,0.194,-0.17,-0.432,0.318
2,2.253,-0.045,-1.247,-0.328,1.561
3,-0.045,-0.452,-1.34,-1.853,0.363
4,-0.927,2.591,-0.28,-1.166,1.289
5,2.028,0.027,-0.503,-1.307,-2.292
6,0.494,0.253,-0.81,-0.288,-0.588
7,0.265,0.437,-0.033,0.495,-3.241
8,-0.297,-0.184,-0.251,-0.732,0.641
9,-1.023,-0.841,-1.47,-0.63,1.093
10,-0.694,1.676,0.372,0.417,1.935
11,-0.485,0.594,-1.264,0.849,1.108
12,0.774,-0.241,0.524,-0.37,1.288
13,-0.641,-0.604,0.174,-0.755,-1.199
14,1.072,0.043,-1.404,0.134,-0.658
15,1.376,1.383,0.035,-1.733,0.141
16,1.081,-0.789,-1.317,-1.876,0.067
17,-0.205,0.827,-0.716,-0.344,-0.165
18,-1.359,-0.808,-0.858,0.744,0.42
19,-0.558,-1.245,-0.414,0.193,1.271
20,0.536,0.849,0.025,-0.368,-0.498
21,0.186,-0.275,0.712,-0.168,-0.319
22,0.165,-0.218,1.117,-0.904,-1.324
23,-0.516,-0.089,0.729,-0.388,-0.147
24,-1.845,-1.865,1.46,-0.275,-0.309
25,1.878,0.264,-0.775,-1.023,-1.208
26,-0.265,2.272,-0.428,0.661,-1.503
27,0.591,0.173,0.129,1.489,-0.497
28,1.177,0.463,1.653,0.268,0.283
29,0.289,-0.441,1.373,0.65,-0.947
30,0.272,-1.085,1.645,-1.029,0.926
31,0.115,-1.222,-1.045,-2.999,-0.431
32,-0.613,1.985,0.671,0.632,-0.504
33,-0.144,-0.069,-1.198,2.599,0.352
34,1.043,2.133,-1.529,-2.255,0.985
35,-0.231,0.477,0.488,-0.401,-0.606
36,0.927,-1.4,-2.283,1.583,-1.474
37,1.015,0.905,0.351,-0.073,0.468
38,-0.914,0.662,0.856,0.514,2.13
39,0.557,-0.047,0.209,2.326,-0.132
40,0.774,0.919,-1.042,0.168,-1.035
41,1.623,-1.259,0.508,-0.054,0.509
42,-0.805,-0.53,0.189,-0.357,0.62
43,-3.001,-0.254,1.393,-0.472,-0.508
44,-2.051,-1.902,0.195,1.425,0.791
45,0.014,0.366,0.381,0.014,1.108
46,0.588,-0.016,-0.379,-1.056,1.028
47,-0.339,1.179,0.047,0.148,0.038
48,0.917,0.079,-0.635,1.152,-1.867
49,-0.921,1.625,-0.294,0.538,1.169
50,-0.617,-1.527,0.514,-0.155,0.802
51,-1.667,0.117,0.996,-0.36,-0.886
52,-0.295,-0.988,-0.015,0.568,-0.309
53,0.995,-0.736,0.031,-0.811,-0.269
54,0.305,0.824,0.053,0.629,-0.274
55,-1.334,-0.7,0.248,0.911,-0.697
56,-1.15,-1.057,-0.975,1.292,0.703
57,0.011,-3.617,1.511,-0.725,-0.368
58,-0.948,-0.561,1.412,0.308,-0.942
59,-2.513,-0.63,-0.4,-0.353,-0.709
60,1.126,1.19,-0.654,-1.055,0.22
61,0.542,-1.111,-0.761,-1.192,-0.983
62,-0.549,0.899,0.364,-0.004,-0.324
63,-1.668,0.135,-0.831,0.447,2.01
64,-0.96,-0.345,0.088,-1.357,-1.279
65,0.065,-0.079,-0.747,2.63,0.84
66,-0.289,1.385,0.828,-0.969,0.544
67,0.554,-0.319,-2.389,-1.462,-0.637
68,0.724,0.195,1.39,-0.347,1.079
69,0.816,-0.781,-0.155,-0.213,-0.946
70,-0.336,0.014,0.118,-0.222,0.909
71,0.797,0.619,-0.469,-0.632,-2.11
72,-0.589,0.355,0.854,-0.155,0.194
73,-1.441,-0.799,1.407,0.336,-0.902
74,0.217,1.846,0.881,-1.548,-0.159
75,0.082,-0.018,-1.523,-0.364,-1.298
76,-0.431,1.055,-1.157,0.775,-1.14
77,0.852,0.922,-0.98,-0.776,0.386
78,-0.444,0.213,1.622,0.131,1.331
79,0.077,0.219,-0.081,1.535,1.468
80,-0.16,1.662,0.518,-0.372,0.658
81,-0.913,-0.039,1.273,0.381,-0.71
82,-1.4,-1.302,0.335,0.574,-0.746
83,-0.887,1.551,1.037,-0.862,-1.621
84,0.899,-0.206,0.532,1.11,-0.09
85,1.803,-0.353,0.082,-2.345,-0.345
86,-2.133,-0.37,0.334,1.08,-1.75
87,-0.157,-1.047,0.399,1.89,-0.689
88,1.254,0.706,1.193,0.137,1.127
89,-0.579,-0.517,-0.942,-0.994,1.285
90,0.618,0.305,0.232,-0.787,-0.203
91,-0.553,0.396,0.998,-1.277,-0.069
92,0.867,0.541,0.353,-0.23,0.377
93,-0.46,-0.818,0.081,-0.537,1.36
94,0.759,-1.247,-0.793,-1.449,-0.337
95,-0.133,0.014,0.462,0.984,-0.195
96,0.542,1.39,-0.383,0.241,-0.4
97,-0.932,1.095,0.337,0.992,-0.922
98,-0.434,1.743,-0.746,-0.089,-1.049
99,-1.261,0.979,0.381,0.29,-0.478
