data,at1,at2,at3,at4,at5
0,-1.311,-0.516,0.897,-0.783,0.185
1,-0.576,-0.49,0.893,0.412,1.463
2,0.147,0.223,-1.378,-1.076,0.414
3,-1.351,1.464,-0.562,1.998,1.417
4,-0.954,-0.1,-1.106,0.389,0.649
5,0.667,-0.23,0.511,0.771,0.717
6,-0.292,-2.096,1.777,1.92,0.169
7,-2.085,0.961,0.919,-0.183,0.726
8,0.709,-0.262,0.219,-0.102,-1.702
9,0.674,0.191,-0.278,0.611,0.561
10,0.868,-0.545,0.371,1.148,-0.572
11,-0.168,-2.06,0.88,-0.159,0.911
12,1.228,-0.937,0.256,-1.83,-0.077
13,-1.143,0.021,-2.144,-0.972,-1.087
14,-1.609,0.323,-0.521,-1.733,0.351
15,0.742,0.026,0.14,0.154,0.973
16,-0.312,-0.206,0.952,0.219,1.142
17,0.899,-0.492,1.239,-1.025,0.051
18,-0.173,-0.317,1.19,1.504,0.559
19,-2.031,1.436,-1.589,-1.001,-0.411
20,-1.247,0.668,1.725,-0.187,1.188
21,1.733,0.116,0.827,0.363,-0.653
22,-0.916,-1.434,0.291,-0.725,0.702
23,0.058,0.352,-0.644,0.597,2.656
24,-1.718,-0.277,-0.459,-0.057,1.452
25,1.101,0.189,-2.004,-1.146,-0.977
26,-0.627,0.503,1.407,0.217,0.928
27,0.454,-0.333,1.159,0.929,3.145
28,0.453,0.358,-0.41,-0.662,0.018
29,-1.48,1.199,-2.025,-0.875,2.22
30,-0.575,0.496,0.411,0.223,1.297
31,-0.019,0.452,0.383,0.667,-0.253
32,-0.036,0.448,-0.501,0.621,-0.565
33,-1.375,0.799,-0.658,1.681,-0.697
34,-0.709,-0.032,0.597,-0.63,-0.588
35,-0.188,1.022,0.054,0.779,1.464
36,0.545,-1.844,-0.589,-0.643,-0.523
37,0.137,-1.294,0.621,0.315,0.076
38,-0.952,0.045,-0.565,1.431,-1.091
39,1.438,0.953,0.835,-2.344,0.54
40,0.956,-1.09,-1.699,0.042,0.8
41,0.46,-2.061,1.129,0.27,-0.777
42,-2.235,1.136,-1.068,-0.385,-0.718
43,1.474,0.01,0.558,-1.895,-0.701
44,0.143,-0.756,-1.464,-1.212,-0.37
45,-0.109,-0.589,-0.296,1.258,0.519
46,0.258,-1.756,1.124,2.697,0.559
47,0.849,0.803,-0.718,-1.07,-0.767
48,-0.092,-0.152,1.053,0.432,0.851
49,1.093,-0.999,-1.268,0.312,-0.601
50,-0.633,1.269,1.445,-0.819,0.37
51,-0.267,0.049,-2.252,-0.831,-2.415
52,0.296,-0.072,-0.373,-0.599,0.604
53,-0.078,-0.362,0.799,0.036,-0.677
