data,at1,at2,at3,at4,at5
0,-1.085,-0.597,-1.058,0.972,1.029
1,0.231,1.443,-0.583,0.631,0.495
2,-0.233,-1.752,-1.409,0.335,-0.477
3,-0.044,0.241,-2.166,-0.445,-0.456
4,-0.788,-0.078,-0.382,-0.643,1.376
5,-0.744,0.382,-0.162,0.125,1.444
6,0.755,1.396,0.265,-0.894,-1.438
7,0.582,-0.161,-0.904,1.117,-0.771
8,-0.751,1.469,-0.286,-1.101,0.935
9,-0.295,0.419,-0.106,0.13,-0.288
10,0.562,1.392,0.309,-0.974,-1.35
11,-0.119,-0.863,-0.827,-0.339,0.234
12,0.139,-1.076,-2.186,0.449,0.426
13,1.27,-0.965,0.728,0.029,-1.448
14,1.055,-1.716,-0.526,0.744,1.516
15,0.478,1.089,0.832,1.282,1.552
16,-2.932,-0.31,0.246,0.343,-0.158
17,1.74,0.464,0.152,-0.76,0.279
18,1.614,-0.158,0.835,-0.196,0.26
19,-1.225,0.879,-2.37,-1.338,0.596
20,1.399,0.331,2.249,1.274,1.021
21,0.253,0.036,0.19,1.064,0.151
22,-1.374,0.407,-0.909,-0.207,-0.83
23,0.268,1.293,0.316,2.028,-0.611
24,-0.568,1.54,0.711,0.318,0.584
25,1.192,0.237,-1.875,1.037,0.457
26,0.64,0.558,-1.55,0.103,1.081
27,-0.869,1.486,0.533,0.73,0.805
28,2.276,0.559,0.435,0.828,-0.185
29,0.216,-0.246,-0.533,-0.724,0.708
30,1.263,0.491,-0.32,-0.345,-1.059
31,1.289,-0.763,-1.678,1.366,-0.351
32,-0.124,-0.794,-0.299,1.559,-0.458
33,0.233,-0.684,0.71,-0.034,1.614
34,0.805,0.454,-1.451,-0.891,0.041
35,0.024,-0.235,-1.072,0.256,-0.745
36,0.601,2.303,0.262,-1.001,1.114
37,0.64,-0.492,1.063,-0.13,-1.989
38,1.469,0.098,-1.417,-0.529,-0.345
39,-1.164,0.828,-1.225,0.162,-0.283
40,0.073,-0.728,-0.632,-0.48,-0.662
41,-0.293,0.326,0.156,0.479,0.823
42,0.442,-1.494,1.134,-0.493,0.17
43,-1.023,0.41,-0.924,-1.077,-1.244
44,0.987,-1.066,0.466,0.597,0.774
45,-0.102,-0.551,-0.591,-0.689,0.296
46,-1.147,-0.224,-1.874,-0.066,-0.264
47,0.387,-0.814,-2.041,-0.927,-1.331
48,0.556,-1.794,1.733,1.474,1.26
49,0.489,0.47,-0.054,-1.577,-1.089
50,0.759,0.524,-0.406,0.348,1.284
51,0.676,-0.103,0.834,0.936,-0.373
52,0.9,-1.076,0.528,-0.852,0.016
53,-0.804,0.65,0.65,-1.624,0.795
54,0.154,0.943,-1.045,1.315,0.775
55,-0.101,-1.813,0.096,0.818,-0.658
56,0.046,-0.001,-0.646,-0.034,2.161
57,-0.418,0.634,-0.925,-1.866,-1.808
58,0.384,1.877,0.108,1.283,0.053
59,-0.095,1.166,0.905,-0.769,0.361
60,0.043,1.511,0.041,0.555,-0.189
61,1.994,-0.555,-0.778,-0.516,-0.864
62,1.266,-1.862,1.12,-1.151,0.401
63,1.093,-1.766,-0.564,-0.409,-0.507
64,-0.017,-0.255,1.252,-0.486,-0.319
65,-0.008,-0.04,0.093,0.41,-0.673
66,2.553,0.096,-0.377,0.026,0.97
67,1.898,-1.534,-2.011,1.141,-0.304
68,0.149,-0.054,0.19,0.943,-0.693
