data,at1,at2,at3,at4,at5
0,-1.697,1.034,-0.875,-0.975,-0.037
1,-0.477,-1.168,0.973,-0.739,-1.095
2,1.552,0.038,1.166,-0.512,0.715
3,-0.114,-1.246,0.514,0.901,-0.669
4,0.404,1.388,-0.272,0.937,1.436
5,-0.763,0.665,-1.801,0.612,-1.013
6,-0.382,-0.438,-2.337,-0.393,-1.565
7,-0.819,-2.823,0.769,1.479,-0.243
8,0.683,-0.891,0.894,0.635,-0.943
9,0.447,0.44,-0.262,-0.601,-0.693
10,-0.495,0.155,0.171,0.593,-0.439
11,0.283,0.318,-0.878,0.913,-0.078
12,0.823,2.067,0.245,-0.78,0.26
13,-0.287,-0.688,-1.348,0.884,-0.551
14,-1.196,-0.678,-0.262,1.883,-0.516
15,0.65,-1.124,1.206,2.032,-0.567
16,0.863,0.306,-0.863,-0.28,0.565
17,-0.959,-0.519,-0.839,-1.883,0.216
18,-1.879,1.458,-0.26,0.878,-1.439
19,-0.358,0.379,1.079,0.281,3.144
20,1.643,1.662,0.026,0.406,-0.501
21,0.175,-0.807,-1.569,-1.484,0.665
22,-0.044,-0.367,0.789,-0.54,-0.469
23,-1.38,1.19,0.543,0.401,-1.89
24,0.309,0.179,-0.163,0.151,-1.176
25,-0.666,0.226,-1.441,1.024,-0.834
26,-0.059,-1.461,0.011,-0.359,-0.28
27,-1.991,-1.197,0.691,1.177,-0.698
28,0.246,2.307,-1.108,0.506,0.388
29,-1.115,-1.697,-0.941,0.252,1.759
30,0.18,0.036,-0.606,0.708,-0.014
31,0.276,0.26,-1.63,-0.775,0.352
32,0.09,0.636,-1.111,1.709,0.309
33,-2.18,-0.098,0.151,-0.337,-2.394
34,-1.123,0.186,-1.833,-1.94,-0.403
35,-0.096,0.516,0.47,-1.514,0.6
36,0.885,-0.854,0.625,0.651,0.081
37,-0.275,0.253,0.045,0.728,-0.993
38,0.154,-0.195,-2.692,-0.842,-1.175
39,1.704,-0.807,-1.449,0.051,0.957
40,-0.194,-0.374,2.496,0.964,-1.027
41,-0.262,0.436,-2.222,0.038,-0.879
42,0.946,-0.132,0.221,0.243,-0.83
43,-0.633,0.55,1.721,1.72,0.237
44,0.746,0.165,-0.851,-0.617,-1.021
45,-1.461,0.269,0.629,-0.864,1.196
46,-1.794,0.507,-0.968,-0.555,0.27
47,-0.961,-0.173,-0.533,-2.448,1.772
48,-0.458,0.727,-0.738,0.544,0.79
49,-0.525,0.073,0.079,0.062,0.475
50,-0.25,0.791,0.037,0.448,0.877
51,0.891,-1.127,0.223,-1.626,2.07
52,0.554,-0.651,0.859,-0.201,-0.765
53,-0.993,1.517,0.328,-0.692,0.819
54,0.28,1.062,2.4,0.33,-0.072
55,-1.318,0.143,-0.971,0.3,0.261
56,0.295,0.547,0.084,0.595,1.053
57,0.48,-1.355,1.284,0.257,0.933
58,0.769,0.627,0.473,-2.303,0.514
59,-1.889,-1.184,-0.317,-0.119,-0.379
60,0.546,-0.208,0.105,1.549,0.27
61,-1.146,-0.604,1.674,0.309,0.447
62,-0.278,-0.337,0.258,0.543,-0.072
63,-1.253,-0.04,-1.408,0.98,-1.108
64,-0.854,-0.614,-0.28,0.818,0.081
65,-0.243,-2.166,0.112,1.337,0.926
66,-0.114,0.277,0.535,0.144,0.2
67,1.023,-0.149,1.642,0.84,-1.429
68,0.599,0.932,-0.018,-0.243,-1.199
69,0.482,0.298,-1.217,-0.585,-0.971
70,-0.506,1.393,0.623,1.279,-0.483
71,-0.102,1.527,-0.217,-0.316,1.374
72,0.004,-0.338,0.412,-0.378,-0.544
73,-1.049,-0.821,0.362,0.871,1.132
74,1.246,-0.827,0.747,1.001,-0.334
75,1.165,0.852,0.333,-1.201,-0.325
76,2.352,-0.394,-0.38,-1.127,0.401
77,-1.148,-0.272,0.201,0.397,-0.387
78,0.536,0.963,2.564,-0.437,1.57
79,-1.056,0.097,-1.069,0.164,0.781
80,-2.034,-0.027,0.366,1.521,0.037
81,0.778,-1.182,0.412,-0.815,-0.762
82,1.108,-1.108,-1.555,1.322,0.826
83,-1.696,-1.226,0.757,1.707,-0.813
84,-1.675,-0.577,0.306,-0.056,0.486
85,-2.393,0.064,0.32,-0.845,-0.367
86,-0.196,0.543,0.081,2.548,-0.784
87,-1.066,1.03,-2.262,1.139,0.439
88,1.075,-0.713,0.83,-1.275,-0.665
89,-0.299,-0.674,1.355,-0.104,0.626
90,1.162,2.128,-0.647,0.174,0.726
91,0.525,-1.714,-1.648,-0.664,0.84
92,1.147,1.34,-1.013,1.533,-0.7
93,0.511,-2.301,-0.599,-0.029,1.561
94,0.243,-1.302,-0.771,0.286,-0.448
95,0.993,0.136,-0.778,-1.337,-0.779
96,2.21,-0.296,-0.401,-0.579,0.415
97,-0.799,-1.152,1.947,0.385,0.248
98,-0.019,0.095,0.737,0.732,0.026
99,-0.324,0.096,0.231,0.849,1.255
