data,at1,at2,at3,at4,at5
0,-1.711,1.002,0.092,-0.518,-0.244
1,-0.2,0.421,0.827,0.775,0.312
2,0.384,0.292,1.222,1.623,-1.121
3,-1.04,0.816,0.022,0.204,0.109
4,0.102,-1.196,-0.247,0.411,1.418
5,-0.498,-0.182,0.206,0.77,-0.521
6,0.616,0.029,-0.333,-0.627,-0.307
7,-1.1,-1.867,-0.647,0.262,1.238
8,-0.359,0.326,-0.479,1.803,-0.287
9,0.187,-0.491,0.161,-1.24,0.26
10,-1.258,-1.872,0.092,-0.551,0.535
11,0.221,-0.539,-0.614,1.764,-0.204
12,0.501,-0.922,-0.167,0.545,-1.013
13,-0.049,-0.167,-0.791,0.745,0.421
14,1.76,2.058,0.657,1.446,1.147
15,-1.58,-1.078,0.234,-0.914,0.498
16,-0.519,-1.076,-1.379,0.753,-0.158
17,-2.161,-0.523,1.246,0.869,-1.017
18,-0.816,1.488,-0.17,-0.265,0.433
19,-1.073,-0.388,0.115,0.741,-1.59
20,0.682,0.444,0.114,0.257,-0.954
21,-0.81,1.324,-1.399,0.211,-1.268
22,-0.89,-0.409,0.722,-1.301,0.059
23,-0.013,0.851,-2.381,-0.733,0.095
24,-0.228,-0.688,-0.858,0.813,-2.586
25,0.017,-1.077,-0.967,0.812,-0.541
26,0.345,0.828,-0.31,1.685,0.125
27,-1.908,2.098,-0.134,0.474,1.393
28,0.36,0.016,-0.606,-0.259,-0.094
29,0.29,0.95,0.161,-0.058,-0.927
30,-0.7,-0.802,-0.351,1.027,1.62
31,-1.878,0.692,0.072,1.36,-0.523
32,-1.544,-0.384,-0.018,0.032,-0.629
33,0.53,0.316,-0.62,2.644,1.247
34,1.129,-2.359,2.146,1.444,-0.54
35,0.014,0.735,-2.066,-0.856,-0.737
36,-0.545,-1.232,-1.026,-0.878,1.56
37,2.805,-0.14,-1.379,0.682,-1.814
38,1.755,0.754,0.087,-0.111,1.715
39,1.547,0.157,0.506,1.578,-0.661
40,1.021,-0.16,0.149,-1.016,-1.784
41,-1.416,0.283,-0.621,0.371,0.125
42,1.633,0.445,-0.279,-0.705,-0.019
43,0.284,0.204,-1.462,-3.221,0.376
44,-0.912,0.116,-0.498,-0.524,1.75
45,-0.943,1.641,0.617,-3.496,-0.933
46,0.441,-0.352,-0.192,-0.692,0.618
47,1.916,1.243,0.416,-0.931,1.244
48,-0.511,-0.083,0.948,1.061,0.374
49,1.117,-0.085,0.898,1.649,-1.132
50,1.074,0.441,0.788,2.202,1.021
51,-0.026,-0.134,-2.272,0.871,-0.755
52,0.242,-0.696,0.987,1.534,-0.826
53,0.465,-0.31,0.681,-1.127,1.791
54,0.242,-0.039,-1.263,-0.492,-0.281
55,-0.766,0.081,-0.188,1.635,0.266
56,0.234,0.373,0.956,1.388,-0.83
57,-0.209,-0.9,0.389,-1.809,-0.506
58,-1.253,0.293,0.699,-0.647,-1.195
59,0.891,-0.982,0.641,1.737,0.75
60,1.03,-1.472,-0.531,0.647,1.197
61,-0.442,0.063,0.509,-0.017,0.95
62,-0.882,1.286,-0.566,-0.346,0.299
63,1.266,-0.64,-0.287,-2.035,1.348
64,1.597,-0.051,-0.256,0.678,-0.109
65,0.388,1.722,-0.044,-0.244,-0.047
66,-0.678,-1.55,0.576,-0.354,-1.569
67,0.448,-1.087,-1.529,-0.186,2.574
68,-0.663,0.974,-0.224,-0.004,-1.253
69,0.526,-0.118,-0.801,0.315,-1.426
70,-1.336,0.94,-1.507,-0.538,1.685
71,1.389,1.149,1.523,0.41,0.888
72,-0.368,-0.089,0.208,-0.347,0.046
73,-0.651,0.329,-2.174,-0.443,0.036
74,0.717,0.386,-0.244,0.326,0.934
75,-1.37,-1.639,-0.597,-0.397,-0.759
76,0.365,-1.728,-2.175,-0.035,0.747
77,-0.413,0.17,-0.239,0.667,-0.6
78,-0.444,-1.284,-2.629,-2.221,-0.937
79,-0.103,2.277,0.523,-0.06,0.611
80,-0.654,-0.499,-1.059,0.348,1.585
81,-1.57,-1.513,-0.218,0.152,0.764
82,0.031,0.038,0.629,1.032,-0.661
83,1.322,1.342,0.898,-0.713,-0.133
84,0.388,0.795,0.197,-0.68,0.33
85,-1.281,-0.072,1.991,-1.133,-0.816
86,-0.241,0.11,-0.252,-1.322,-1.493
87,1.17,-0.311,0.784,-1.148,0.262
88,0.62,-0.055,-1.081,-0.092,-0.833
89,-1.519,-0.986,0.548,-1.503,-1.085
90,1.083,1.051,-0.303,0.515,-0.523
91,0.394,-1.88,0.959,-0.65,-0.786
92,0.675,0.422,-1.204,1.891,0.176
93,0.227,-0.226,-1.845,1.302,1.222
94,1.383,-0.518,0.604,0.564,1.184
95,0.673,1.92,0.055,0.314,0.005
96,1.282,-0.614,-0.417,0.91,-1.503
97,0.48,1.695,0.383,0.562,1.21
98,0.184,0.44,1.592,-2.056,-1.13
99,0.216,-0.092,2.039,-2.299,1.247
100,-0.157,0.33,1.255,-1.112,0.313
