data,at1,at2,at3,at4,at5
0,0.764,0.598,-1.2,-1.346,0.593
1,-1.034,1.482,-1.363,0.758,0.519
2,1.107,0.603,0.204,-0.188,-1.398
3,-1.012,-1.419,0.396,-0.872,-0.144
4,0.197,-0.132,-1.581,0.786,0.291
5,0.933,0.313,-2.325,-1.729,-0.014
6,0.602,0.634,0.279,0.737,0.3
7,1.023,0.917,-0.486,-0.847,0.141
8,-1.387,-0.501,0.383,-0.852,-0.837
9,0.918,1.189,0.422,1.235,2.785
10,-0.661,-0.612,-1.064,1.032,0.175
11,-0.82,-0.418,0.13,0.069,-1.11
12,-1.211,-1.248,-2.822,-0.433,0.914
13,1.436,-0.526,0.286,-0.014,-0.065
14,0.071,-0.185,-0.254,0.068,-1.091
15,0.486,-1.088,-1.434,1.83,0.564
16,-0.845,-1.498,0.522,0.091,0.658
17,0.861,1.087,-1.087,-0.569,0.217
18,-0.037,1.053,0.061,-0.33,-0.176
19,-1.629,-0.745,0.614,-1.149,-0.254
20,0.272,0.494,0.095,1.073,1.511
21,-0.176,0.561,-0.081,-0.25,-0.242
22,0.314,-0.708,-1.545,0.812,0.471
23,-0.685,-1.597,0.487,0.443,0.493
24,-0.777,-0.887,0.671,0.028,-0.549
25,-0.601,0.002,0.421,1.349,-0.929
26,0.809,0.21,-0.458,0.345,-1.744
27,-0.454,0.261,0.412,-0.649,0.841
28,1.777,0.413,-1.336,2.133,-1.283
29,-2.099,-0.292,-0.414,0.816,1.087
30,0.199,-0.601,-1.237,-0.226,1.146
31,0.94,-1.479,-0.393,1.261,0.668
32,1.733,0.224,-1.291,1.703,-2.066
33,-0.339,1.825,0.822,0.096,0.765
34,0.888,-0.254,-0.193,1.296,0.518
35,1.445,2.287,2.113,-0.748,-1.313
36,1.914,0.09,0.044,1.42,0.393
37,-0.182,-1.251,0.726,1.69,-0.237
38,-0.356,0.771,-0.491,0.612,0.199
39,-2.32,-0.305,0.734,1.596,1.94
40,-1.448,-1.804,0.575,-0.242,-0.345
41,0.573,0.82,0.941,0.019,-1.282
42,-0.482,1.078,0.114,0.19,-1.153
43,-1.022,-0.683,0.767,-0.773,1.66
44,0.366,-0.481,-0.128,3.16,0.704
45,0.536,-1.005,1.596,0.945,0.114
46,1.143,-0.956,-1.138,0.628,1.036
47,0.29,-1.451,0.145,1.503,-0.212
48,1.329,-0.453,-0.563,-1.013,-0.387
49,-0.401,0.409,2.036,-0.087,-1.063
50,-1.209,1.977,-1.197,0.561,-1.586
51,0.04,0.33,-0.256,-0.702,1.827
52,-2.622,-0.844,-0.268,-0.733,-0.964
53,-0.666,-0.42,0.693,-0.812,-0.331
54,-0.181,-0.179,-0.37,-0.605,-0.527
55,-0.696,0.499,-1.084,1.896,0.161
56,0.626,-0.126,1.602,0.218,-0.497
57,0.43,0.177,-1.322,-0.001,1.532
58,-0.031,0.619,0.022,-1.181,-1.867
59,-1.433,1.282,0.222,-0.347,-2.107
60,1.281,-0.256,0.671,0.138,0.329
61,0.936,-2.002,-0.931,-1.197,-1.562
62,-2.343,0.457,-0.447,1.146,-1.54
63,-0.57,1.348,0.55,-1.847,1.825
64,2.127,1.414,-0.494,0.415,-0.12
65,1.01,0.47,0.695,1.634,-0.037
66,-0.598,0.083,0.438,1.35,0.523
