data,at1,at2,at3,at4,at5
0,0.034,0.634,-0.092,-0.291,-0.132
1,-1.464,-0.16,-0.654,-0.066,-0.312
2,2.125,1.654,0.579,1.511,2.016
3,0.903,0.243,-0.614,-0.844,1.554
4,0.63,0.517,1.95,-1.628,-1.16
5,0.338,0.291,0.764,-0.252,-2.028
6,0.563,-0.588,0.13,-0.211,0.251
7,0.32,0.302,0.146,1.083,1.052
8,1.035,0.943,-1.255,-0.683,-1.513
9,0.327,-0.812,1.58,0.143,2.215
10,-1.128,-1.633,0.464,-1.201,0.603
11,-0.64,1.413,0.923,-0.223,0.622
12,-0.754,-1.901,0.971,-0.001,0.004
13,0.665,0.546,1.258,-1.224,-0.416
14,0.431,0.483,-0.172,0.538,-0.526
15,-0.092,0.402,-0.961,-0.382,0.775
16,0.436,-1.049,-0.391,0.661,-0.601
17,-0.271,-1.047,-0.3,-0.304,0.121
18,0.387,-0.259,1.113,1.061,-0.738
19,0.206,0.433,0.421,1.365,-1.075
20,1.207,-0.771,-0.061,1.857,-0.273
21,1.385,0.784,-1.359,0.886,-0.098
22,0.693,-0.07,-1.475,2.567,-0.976
23,0.587,-1.277,-0.714,-0.924,-1.627
24,0.512,-0.256,1.671,1.912,-1.358
25,0.455,0.162,1.398,-0.854,1.457
26,-1.503,-0.402,-1.585,-0.684,0.086
27,-0.843,0.407,0.537,0.194,-0.803
28,-1.517,0.586,-0.332,0.668,-1.025
29,-0.468,-0.345,-2.159,-0.432,-0.353
30,-0.727,-0.326,0.091,-0.145,0.142
31,0.682,-1.107,0.725,-1.228,1.089
32,0.363,-1.261,-2.172,-1.995,-1.261
33,0.212,-0.31,0.479,-0.474,-0.766
34,-0.674,1.312,0.599,-0.128,-0.344
35,-0.135,-0.127,1.042,-0.074,-1.171
36,-0.004,-0.805,0.243,0.035,0.305
37,-1.271,-0.47,-0.955,0.54,0.399
38,-3.235,0.197,0.173,0.805,1.299
39,-0.284,-1.392,-0.994,1.164,-0.856
40,1.973,-0.595,0.22,0.291,-0.51
41,1.437,1.517,0.455,0.389,0.852
42,0.758,1.397,-3.401,-0.621,1.713
43,-0.724,1.312,-0.368,1.234,0.63
44,0.764,-0.036,1.754,0.449,0.482
45,-1.441,-0.965,-0.125,-1.423,0.828
46,-0.615,1.798,-0.438,0.139,0.538
47,0.208,-0.23,1.53,0.438,0.036
48,-0.574,1.419,0.178,0.954,-1.384
49,-1.049,-0.34,-0.311,0.222,0.232
50,1.571,0.035,0.059,0.941,-0.01
51,-0.922,-0.014,1.328,-0.878,-1.9
52,0.75,-0.5,1.629,-1.837,-0.76
53,0.031,-1.531,-1.226,-0.193,-0.308
54,-2.074,0.703,1.073,-0.523,0.177
55,1.614,-1.395,-0.114,-1.04,0.678
56,1.104,-0.931,-0.8,0.87,0.435
57,1.228,-0.347,-1.054,-1.23,1.562
58,1.47,-0.665,-0.289,-0.261,-1.383
59,2.391,0.162,1.403,0.813,-1.287
60,-1.24,0.734,0.213,-0.371,-2.503
61,-0.166,1.163,0.63,0.937,-0.684
62,-0.627,0.917,-0.424,-1.287,0.32
63,-0.301,-0.439,0.287,-0.572,-0.142
64,0.77,0.727,0.357,0.854,2.704
65,0.709,0.234,-0.519,-0.46,1.639
66,-1.172,0.443,-0.17,-0.833,1.161
67,1.364,0.207,-0.594,0.919,-1.445
68,-0.408,0.001,-0.307,0.246,0.711
69,0.943,-1.324,-2.389,0.939,-1.435
70,0.313,-0.799,0.253,0.119,-0.385
71,-0.306,-0.82,-0.919,-0.353,-1.824
72,0.702,-0.734,-1.016,0.525,0.578
73,-0.017,0.615,2.436,-1.215,-1.32
74,1.392,0.536,-0.267,-1.179,2.04
75,-0.015,1.448,-1.072,-0.008,0.955
76,-0.405,1.298,-0.322,-1.612,1.076
77,1.124,-1.294,-1.254,-1.269,-0.28
78,0.525,-0.755,-0.81,1.174,0.297
79,-0.238,0.686,-1.061,0.543,-0.115
80,1.097,-1.068,-1.167,-1.005,0.762
81,-1.979,0.097,0.318,0.102,-0.696
