data,at1,at2,at3,at4,at5
0,0.151,0.04,0.219,0.537,0.371
1,0.202,-1.785,-1.202,0.379,-0.91
2,-1.183,1.089,1.335,1.117,-0.092
3,-0.093,-1.484,-0.466,0.552,-0.287
4,0.743,-1.033,-0.471,-0.591,-0.353
5,-0.215,-0.792,-0.712,1.969,-0.573
6,-0.961,-0.717,0.245,-1.146,1.073
7,-1.225,-0.422,-0.573,-0.571,-0.954
8,1.585,-0.891,0.669,1.803,-0.537
9,-0.808,-0.714,0.59,-0.463,-0.127
10,0.509,-1.385,-1.274,-0.532,2.745
11,-0.798,0.33,0.344,0.201,-0.323
12,-0.652,-0.563,0.339,0.731,0.44
13,-2.009,0.23,0.255,0.02,-1.583
14,0.008,0.356,1.778,-0.816,0.761
15,-1.97,0.974,2.302,-0.701,-1.037
16,-0.615,-0.844,1.168,-0.347,0.108
17,0.799,1.185,-0.069,0.164,0.988
18,0.517,-1.982,-0.918,-1.081,-0.38
19,1.104,-1.065,1.126,-0.248,0.958
20,0.262,-0.197,1.963,-0.405,0.07
21,-0.853,0.979,-0.775,-1.748,-0.78
22,-0.712,-0.279,-2.052,-0.65,-1.84
23,0.675,0.506,-0.483,-0.351,1.065
24,-0.466,1.434,-1.084,-0.145,1.587
25,0.608,0.796,0.354,-1.329,1.606
26,0.816,-0.451,-2.683,1.126,-0.428
27,-1.203,0.375,0.897,-1.596,1.346
28,-0.039,-0.399,-0.55,-0.932,0.035
29,-1.618,-1.487,-0.496,0.004,0.232
30,0.636,1.831,0.97,2.652,0.547
31,-0.5,-1.4,-0.327,-0.042,-1.429
32,-0.939,1.325,0.915,1.352,-0.555
33,2.843,2.483,-0.136,-0.331,-1.618
34,-0.303,0.253,-0.613,1.625,-0.665
35,-1.927,-1.513,-0.266,1.681,-0.568
36,-0.119,0.073,-0.338,1.395,0.709
37,-0.078,1.607,0.87,0.81,0.566
38,-0.907,1.648,1.515,-0.248,1.667
39,2.418,1.072,-0.353,0.511,0.203
40,-1.827,-0.104,1.974,1.183,0.136
41,-1.765,-1.366,1.364,0.627,0.374
42,-2.259,0.759,-0.414,-0.537,0.228
43,0.369,-0.217,-0.233,-0.383,-0.135
44,1.354,-0.545,-1.611,-0.066,1.422
45,-0.514,1.005,0.668,-0.625,0.629
46,0.376,0.257,1.448,0.068,-0.896
47,0.683,-0.964,1.13,0.954,-1.23
48,-0.488,-0.048,-0.173,0.956,-0.222
49,-0.011,0.752,0.951,-1.231,1.211
50,1.438,-1.046,-0.627,-1.304,-1.152
51,1.972,-1.16,-0.282,-0.512,1.317
52,0.293,0.115,-0.708,-1.211,-0.111
53,-0.476,0.747,-1.794,0.704,0.184
54,0.778,-0.494,-1.164,-1.677,-1.66
55,-1.021,-0.146,-0.098,0.247,0.144
56,-0.587,0.263,-0.056,-0.608,-2.142
57,-1.94,0.588,-0.568,0.298,0.27
58,-0.848,1.967,0.805,-0.463,0.413
59,-1.991,-0.188,0.867,-0.502,0.602
60,0.918,1.951,0.226,-0.844,0.654
61,0.72,-1.2,-1.069,1.733,-0.69
62,0.684,-1.989,-0.879,-0.891,-1.184
63,-0.767,0.735,-0.695,0.576,0.948
64,-0.032,-0.566,0.398,0.069,0.193
65,0.898,-1.236,-1.216,2.516,0.689
66,-0.987,-1.324,0.312,0.3,-1.966
67,0.654,-0.633,0.084,0.626,1.634
68,-1.028,-0.362,-1.465,-0.879,0.248
69,0.596,0.596,0.799,0.752,0.791
70,-0.329,-1.074,2.154,-0.695,-1.859
71,0.854,-1.126,0.043,0.152,-1.287
72,-0.775,-0.297,-0.291,-0.144,-0.271
73,0.002,0.884,-2.67,0.612,-0.141
74,-0.252,0.364,1.137,-1.899,0.65
75,-0.427,-0.599,-0.495,-0.112,-0.952
76,-0.495,1.425,-0.392,-0.151,-0.058
77,-0.022,0.988,0.022,0.207,-1.223
78,0.659,0.932,0.147,-0.651,-1.006
79,0.453,0.151,-1.103,-1.078,0.53
80,0.564,-0.405,-0.475,-0.897,-0.582
81,0.604,-1.455,-0.254,1.585,-1.151
82,0.429,-0.801,0.705,-0.085,0.367
83,0.48,-1.189,-1.634,0.122,2.059
84,0.619,-0.799,1.848,-0.284,0.289
85,0.638,0.868,-0.526,1.289,2.025
86,-2.143,1.117,0.472,2.555,1.334
87,1.544,1.351,-0.531,-0.261,0.258
88,0.124,1.477,0.523,1.083,0.653
89,0.041,1.769,-1.846,0.206,-0.831
90,0.542,-0.511,-1.02,0.909,0.62
91,0.453,-0.326,0.783,0.67,-1.432
92,0.028,-0.859,1.084,-0.111,1.018
93,1.564,-0.32,-0.25,0.547,0.794
94,-0.938,-1.853,-1.21,-0.088,0.966
95,-0.455,-0.522,-0.187,-0.576,-0.674
96,-0.154,-1.153,0.264,-0.218,-1.083
97,-1.371,0.535,0.331,-0.797,-1.263
98,-0.776,0.074,0.18,-1.374,2.172
99,-1.996,-1.5,-0.923,1.532,-0.192
