data,node_init,node_term,c,
0,0,1,25308.56085
0,0,5,35640.80048
0,1,2,5178.02471
0,1,6,16917.11075
0,2,3,10777.57099
0,2,7,7005.14429
0,3,4,12451.82541
0,3,8,14316.36404
0,4,9,15799.11346
0,5,6,3018.42306
0,5,10,17680.03499
0,6,7,27041.45273
0,6,11,45568.84321
0,7,8,61917.47763
0,7,12,5927.88313
0,8,9,39709.67285
0,8,13,31397.08426
0,9,14,63134.30954
0,10,11,38244.73181
0,10,15,46267.2538
0,11,12,64721.68439
0,11,16,12927.5587
0,12,13,33236.55398
0,12,17,5040.8335
0,13,14,31291.08242
0,13,18,4573.38983
0,14,19,24313.67923
0,15,16,26743.89427
0,15,20,48051.47766
0,16,17,57559.63999
0,16,21,31197.59025
0,17,18,35452.94806
0,17,22,15734.16744
0,18,19,60342.13815
0,18,23,8057.39277
0,19,24,15984.73174
0,20,21,7361.32979
0,21,22,9046.04132
0,22,23,7578.30146
0,23,24,9954.82489
1,0,1,571.97504
1,0,5,17.35885
1,1,2,4936.23685
1,1,6,393.81008
1,2,3,5608.67519
1,2,7,619.38265
1,3,4,29532.76771
1,3,8,7936.05806
1,4,9,1734.63868
1,5,6,3750.83376
1,5,10,5259.17559
1,6,7,2938.5236
1,6,11,15.79919
1,7,8,722.00498
1,7,12,78.99565
1,8,9,10219.84968
1,8,13,221.54546
1,9,14,981.04595
1,10,11,229.56826
1,10,15,10170.04095
1,11,12,942.47139
1,11,16,257.74074
1,12,13,583.14508
1,12,17,11230.79287
1,13,14,10453.68007
1,13,18,8057.56125
1,14,19,125.72766
1,15,16,5674.00154
1,15,20,740.13384
1,16,17,266.62238
1,16,21,12.18923
1,17,18,24.93335
1,17,22,105.46126
1,18,19,7836.52224
1,18,23,842.6124
1,19,24,755.23124
1,20,21,999.61397
1,21,22,9003.43826
1,22,23,20364.98685
1,23,24,621.3327
2,0,1,7819.44513
2,0,5,205.84458
2,1,2,9091.12033
2,1,6,6261.86278
2,2,3,7570.26146
2,2,7,170.8932
2,3,4,3652.42935
2,3,8,2464.59022
2,4,9,421.96425
