data,at1,at2,at3,at4,at5
0,-0.872,-0.111,0.782,0.346,0.507
1,-0.694,-0.399,-1.641,-1.55,0.122
2,-0.664,-1.157,-0.289,-1.444,-0.261
3,0.269,0.333,1.245,-0.529,-0.074
4,-0.247,-1.711,1.106,1.505,0.169
5,0.637,-0.115,-0.902,0.713,1.507
6,0.314,0.757,1.084,-0.747,-0.251
7,0.628,-0.497,-1.557,-1.202,0.883
8,-1.316,0.723,-0.171,1.196,-0.549
9,0.218,2.482,0.958,-1.387,-0.396
10,1.438,-0.166,1.29,1.656,-0.129
11,-0.412,-1.094,0.865,-1.257,-0.013
12,0.179,-1.434,-0.266,-1.228,0.174
13,1.085,-0.701,-0.162,-0.486,1.484
14,1.44,-0.387,0.389,-0.001,0.72
15,0.316,-0.947,0.544,-1.357,-1.508
16,-1.911,0.942,-0.316,-1.328,0.068
17,1.567,-1.168,-0.379,-1.128,-1.381
18,-0.351,-0.161,1.683,-0.8,-0.097
19,0.855,-1.116,0.322,-1.289,0.467
20,-0.919,-0.21,-0.539,-0.823,0.638
21,-2.232,1.082,0.04,-0.146,-1.541
22,0.318,-0.633,0.253,-0.308,-0.627
23,0.865,-1.235,-0.789,-2.571,-0.062
24,0.306,-0.466,-1.07,1.473,1.058
25,-1.723,0.489,-0.203,0.507,-0.637
26,-1.327,0.969,0.727,-0.638,-0.117
27,-0.111,-0.743,-0.06,-0.595,-0.58
28,-0.76,1.443,-1.273,-0.253,0.753
29,-1.005,1.21,0.46,-0.427,-1.675
30,0.084,0.206,0.365,-0.483,1.029
31,-1.475,0.385,0.46,1.877,-0.529
32,-0.453,-1.959,0.85,-0.338,0.407
33,-1.811,1.092,0.439,0.231,0.418
34,-0.231,-1.85,-0.023,2.477,-0.556
35,-0.748,-2.882,1.209,-0.885,0.685
36,-0.892,0.546,1.516,-0.005,0.473
37,-0.375,0.161,-0.848,0.251,-0.439
38,-0.233,-0.422,0.793,0.301,0.107
39,0.308,-1.477,-0.805,1.839,-1.177
40,-0.916,1.022,-1.132,-0.264,0.446
41,0.062,-1.236,0.157,-0.392,0.026
42,-1.447,0.417,0.709,-0.889,-0.014
43,-0.169,0.658,-0.882,-0.563,-0.315
44,0.456,1.619,-1.519,-0.827,-1.27
45,-0.693,-0.112,-0.877,-0.098,-0.55
46,1.592,0.772,-2.393,-1.1,0.346
47,0.232,2.028,-0.451,-1.849,-0.424
48,-0.756,-0.287,-0.366,-1.372,0.064
49,1.605,2.346,1.21,1.9,-0.343
50,1.023,-1.187,0.906,2.077,0.23
51,-2.34,0.42,1.258,-1.027,-0.268
52,0.535,0.247,-0.501,0.421,0.736
53,0.412,-0.005,-0.248,0.417,-2.154
54,2.599,-0.941,-0.612,0.372,-0.098
55,-0.127,0.576,-1.141,1.897,-0.439
56,1.463,-1.042,1.331,0.615,0.785
57,0.711,0.427,-0.528,1.033,0.361
58,0.953,1.573,0.857,0.29,-1.286
59,0.43,-0.333,0.006,0.11,-0.454
60,1.613,0.254,0.308,-0.353,-1.233
61,0.582,1.104,-0.822,-0.069,-0.116
62,0.71,-1.23,0.85,0.746,0.111
63,1.333,0.722,-0.299,1.976,0.443
64,0.955,1.616,-1.026,0.117,-0.397
65,-1.013,-1.362,-0.373,1.126,0.123
66,0.494,-1.272,0.163,0.154,-1.159
67,0.939,0.453,1.007,-0.814,1.02
68,-0.728,-2.13,0.553,-0.359,-0.496
69,-3.548,0.024,0.494,-0.405,0.831
70,-0.514,-0.202,0.523,0.963,1.384
71,-0.318,0.087,1.653,-0.333,0.209
72,-0.579,-1.207,0.203,0.669,0.523
73,0.869,-0.025,0.341,0.821,0.942
74,0.657,0.276,0.437,0.486,-0.47
75,0.744,-0.209,-0.697,-2.657,-0.139
76,0.246,1.88,0.902,0.057,0.508
77,0.105,-0.132,0.581,-0.595,0.533
78,0.25,-1.632,-0.729,0.861,-0.098
79,0.454,1.259,1.011,0.685,0.636
80,0.094,1.043,0.53,-1.125,0.615
81,0.008,0.315,-1.7,0.175,1.029
82,-0.031,0.797,0.38,-0.366,0.256
83,0.247,1.006,1.405,0.242,0.654
84,1.106,1.223,0.117,-0.064,0.388
85,0.501,1.828,-0.481,0.51,0.4
86,0.698,-0.784,-1.175,0.036,0.373
87,0.909,-0.953,-1.012,0.17,-0.467
88,-0.302,0.697,-0.002,0.035,0.955
89,-1.087,-0.344,-0.526,-0.516,-0.006
90,0.024,-1.191,-0.098,0.375,-0.691
91,-0.48,-0.263,-0.017,0.532,1.124
92,0.672,0.069,1.333,0.506,-0.132
93,-1.175,-0.654,-0.833,-0.309,-1.712
94,-0.812,0.287,0.641,0.819,0.078
95,-0.528,-1.189,-0.503,-1.391,-2.364
96,-0.248,-1.995,-0.13,-0.556,-0.656
97,-1.607,-0.61,-0.043,-2.919,1.772
98,0.581,0.546,1.329,-2.908,-1.419
99,1.309,-0.275,-0.571,1.071,-0.843
