data,at1,at2,at3,at4,at5
0,-0.078,0.332,1.092,0.111,0.614
1,1.966,-1.239,-0.494,-1.37,-0.707
2,0.572,0.012,-0.856,0.262,0.062
3,0.5,1.03,-1.481,2.001,-0.219
4,1.175,-0.765,-0.882,-1.591,-0.331
5,1.246,0.516,-0.278,0.838,-0.39
6,1.319,-0.733,-0.691,-0.875,-0.188
7,1.221,0.492,1.296,-1.883,1.284
8,-0.351,0.774,-1.555,-0.195,1.12
9,1.195,2.229,1.252,1.498,0.591
10,1.69,-0.429,-0.047,-1.402,-0.804
11,-0.344,0.629,-1.159,0.324,0.532
12,-0.245,0.385,-0.378,0.603,-0.316
13,-0.412,-1.325,0.658,0.283,-1.17
14,0.049,0.671,-0.788,-0.015,-1.995
15,0.934,1.317,0.6,0.559,-0.166
16,1.588,-0.856,-1.411,-0.224,0.104
17,0.419,0.266,-0.633,-1.192,2.143
18,0.161,-0.527,0.639,-1.936,0.436
19,0.004,0.457,0.328,-2.688,0.318
20,-0.939,-0.665,-0.503,0.594,0.45
21,-1.914,0.514,-0.094,-0.268,2.21
22,0.346,-1.395,0.254,-1.364,-1.132
23,-0.597,1.433,-0.52,0.166,0.105
24,1.0,0.621,-1.454,0.072,0.061
25,-0.099,0.091,0.019,-1.408,-0.868
26,-0.155,0.132,1.301,-0.092,-0.617
27,1.166,0.202,-0.602,0.85,1.875
28,-0.255,-2.928,-0.915,-1.017,-1.068
29,-0.279,-0.731,0.632,1.314,-0.067
30,-0.449,0.02,-0.961,-0.146,-0.415
31,0.657,2.372,-0.107,-0.005,0.908
32,0.866,0.616,-0.777,0.871,-0.195
33,-0.892,-0.725,1.253,-1.418,0.638
34,-0.755,-0.168,0.387,-0.031,-1.464
35,-0.482,-0.298,1.511,-0.163,-1.38
36,-1.305,1.188,1.34,-0.49,-1.064
37,-0.585,-0.632,-0.616,-0.443,0.079
38,-0.034,0.008,0.609,0.298,1.173
39,-0.619,-0.111,0.403,0.386,1.844
40,0.221,1.341,0.259,-1.114,0.114
41,-0.819,0.652,2.018,-0.098,0.853
42,0.489,0.822,2.333,-0.726,0.215
43,-1.035,-0.307,-1.463,-1.516,0.94
44,-1.638,-1.095,0.129,-0.095,-0.335
45,-0.074,-1.073,-0.955,-2.115,1.018
46,-0.362,0.244,-1.016,-0.677,-0.014
47,1.022,0.748,-0.788,-1.273,0.498
48,-1.11,0.336,-0.047,-1.463,-1.389
49,-0.491,2.472,-0.48,-1.429,0.113
50,-0.767,-0.258,0.501,-0.272,0.501
51,-0.815,-0.476,-1.155,-0.35,-1.318
52,0.009,-1.002,-1.508,-0.768,1.228
53,-0.338,2.658,0.669,-0.396,0.135
54,0.3,0.992,-2.251,1.507,1.091
55,-0.62,1.451,-1.238,1.162,-1.461
56,0.646,1.147,-1.566,1.529,-1.593
57,-0.952,0.266,0.515,-0.86,-1.48
58,-1.323,-0.835,0.168,-0.998,-0.381
59,1.193,0.957,-0.219,-1.81,-0.178
60,-0.169,0.672,-1.725,2.256,0.984
61,0.079,-1.886,0.097,-0.375,-0.764
62,2.732,0.828,-0.803,-0.765,-1.1
63,1.177,-0.78,-0.037,0.316,-0.779
64,-0.805,0.312,2.1,0.602,-0.287
65,-0.006,-0.824,-0.054,-0.837,2.379
66,-1.771,-0.469,-0.113,-1.159,-0.65
67,0.11,0.309,0.901,0.423,0.253
68,0.992,0.073,0.631,2.16,-0.126
69,2.197,1.03,0.266,0.471,-0.045
70,-1.313,0.652,1.924,-1.33,-0.242
71,-1.927,-0.261,1.259,0.232,0.527
72,-0.622,0.83,-1.785,-2.54,0.785
73,-0.161,0.469,-0.323,-0.538,0.004
74,0.285,1.31,-0.411,1.012,1.403
75,1.851,0.839,1.191,0.574,0.047
76,1.944,-0.177,-1.161,-0.847,-0.682
77,-0.535,-0.224,-1.201,0.393,-0.84
78,-0.505,1.116,-0.638,-0.653,-1.086
79,-0.06,-0.739,0.088,-0.889,0.252
80,1.069,1.487,1.171,-0.634,-0.424
81,-0.801,-0.099,-0.788,0.314,-0.259
82,-0.044,0.501,-0.574,0.759,-0.507
83,-1.699,-0.754,-0.656,0.583,-0.801
84,-0.153,-0.288,1.072,-0.879,0.72
85,-0.784,0.232,1.048,-1.251,-0.517
86,-1.163,-2.406,0.241,2.433,0.359
87,0.368,-1.182,-0.565,-1.112,0.558
88,-2.871,0.733,0.44,-1.129,2.299
89,0.935,0.88,0.954,-0.504,0.115
90,-0.757,0.499,-1.812,-1.022,-0.125
91,0.188,-0.757,0.344,0.696,1.238
92,-0.402,-0.0,-0.787,-1.092,1.652
93,-0.65,-0.005,1.153,-0.396,0.819
94,0.222,1.441,-1.969,-0.854,0.546
95,-1.258,1.065,1.255,0.448,0.022
96,-0.281,0.145,-1.174,-1.249,-0.613
97,0.012,-1.485,-0.34,0.662,0.959
98,1.284,1.43,0.387,-1.999,0.076
99,-3.035,-0.536,0.0,0.213,0.997
100,0.186,1.583,0.174,1.141,-0.92
