data,at1,at2,at3,at4,at5
0,0.75,1.719,1.322,2.037,0.62
1,0.661,0.328,0.171,-0.358,0.942
2,-1.711,-0.185,-0.762,-1.029,0.649
3,-0.405,-0.584,1.176,0.946,0.256
4,-0.786,-0.081,-0.64,0.515,-0.148
5,-0.687,1.047,1.51,0.759,-0.036
6,0.054,0.581,-0.829,-0.309,1.124
7,0.053,-0.537,-0.384,-0.311,-0.398
8,0.51,0.473,0.391,-0.946,-0.4
9,0.2,1.19,1.784,0.011,1.374
10,-0.83,0.794,0.535,0.32,-0.067
11,0.578,-0.081,-0.398,-2.235,0.231
12,1.258,0.891,-1.251,-0.956,0.094
13,-1.013,-0.528,0.415,-1.283,-1.565
14,-0.14,0.801,0.166,-0.436,1.277
15,1.686,-0.963,-1.206,0.896,-0.5
16,2.324,0.048,-1.439,1.379,-0.749
17,-0.343,0.64,1.498,0.799,0.64
18,-1.776,-0.233,-1.802,0.456,0.999
19,-0.162,0.175,0.069,1.135,-0.988
20,-0.462,-0.969,1.147,1.269,-1.598
21,0.395,1.725,0.038,-0.292,1.639
22,0.989,1.371,-1.363,-0.628,1.501
23,0.261,0.046,-0.561,0.929,1.599
24,1.71,1.515,0.613,1.256,0.199
25,-0.354,0.543,-0.031,-1.253,-0.691
26,-1.237,-0.524,0.974,-0.031,-0.952
27,0.002,1.241,-1.099,0.266,0.989
28,-0.889,-1.423,0.867,-1.725,0.701
29,-0.116,-0.431,0.726,0.362,0.417
30,-0.629,0.923,-0.549,-0.161,-1.019
31,-1.561,1.271,0.327,-0.061,0.317
32,1.318,1.684,-1.144,-0.188,0.877
33,-1.137,-0.775,-0.155,-0.99,-0.489
34,-2.092,2.618,-1.365,0.033,0.567
35,-0.814,-0.453,0.263,0.155,-0.969
36,0.391,-0.721,-0.71,-1.226,-0.95
37,-0.264,-0.647,-1.905,0.147,-0.878
38,2.044,1.375,-1.464,-0.676,-0.23
39,-2.854,1.683,-1.384,-0.0,0.029
40,0.223,1.005,-1.013,-0.902,0.626
41,-1.195,-0.213,-1.139,-2.051,-0.739
42,-0.895,-0.908,0.451,0.237,0.361
43,0.188,-2.582,-0.399,-2.896,0.063
44,1.457,-1.775,1.712,-0.819,0.854
45,1.06,1.828,-0.635,1.015,0.798
46,-1.451,-1.079,-0.787,-1.445,-1.092
47,0.858,-1.692,-0.207,-0.965,-0.08
48,0.472,-0.045,-1.168,-0.256,-1.288
49,0.116,0.443,1.128,0.978,0.969
50,0.643,-1.004,0.034,-0.013,0.315
51,-0.2,0.101,0.458,-0.357,0.377
52,-0.736,-0.958,-1.438,-0.388,-0.374
53,0.236,-0.703,0.085,0.524,-1.676
54,-2.395,-0.886,0.193,-1.478,1.767
55,-0.98,-0.443,0.411,0.382,1.111
56,0.778,-0.247,-2.261,0.554,0.208
57,0.249,-1.008,0.487,0.72,0.363
58,-0.183,0.191,-1.078,-0.007,0.598
59,1.461,-2.04,0.121,0.073,-0.971
60,-0.5,-0.003,-1.068,0.664,0.835
61,0.899,1.323,0.716,-0.723,0.268
62,-1.563,1.082,-1.178,-0.471,-0.35
63,-0.395,-0.382,1.513,0.002,-1.949
64,-1.067,0.178,-0.064,-1.229,-1.612
65,1.536,0.436,-1.965,-0.753,-3.021
66,0.693,0.029,-0.118,-2.354,-0.778
67,-0.916,-0.113,-0.285,1.504,0.695
68,0.7,-0.422,-0.339,0.416,-0.264
69,-0.377,1.973,0.608,-0.993,-1.584
70,-0.835,0.803,-0.444,-1.282,-2.098
71,1.593,-0.545,-0.381,-1.295,1.72
72,0.899,0.733,-0.633,0.499,0.948
73,1.815,0.72,1.216,-0.082,1.853
74,2.295,0.29,0.946,-0.724,-0.277
75,-1.176,-0.31,1.457,-0.584,0.987
76,0.207,-1.594,-0.367,-0.114,-0.133
77,-0.462,-0.993,0.165,0.707,-0.026
78,1.434,0.248,0.932,0.288,-0.345
