data,at1,at2,at3,at4,at5
0,-0.552,1.053,2.109,-0.316,1.02
1,-0.095,-1.104,-0.087,1.331,0.823
2,-0.257,0.302,-0.376,1.023,1.972
3,-0.673,-0.426,0.269,-0.462,-0.88
4,1.013,-0.179,-0.542,1.513,-1.315
5,1.2,-0.24,1.062,0.743,-0.639
6,0.89,0.019,-0.284,0.739,0.802
7,0.188,0.448,-1.233,-1.175,-1.953
8,-1.217,-0.878,-0.158,0.9,-0.43
9,-0.98,-1.565,0.639,-1.06,1.082
10,-0.059,-0.573,0.783,0.118,0.263
11,-0.171,-0.187,0.988,1.763,-0.133
12,0.455,0.7,0.247,-0.328,-0.303
13,0.276,0.155,0.619,-0.995,-0.619
14,1.173,0.333,0.814,0.662,1.131
15,-0.228,-0.336,-0.296,-0.227,1.577
16,0.343,1.97,-1.078,-0.752,-0.429
17,0.424,-1.14,-0.216,1.431,-0.418
18,0.438,-0.774,1.386,-1.537,0.476
19,-0.245,-0.208,-1.931,1.183,0.485
20,0.585,-0.714,1.487,0.006,-1.087
21,1.265,-0.659,-0.208,1.121,0.342
22,1.18,-0.071,-1.432,1.344,0.475
23,2.704,-0.956,1.552,0.599,-0.253
24,0.52,1.326,-1.706,0.741,0.222
25,-0.26,0.065,1.903,1.037,0.204
26,2.878,-2.342,0.127,-0.655,-0.756
27,0.539,-0.893,1.685,-0.24,0.288
28,-1.358,-0.425,-0.799,-0.442,-0.232
29,0.174,1.891,-0.064,0.852,0.153
30,1.106,-0.78,-0.482,0.078,-0.39
31,0.091,-0.669,0.389,0.393,-1.702
32,0.054,2.117,1.147,0.253,0.596
33,-0.109,-1.081,0.729,1.436,-0.099
34,-0.395,-0.722,0.385,-0.401,0.215
35,0.327,-0.074,0.553,1.044,0.834
36,0.624,0.732,0.34,0.736,-0.234
37,0.12,0.731,-0.05,1.835,-0.773
38,-0.786,-0.078,1.589,1.165,-0.132
39,-1.55,-2.243,0.301,0.187,-0.543
40,-0.361,-0.534,0.094,0.866,-0.194
41,0.105,-0.643,-0.541,-0.512,0.204
42,-0.313,-0.531,0.822,0.499,-0.889
43,-0.005,2.078,0.144,0.518,0.995
44,0.362,-1.092,-0.852,0.821,0.883
45,-1.958,1.238,-0.531,1.907,0.224
46,1.18,0.281,-0.275,-0.761,-0.811
47,-0.829,2.549,-0.697,0.389,0.351
48,0.215,0.345,-0.392,1.515,-1.028
49,-1.147,-0.416,-1.43,-0.343,0.752
50,0.246,-0.345,-2.611,-0.354,-0.864
51,0.673,-0.006,0.628,0.068,-0.79
52,1.336,-0.59,0.014,-0.032,2.234
53,1.26,-0.49,1.205,1.235,-1.765
54,-2.174,-0.483,1.163,0.913,-1.955
55,0.311,0.388,0.289,0.976,-1.046
56,-0.654,-1.188,1.699,0.959,1.443
57,1.119,-0.854,-1.871,-0.589,0.034
58,1.769,-0.105,-0.085,1.065,-0.478
59,0.536,0.073,0.171,1.464,1.366
60,-0.286,-1.514,1.575,0.376,-1.233
61,-0.363,0.27,-0.751,0.968,-0.152
62,-1.251,-1.971,-0.896,0.502,0.543
63,-1.183,1.338,1.047,-0.123,0.729
64,0.022,0.594,-0.684,0.731,-2.258
65,-1.113,0.275,0.556,0.38,-1.299
66,0.99,0.723,1.473,-0.551,-0.446
67,-0.614,0.01,-1.411,1.27,-0.615
68,1.692,0.653,0.613,0.832,-0.313
69,0.477,1.559,-1.433,-0.918,-1.51
70,-0.995,-1.191,-2.472,-1.015,-0.544
71,1.373,-0.755,-0.799,0.772,0.451
72,-1.144,-1.288,-0.001,1.001,2.89
73,1.565,-0.408,0.116,1.629,-1.479
74,0.586,-0.386,0.145,-0.013,0.29
75,0.318,-0.529,-1.054,-0.164,0.843
76,-0.962,0.931,3.124,-0.618,-1.1
77,0.4,-1.208,0.549,0.639,0.364
78,1.121,1.199,-1.412,0.171,1.432
79,-0.691,0.007,0.189,-0.203,-0.145
80,0.364,0.893,-0.561,0.039,0.717
81,-0.073,0.697,-1.694,0.919,0.43
82,-1.08,0.049,-1.341,0.218,0.864
83,0.512,0.633,0.654,0.357,1.046
84,-1.475,0.908,0.994,-0.615,0.858
85,0.015,1.394,-2.112,0.919,1.231
86,-1.398,0.466,1.734,-0.74,-1.228
87,0.553,0.762,1.143,-1.143,1.862
88,-1.082,1.511,-0.336,0.892,-0.373
89,-1.23,-0.471,-1.128,-2.099,0.143
90,0.283,1.004,-1.086,2.247,-0.571
91,1.465,-0.346,0.836,0.489,0.099
92,0.538,-0.545,-0.546,0.043,0.072
93,-1.712,1.011,-0.474,0.388,-0.594
94,1.785,0.649,-1.143,1.017,-0.951
95,-0.598,0.838,0.068,0.263,1.106
96,-0.545,0.2,-0.523,-0.182,-0.548
97,-1.338,0.85,-0.407,1.971,0.416
98,0.544,0.66,-0.923,-1.332,-0.386
99,0.016,0.328,0.703,1.441,-0.442
