data,at1,at2,at3,at4,at5
0,0.796,-0.688,0.782,-0.556,-1.047
1,-1.949,-0.962,0.153,-2.316,-0.477
2,-0.56,1.444,1.665,0.211,0.292
3,0.374,0.407,-0.789,0.879,0.399
4,0.025,-0.731,0.102,-0.948,-1.274
5,-0.477,-1.768,0.165,-1.416,-0.769
6,0.327,-1.381,1.788,1.777,0.344
7,-0.718,-1.562,0.316,-0.114,0.02
8,-1.362,-1.75,-0.469,-0.19,0.311
9,-1.073,1.405,0.323,-0.401,-0.313
10,-0.955,-0.325,-0.656,0.797,1.088
11,1.142,0.718,0.04,-0.312,-0.219
12,0.839,-1.099,-1.388,-0.378,-0.504
13,1.079,1.118,-1.612,1.157,1.306
14,-0.499,-1.374,0.64,0.619,0.505
15,-0.112,0.345,-0.101,0.653,0.68
16,-2.217,-1.264,0.067,-1.035,0.775
17,-2.418,-1.515,-0.413,2.667,0.045
18,-0.813,-0.499,0.11,-0.474,2.016
19,1.207,-0.35,-1.416,-0.106,1.296
20,2.358,0.524,-0.486,2.418,0.734
21,0.546,0.454,-1.358,-0.64,0.273
22,-0.672,0.012,0.885,-0.094,-1.655
23,0.803,0.585,0.416,0.175,0.836
24,1.462,-0.019,0.04,2.457,-0.181
25,-0.244,-0.108,-1.124,-0.56,0.351
26,-0.018,-0.888,-1.943,-0.524,-0.796
27,0.353,-0.335,0.198,-0.612,-0.773
28,-2.174,-0.276,-0.091,0.417,0.61
29,0.522,0.108,-0.692,0.764,0.028
30,-0.374,0.668,-0.064,-0.352,0.164
31,-1.033,2.178,0.521,1.035,-0.019
32,0.762,-0.211,-1.124,-0.195,1.196
33,-0.368,-0.143,-2.071,1.586,-0.097
34,0.114,1.109,0.056,0.337,1.684
35,-0.829,0.561,-1.6,-0.299,-0.15
36,0.157,0.409,-0.558,-0.102,0.833
37,0.133,-1.007,1.603,-0.492,0.344
38,-0.114,1.424,0.215,-0.844,-0.517
39,0.037,-0.854,1.115,-0.718,-0.388
40,1.618,0.397,0.772,0.056,0.417
41,-0.348,-1.316,-0.566,0.756,0.669
42,0.361,0.779,0.725,0.422,-1.637
43,0.927,1.709,-0.801,0.754,0.203
44,0.031,-0.469,-0.381,-1.484,0.459
45,1.13,-0.798,0.285,2.026,0.255
46,1.131,0.148,0.114,0.91,-0.566
47,0.804,2.241,-2.387,-1.473,1.389
48,0.377,-0.088,0.672,0.684,0.799
49,-1.71,-1.447,0.142,-1.266,0.711
50,2.554,-0.338,-1.219,1.948,0.786
51,-0.331,-0.488,-1.207,0.711,-1.31
52,-0.257,-0.578,-1.971,-0.235,-0.834
53,-0.005,-0.164,1.287,-0.524,1.052
54,-0.428,0.19,0.131,0.635,-0.75
55,-0.209,-0.354,-1.957,0.583,-1.523
56,-0.671,-0.843,-0.459,0.695,-0.159
57,1.051,-0.611,-0.816,0.213,1.061
58,0.312,0.901,0.031,2.144,0.88
59,-0.084,0.603,1.862,-0.677,1.382
60,0.539,0.063,-1.234,0.904,-0.152
61,1.018,-1.399,-1.394,1.285,0.679
62,0.266,-0.424,-0.376,-1.092,0.228
63,-0.099,-0.317,-0.555,1.768,0.261
64,0.167,-1.097,-1.707,-0.428,-1.797
65,0.552,-0.357,0.195,1.071,-0.806
66,0.829,-0.307,0.82,0.891,-1.385
67,-0.442,-1.423,-0.731,0.308,-1.399
68,-1.227,0.414,-1.089,0.265,-1.058
69,-1.141,-0.751,0.218,1.694,-2.535
70,-0.597,1.774,-1.395,1.016,-0.889
71,0.619,-2.417,1.327,-1.122,-0.991
72,0.685,-1.589,0.124,-0.037,-0.417
73,-0.803,1.077,-0.48,0.856,-2.15
74,-0.317,-2.097,0.926,0.008,0.215
