data,at1,at2,at3,at4,at5
0,-0.468,0.478,0.314,0.596,0.549
1,0.507,-0.282,-0.001,-1.101,1.179
2,-0.538,0.21,-0.908,0.534,1.517
3,0.782,-1.216,-0.456,-1.71,-0.627
4,-0.675,1.373,0.893,-0.434,-0.401
5,-0.567,-0.082,-0.16,0.048,-1.716
6,-0.63,-0.39,-1.371,0.29,0.357
7,0.484,0.699,-0.515,-0.936,-1.387
8,-0.769,-0.363,0.029,0.151,0.159
9,0.206,-1.789,1.327,1.408,0.869
10,-0.951,1.33,0.632,0.374,0.89
11,0.163,-0.804,0.241,-1.505,-1.139
12,0.899,0.291,0.912,-0.055,-0.337
13,0.803,-0.236,-0.997,0.661,-0.663
14,-0.64,2.096,0.354,0.244,0.346
15,-1.58,-0.5,-0.027,-0.07,-0.836
16,-0.822,1.187,-0.248,-2.792,0.432
17,-0.106,1.4,0.783,1.42,-0.034
18,3.568,0.415,0.11,-1.703,0.343
19,-0.136,-0.74,0.749,-0.623,0.644
20,-1.28,-0.677,-1.569,-0.437,1.415
21,1.225,0.107,-1.493,-0.3,1.575
22,-0.594,0.297,-0.097,-0.355,0.426
23,-1.578,-0.037,0.224,0.163,2.259
24,-1.36,-1.302,0.044,-2.04,0.215
25,-0.882,-1.397,0.364,-0.696,0.74
26,-0.381,1.163,0.851,2.69,0.631
27,-0.004,-1.454,0.012,1.525,-0.532
28,0.692,-1.645,1.271,0.598,-0.124
29,0.215,0.505,-1.448,2.169,1.822
30,-0.389,1.422,-0.044,0.874,1.513
31,-0.596,-1.085,0.708,0.646,0.344
32,-0.831,-0.621,1.206,0.37,-0.193
33,-0.699,1.242,-1.015,0.281,1.327
34,-0.223,1.472,0.642,-1.243,-0.192
35,-0.68,0.279,-2.845,0.859,-0.173
36,-0.263,0.192,-2.086,-0.503,-1.491
37,0.025,-0.032,-0.422,-0.052,0.764
38,-0.235,-0.578,0.582,-0.833,-1.38
39,0.448,1.433,1.147,-0.949,-1.675
40,-0.507,-0.756,0.96,0.033,0.164
41,-0.791,-0.823,-0.814,-1.714,-1.162
42,-0.322,-1.149,-2.069,0.691,0.533
43,-0.905,-0.501,1.116,0.267,0.265
44,-2.032,-0.951,0.398,-0.511,-0.28
45,-0.254,-0.231,0.694,0.997,-1.412
46,1.89,-0.445,-0.256,0.389,-0.75
47,0.265,0.014,-1.637,-0.628,-0.151
48,-0.316,-0.801,-0.103,1.709,-0.403
49,0.49,-1.134,-0.059,-0.503,0.861
50,-0.866,0.272,1.239,0.334,-0.617
51,0.409,-0.284,1.113,-0.246,0.521
52,-0.966,-0.262,-1.164,-1.541,-0.89
53,0.172,-0.763,0.427,-0.325,0.94
54,1.306,1.403,0.36,-1.149,1.396
55,0.2,0.04,0.874,-1.204,-1.709
56,-0.812,-0.004,2.16,-0.419,0.061
57,-0.893,-0.366,-1.072,0.64,0.875
58,-0.501,0.839,-1.209,-0.977,-0.954
59,0.298,-1.097,-0.827,-0.626,0.13
60,-0.126,-0.496,-0.241,-0.752,-0.346
61,-0.793,1.68,-1.151,0.219,0.113
62,1.542,-0.866,-0.066,1.089,1.888
63,0.801,0.039,-2.278,0.16,-1.271
64,1.536,-0.744,0.557,-1.163,-0.449
65,0.336,-3.483,0.919,0.309,0.653
66,-0.146,-1.176,0.377,1.029,0.527
67,2.248,0.92,-1.823,0.9,1.06
68,0.544,0.893,-0.413,-0.122,0.485
69,-0.447,-0.894,0.864,-0.253,0.529
70,-0.961,-0.352,-0.344,0.025,0.183
71,-1.633,-0.589,1.057,-0.597,0.327
72,0.159,0.845,1.875,-0.606,0.18
73,0.213,-1.46,-0.452,-0.083,0.953
74,-1.384,0.34,0.301,-0.139,0.52
75,-0.819,-1.048,-0.173,0.114,-0.883
76,0.062,-2.027,-0.969,0.02,0.896
77,-0.416,-0.365,-0.884,-0.69,-0.254
78,-2.582,1.059,-1.395,1.196,0.369
79,0.239,0.473,-0.517,-0.759,-1.738
80,-2.06,0.23,-0.103,0.387,-1.626
81,-0.537,0.115,-1.651,0.047,0.267
82,0.449,-0.249,-0.173,-0.984,0.367
83,0.721,0.303,-0.342,-0.908,-0.081
84,1.428,-2.838,-0.018,-0.085,0.172
85,1.189,0.681,1.458,-0.484,-0.612
86,-0.792,0.51,-1.888,1.189,0.429
87,-0.128,1.53,-0.687,2.616,-0.214
88,-0.384,-2.165,-0.366,0.964,-0.09
89,0.884,0.526,0.21,-0.161,-0.09
90,1.682,-0.158,-0.254,0.141,0.665
91,-1.093,-0.559,-2.866,0.262,0.129
92,-1.843,-0.24,-0.918,-1.44,0.576
93,-0.253,1.08,-0.758,-1.274,-1.433
94,-0.507,0.869,0.54,-0.962,-0.827
95,0.007,-0.628,-1.613,1.603,0.574
96,0.518,-1.477,0.162,-0.619,0.679
97,1.026,0.44,-0.815,-2.097,-1.949
98,-0.403,-0.316,-0.488,-0.802,0.222
99,0.298,-1.492,0.418,-0.121,1.408
