data,at1,at2,at3,at4,at5
0,0.678,-0.491,1.302,0.986,-1.34
1,-1.224,-0.279,-0.62,-0.37,0.273
2,0.39,-0.528,-0.367,0.5,1.355
3,0.901,0.178,0.56,-0.4,1.198
4,0.257,0.947,3.047,-1.119,0.535
5,0.16,-0.075,-1.199,-2.027,1.084
6,1.167,1.631,0.117,0.187,-0.687
7,1.565,1.101,0.819,-1.979,0.131
8,0.606,-0.127,0.706,-1.265,0.675
9,-0.189,0.443,-2.417,-0.258,-1.521
10,-0.337,1.825,-1.64,0.065,-1.881
11,-0.397,-1.085,-1.488,-0.536,0.07
12,-0.957,-0.901,-0.487,0.248,-1.187
13,-0.435,0.795,-1.459,-0.359,-0.375
14,-0.405,-0.706,-1.629,0.125,-0.415
15,-0.511,0.391,0.014,-1.06,-0.679
16,-0.828,0.811,-2.085,-0.292,-0.362
17,0.507,-0.072,-0.941,-0.123,0.679
18,0.089,1.986,1.384,-1.611,-0.125
19,1.098,-0.305,0.664,-1.058,-0.609
20,0.3,1.136,-2.276,0.967,1.184
21,0.453,0.371,0.409,0.417,-1.888
22,-0.452,0.923,-1.073,0.514,-1.08
23,-0.103,-1.101,-1.375,1.206,-0.562
24,0.138,-1.164,-0.53,-0.46,-1.155
25,-0.476,0.697,-1.436,0.113,0.06
26,0.387,-0.371,-1.06,1.139,-1.243
27,-1.181,-0.123,1.308,-0.197,0.18
28,-1.236,-0.622,1.43,0.704,0.934
29,1.535,-1.329,0.916,0.066,-0.565
30,0.194,-0.751,-0.885,1.51,-0.394
31,1.265,0.382,-0.24,-0.632,-0.555
32,0.192,-1.173,2.955,-0.417,0.033
33,-0.405,0.121,0.78,-1.012,-1.579
34,1.317,1.738,0.248,0.631,0.248
35,1.21,-0.571,0.013,2.289,0.855
36,0.087,-0.158,-0.193,-0.681,0.471
37,1.163,-0.645,-0.709,0.789,1.398
38,0.702,1.238,-1.52,-1.722,0.426
39,0.741,-0.135,-0.011,0.851,1.269
40,0.169,-0.291,1.165,0.521,0.062
41,0.873,0.751,-1.398,-0.673,-0.183
42,-0.443,0.832,-0.177,-0.862,0.73
43,0.709,-1.228,1.475,-0.432,-0.544
44,0.029,-0.586,0.102,1.029,1.025
45,0.532,0.132,-0.271,-0.99,1.611
46,-1.029,-0.019,-0.908,0.693,-0.663
47,0.666,-0.509,-0.636,1.307,-0.35
48,1.067,-0.409,-0.825,-0.724,1.955
49,0.649,0.492,0.096,1.385,-0.339
50,-0.913,0.406,-0.164,-0.153,1.299
51,-0.319,-0.917,0.204,-0.318,-0.486
52,1.265,0.098,0.66,0.136,-2.006
53,-1.37,-2.077,-2.401,0.002,1.935
54,0.059,1.542,-1.051,0.866,1.664
55,2.62,-0.427,1.455,-0.742,-0.612
56,0.335,0.944,-0.293,-1.93,-0.904
57,1.449,-0.485,0.564,-1.033,0.719
58,0.561,-1.734,0.214,-1.029,-0.475
59,-1.112,-0.957,-0.092,0.694,0.722
60,0.604,-0.707,1.437,0.056,-0.975
61,-1.65,0.819,0.63,-0.816,0.545
62,-0.688,-0.324,0.16,0.351,-0.114
63,-0.406,-0.956,-0.141,1.028,0.968
64,0.059,0.694,-0.561,0.251,0.307
65,-0.677,0.115,1.577,2.137,2.923
66,-0.923,-0.072,-0.535,-0.438,0.899
67,0.298,-0.47,0.664,-0.475,-1.096
68,-2.629,0.904,0.973,-0.633,0.751
69,-1.008,0.938,0.244,-1.444,1.05
70,0.475,0.174,-0.226,-1.59,0.565
71,-0.049,-1.147,0.303,0.232,0.116
72,-0.721,1.71,1.114,1.177,-0.833
73,0.457,-0.67,0.66,-1.958,-1.25
74,0.498,-1.083,2.263,-0.037,-0.709
75,-1.776,-0.873,-0.292,1.939,-1.386
76,-0.74,0.591,0.452,-0.065,2.444
77,-0.005,1.106,-0.377,-1.17,1.51
78,-2.116,0.311,1.531,-0.055,-0.785
79,-0.411,0.196,0.447,-1.587,0.572
80,1.491,-0.376,-0.899,1.141,0.529
81,0.569,-0.242,0.367,-0.072,-0.701
82,0.186,-0.306,1.543,1.732,0.888
83,0.669,0.107,-0.016,-0.494,0.344
84,1.526,0.103,-0.643,-0.934,-0.518
85,-1.323,-0.714,-0.7,0.221,-1.185
86,-0.068,1.353,0.356,-2.77,1.113
87,0.694,-0.203,-1.055,-0.139,-0.801
88,-1.005,-1.088,1.269,-0.061,-0.617
89,-1.809,-1.916,0.945,-0.109,1.348
90,-2.581,-0.968,0.137,-0.112,-0.23
91,1.447,0.082,0.915,-0.899,0.385
92,0.413,-0.114,-1.382,0.092,0.714
93,0.42,-0.634,0.304,-0.146,-1.738
94,2.851,0.97,-0.518,0.618,0.853
95,1.559,-0.448,0.421,-0.545,0.989
96,1.259,-2.136,0.057,-0.91,1.511
97,0.481,-1.61,0.139,-0.628,0.354
98,0.567,0.242,0.322,-0.26,-2.187
99,-1.752,-0.296,0.036,1.958,-0.152
