data,at1,at2,at3,at4,at5
0,0.673,0.432,0.036,-0.615,-0.669
1,-0.63,0.403,1.4,1.787,-1.957
2,-1.127,-0.069,0.394,-2.201,0.447
3,-0.794,0.877,0.13,2.485,1.226
4,-0.559,-0.398,-0.305,0.285,-0.256
5,-0.15,1.051,-0.897,1.558,-0.539
6,0.808,-1.732,0.793,0.107,2.431
7,-0.242,-0.692,1.753,-0.675,0.786
8,0.836,-1.108,1.335,1.976,0.766
9,-0.232,0.324,-2.309,-1.064,0.544
10,-1.996,0.418,0.587,0.018,-0.611
11,1.239,-0.113,0.6,-0.034,0.304
12,3.233,1.104,0.509,0.275,1.018
13,0.428,1.212,-1.594,0.616,-0.177
14,-0.916,1.753,1.164,-0.856,1.574
15,1.74,-0.275,1.469,0.172,-1.266
16,-0.757,0.205,0.509,0.877,0.992
17,-0.379,-2.808,0.538,-0.101,-0.717
18,0.177,1.825,1.596,0.699,0.128
19,-0.684,0.922,-1.213,0.861,0.138
20,0.803,-0.408,-1.024,-0.07,-0.236
21,-1.745,-0.391,-0.212,-0.474,0.647
22,-0.432,1.212,1.787,-0.912,1.046
23,1.0,1.022,-0.949,-0.994,-0.688
24,-0.825,-0.522,0.462,1.351,-0.077
25,-2.672,-1.56,-1.861,-0.713,0.563
26,1.379,-0.97,-0.118,1.056,-0.278
27,-0.262,-0.142,0.31,0.713,-0.763
28,1.244,-0.966,0.059,-1.918,1.142
29,1.186,0.764,1.292,0.903,-1.058
30,0.426,0.188,1.759,0.532,0.003
31,1.224,0.307,0.176,-0.06,-0.587
32,-0.026,-0.703,-0.756,0.246,0.318
33,-1.148,-1.643,1.331,-0.695,0.146
34,-0.175,-0.432,-0.856,0.772,-0.588
35,0.874,0.438,-2.185,1.272,0.713
36,1.381,0.478,0.378,-0.759,1.043
37,-1.657,-0.264,0.13,-1.606,0.675
38,0.286,-0.978,0.548,0.871,-0.778
39,0.431,-0.081,-0.079,-0.987,-0.03
40,-0.239,0.979,-0.346,0.166,-0.583
41,-0.382,-1.684,-0.965,-0.809,0.316
42,0.589,1.503,0.429,-1.072,1.419
43,-0.439,0.339,-0.037,2.765,-0.348
44,-0.444,-0.976,0.291,2.007,-0.211
45,-1.86,1.119,1.85,0.568,-0.17
46,0.466,-1.669,-1.411,-0.419,-2.85
47,1.04,-0.012,0.383,1.05,-2.007
48,-0.395,-1.798,-1.943,0.506,0.12
49,-1.185,-1.227,1.363,-0.403,-1.57
50,0.87,0.866,0.217,1.542,0.687
51,-1.869,-0.541,-0.656,0.365,1.059
52,0.498,-0.014,-0.605,0.489,1.516
53,-0.103,0.462,-3.036,0.156,-0.891
54,-1.446,0.056,-0.363,-0.098,-0.073
55,-1.442,-0.268,-1.331,-0.067,-1.367
56,0.375,0.312,1.039,2.398,3.512
57,0.992,-0.789,-0.442,-1.103,0.173
58,1.167,-0.595,0.264,-0.666,-1.548
59,0.063,1.295,-0.05,-1.301,1.867
60,-1.197,0.306,1.894,-0.548,-0.85
61,0.094,0.777,0.591,-0.333,0.458
62,-0.252,0.358,-0.477,0.817,-0.101
63,-0.857,-1.092,1.589,-0.029,0.954
64,0.035,0.123,1.8,0.119,-0.756
65,0.475,-0.597,-0.55,-0.846,-1.168
66,-0.813,-1.602,-1.108,-0.639,0.853
67,0.827,-1.845,-0.168,-0.891,0.93
68,-0.154,1.179,0.006,-0.739,-0.271
69,0.165,0.353,0.918,0.333,0.168
70,0.331,0.447,0.739,0.172,0.333
71,1.454,-0.309,0.203,0.545,0.85
72,0.607,0.533,-1.998,-1.186,0.152
73,0.894,0.116,0.522,1.171,-0.35
74,1.233,-0.035,-0.312,-0.018,-1.024
75,-0.24,-0.275,0.405,0.568,-0.847
76,0.17,-0.504,-0.205,1.326,-1.649
77,-0.001,0.757,-0.195,0.089,-0.822
78,-1.316,1.605,1.507,-1.489,-1.704
79,0.455,0.381,-0.13,-0.328,-0.322
80,-0.801,-0.593,0.776,-1.707,0.032
81,-0.045,2.207,0.408,0.707,-0.499
82,1.968,-1.273,1.589,-1.1,0.108
83,1.228,1.681,0.231,-2.1,-1.707
84,-0.321,0.987,-1.231,-0.277,-0.294
85,0.335,-0.618,-0.958,-1.041,2.347
86,-0.292,-0.74,1.058,-0.484,0.247
87,0.425,1.172,1.57,0.793,-0.57
88,-1.206,-1.084,0.127,0.382,0.88
89,2.724,-0.345,-0.269,-0.973,1.727
90,-0.563,0.383,-0.358,-0.036,0.215
91,1.156,0.389,-0.459,0.31,0.599
92,0.945,-0.144,0.949,-1.83,-1.679
93,-0.679,1.071,-1.196,0.275,0.956
94,1.586,-0.982,-0.072,-0.699,-1.599
95,1.103,0.129,-1.665,-0.788,1.586
96,0.496,1.281,-1.456,1.324,0.348
97,-0.112,-0.765,-0.747,0.227,-1.143
98,-1.457,-0.101,1.564,-0.24,-0.252
99,-0.987,0.388,-0.162,0.821,-0.1
100,1.011,0.033,-0.343,0.315,1.172
101,-2.095,-0.914,-0.841,-0.018,0.338
102,2.042,1.278,-2.043,-0.847,-1.497
103,-0.668,0.283,1.45,2.252,1.267
104,0.956,0.836,0.212,-0.323,0.044
105,2.229,-0.369,1.318,0.625,0.157
106,-0.958,-0.118,0.263,-1.337,0.284
107,0.2,-0.888,0.141,-0.247,-0.709
108,1.141,-1.625,-2.761,-0.511,-1.71
109,1.674,1.543,0.286,0.786,-0.546
110,2.096,-0.87,1.592,-1.182,0.128
111,-0.362,-0.861,0.491,-0.777,0.874
112,-1.154,-0.05,-1.767,-0.485,-0.931
113,0.769,-0.027,1.442,0.877,1.863
114,0.457,1.492,1.431,-0.592,0.087
115,0.569,0.621,0.112,-1.933,1.107
116,0.485,2.404,-0.895,1.08,0.527
117,0.899,-0.796,0.601,2.196,-0.983
118,-0.708,3.032,-2.079,0.645,1.432
119,-2.149,2.602,0.326,0.192,-0.198
120,-2.043,-0.818,-0.15,-0.172,0.017
121,0.125,-2.893,-0.782,-1.367,0.507
122,-1.223,0.226,-0.074,0.47,1.444
123,-0.512,0.403,-0.259,0.17,0.738
124,1.16,1.919,-0.562,0.113,-0.042
125,0.327,1.584,0.26,0.937,-0.372
126,0.707,1.515,0.498,-0.542,-0.029
127,-0.569,-1.285,0.166,-1.667,-0.631
128,-1.558,-0.663,-0.93,-1.174,-0.993
129,1.799,-0.336,0.115,-0.426,-0.939
130,0.211,-1.525,0.071,-0.676,0.584
131,1.999,-0.736,1.426,-1.517,0.776
132,-2.288,2.413,-0.552,-0.501,-0.022
133,-2.332,-0.139,0.032,-0.636,1.049
134,-2.513,1.175,0.202,1.01,0.969
135,1.814,1.25,-1.831,0.156,-0.773
136,-1.078,-0.668,-1.321,0.843,1.198
137,0.538,-0.401,-0.355,-2.281,1.776
138,0.151,-0.322,0.332,1.061,0.176
139,-1.086,1.736,-0.931,-2.068,0.028
140,0.7,0.512,-0.408,-0.923,-0.014
141,-1.436,1.107,-0.121,-0.25,-1.285
142,1.78,-2.13,-0.946,0.025,-0.535
143,0.815,0.935,-1.238,-0.665,-0.424
144,0.567,1.045,-0.081,0.12,-1.606
145,-0.823,-0.435,0.958,0.139,-1.521
146,-1.03,-1.636,2.075,0.634,1.115
147,-0.816,-0.645,0.508,-0.153,0.016
148,0.427,-0.985,1.651,1.593,0.626
149,1.039,0.195,-0.27,1.108,1.082
150,-2.004,0.729,-1.241,2.483,1.453
151,-0.497,3.051,0.45,0.674,1.133
152,0.762,-0.769,-0.103,0.305,0.292
153,-2.044,0.293,1.844,-0.661,0.802
154,-0.866,0.261,0.296,0.472,0.749
155,-0.173,0.114,-0.779,-1.966,-0.83
156,-0.513,-0.274,1.315,2.169,-0.125
157,-0.426,-0.892,-0.853,-2.341,-1.296
158,0.303,0.848,0.336,0.041,1.615
159,0.485,1.154,0.189,2.095,-1.968
