data,at1,at2,at3,at4,at5
0,0.294,1.001,-0.096,-1.089,1.0
1,-1.224,0.657,1.442,0.336,1.009
2,1.508,-1.519,-0.465,-0.055,0.324
3,0.229,-0.595,-1.227,0.656,1.056
4,1.562,0.123,0.454,-1.83,-1.033
5,-2.15,-1.383,-0.993,0.238,-0.342
6,0.558,-0.951,-1.86,1.132,2.284
7,-1.186,2.044,-0.985,-0.068,-0.43
8,-1.05,0.691,-0.836,-0.422,-1.859
9,1.727,-0.144,0.3,-0.154,-0.121
10,0.182,-2.142,1.178,-0.736,1.17
11,0.651,-1.797,0.151,-0.117,-1.368
12,-1.515,-0.766,-0.136,-0.716,-1.026
13,-0.261,0.279,0.706,-0.696,1.828
14,0.79,-0.751,-0.54,-1.028,1.657
15,0.61,1.418,-0.164,1.205,-0.465
16,0.319,0.88,-0.196,-1.55,0.778
17,-0.145,0.054,-0.384,-0.962,0.9
18,-0.746,-0.225,-1.443,0.622,0.451
19,1.027,1.548,-0.613,-0.435,0.323
20,0.325,-0.823,-0.523,-0.695,-2.141
21,-0.57,3.692,0.879,-0.785,1.142
22,-1.74,-1.589,-0.032,0.508,1.161
23,2.159,0.026,-0.402,1.852,0.123
24,-2.609,0.762,-2.104,-0.668,-0.216
25,0.223,0.185,0.718,0.629,2.132
26,0.767,-0.198,-0.203,-0.899,0.105
27,0.371,-0.808,0.378,-1.446,-0.901
28,-0.587,-0.496,-0.151,-1.994,0.295
29,-0.548,0.088,0.159,-0.762,0.641
30,1.782,1.054,-0.087,0.982,-1.246
31,0.269,-0.639,-0.707,0.97,-0.059
32,0.583,-0.921,0.304,1.783,0.48
33,-0.45,-0.867,1.446,0.925,-0.999
34,1.192,0.629,0.99,0.372,-0.656
35,0.115,-1.761,0.498,0.266,0.36
36,-2.683,-1.368,0.519,-1.565,0.308
37,-0.073,-0.75,0.737,-0.03,1.278
38,1.545,1.33,-2.14,-0.491,0.75
39,0.45,1.325,0.354,-0.175,-0.045
40,1.031,-0.21,-1.05,-0.493,0.063
41,-1.583,0.769,-1.248,0.369,1.053
42,-0.518,-0.762,-0.059,-0.921,0.312
43,-0.4,0.666,0.269,0.884,-1.758
44,2.064,0.264,0.915,-1.143,2.36
45,-0.493,0.773,-1.133,-0.403,1.141
46,1.427,0.431,-1.704,-0.029,-1.157
47,-0.249,0.225,-0.969,2.466,-0.121
48,-0.144,-0.569,1.146,-0.652,0.636
49,1.016,0.625,0.615,0.278,0.749
50,-0.407,-0.969,-1.013,1.909,0.075
51,0.934,0.786,0.584,-1.044,1.112
52,0.828,0.207,-0.896,-0.092,-1.107
53,0.662,0.711,-0.259,-0.171,0.745
54,-0.009,0.113,-0.246,-0.074,-0.989
55,-0.343,0.333,0.532,-0.943,-0.069
56,0.29,0.786,-0.445,1.454,0.128
57,-1.299,-1.028,1.801,-0.213,0.225
58,0.661,-0.306,-0.033,-0.453,0.553
59,0.749,-0.461,0.338,-1.413,0.157
60,-0.161,-1.04,-0.144,0.125,0.313
61,0.906,0.826,0.039,0.09,-1.59
62,-0.621,-0.128,-1.591,-0.29,0.946
63,0.684,0.897,0.764,-0.22,-0.023
64,-1.45,-1.818,0.212,0.098,-0.832
65,0.444,-0.289,-0.227,-0.167,-0.238
66,2.036,-0.578,0.083,-1.491,0.104
67,0.029,0.464,-0.507,0.128,-1.981
68,0.148,-1.559,-0.534,0.957,-0.254
69,-0.541,0.435,1.159,1.279,0.072
70,-0.367,-1.377,-0.333,0.197,1.708
71,-0.939,-0.563,-0.753,1.23,0.488
72,2.399,0.403,-1.023,1.671,0.628
73,1.485,-0.646,-0.617,-1.053,0.656
74,-1.691,-2.044,-0.698,0.8,-1.745
75,-0.21,2.454,-0.983,-0.944,-0.044
76,-0.584,0.464,1.947,-0.876,-0.413
77,1.039,0.764,-0.261,0.74,2.202
78,-1.119,0.885,-2.619,-0.243,0.318
79,2.484,-0.162,0.601,0.364,0.518
80,-1.775,0.096,-0.035,1.315,-0.407
81,0.56,0.141,-0.035,-1.677,-0.161
82,2.212,0.428,-0.087,-0.001,-0.892
83,-1.133,-0.593,-0.263,0.687,-0.041
84,0.575,1.255,1.324,1.267,-1.654
85,0.354,-2.42,-0.598,0.64,1.07
86,1.426,-0.893,-0.473,0.267,0.844
87,-0.36,1.941,-0.113,-0.75,-0.842
88,0.704,0.376,-1.01,-0.164,-0.94
89,2.201,-0.768,-1.414,-0.967,-1.777
90,0.842,0.9,-1.429,-0.029,0.191
91,-2.432,-0.311,0.892,0.571,-1.279
92,-0.116,-1.469,0.051,0.151,1.086
93,0.252,0.361,0.258,2.213,0.277
94,-1.241,0.857,0.922,-1.779,-0.081
95,-0.144,1.233,-1.064,0.633,-1.079
96,-0.996,-1.562,-0.472,1.042,0.041
97,0.697,2.122,0.383,0.087,1.068
98,-0.176,1.043,0.036,-0.62,-0.765
99,-1.494,-0.078,0.728,-0.31,-0.039
